,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957446808510638,0.9880239520958084,1.0,0.9868421052631579,0.9592430858806404,0.948948948948949,0.8579088471849866,0.7260147601476015,0.6305506216696269,0.37894736842105264,0.29411764705882354,0.2562189054726368,0.2070452911574407,0.17154811715481172,0.0967741935483871,0.07298474945533769,0.06572769953051644,0.04743083003952569,0.06666666666666667
