,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8620689655172413,0.7924528301886793,0.8626609442060086,0.8082191780821918,0.7078651685393258,0.6419753086419753,0.5659574468085107,0.4251497005988024,0.3861671469740634,0.39473684210526316,0.29985443959243085,0.3183183183183183,0.23458445040214476,0.22047970479704798,0.15808170515097691,0.09736842105263158,0.0855614973262032,0.0708955223880597,0.05895039539899353,0.060669456066945605,0.03225806451612903,0.03594771241830065,0.03286384976525822,0.013175230566534914,0.01904761904761905
