,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,5,13,8,5,1,14,77,50,27,48,26,92,30,17,11,29,159,233,292,178,81,234,165,347,375,659,316,640,787,355,144,55,206,288,82,84,67,42,36,14
