,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T
17,34.0,,,,,,,2.518928526503644,1.0,14.671893334134966,1.4649889759649857,1.0,14.983157778994181,9
18,35.0,,,,,,,5.065679322600628,1.0,20.127677967751417,3.414271730971473,1.0,11.107128248504182,9
19,36.0,,,,,,,9.491323348580408,1.0,28.29467776397672,4.546755168577353,1.0,20.65860621567247,9
20,37.0,,,,,,,6.086807203400639,1.0,14.805597672966732,3.822001517684583,1.0,11.104123862965741,9
21,38.0,337.8939936566934,126.65356572373247,782.3585016594063,541.7053693766818,104.52700842698917,7366.700867392557,1.0,1.0,3.8976758328953975,1.0,1.0,3.2949300131419603,9
22,39.0,321.77976376759483,108.20172922147805,957.916005892879,355.9379140523721,179.85016918038852,2288.5016010480517,1.0,1.0,3.8665227625596614,1.0,1.0,3.482028328351268,9
23,40.0,486.47097499759786,191.05004086233754,1022.2584146657287,474.244892811334,196.82889291627114,1696.0717921510063,1.8673770621532813,1.0,4.8150015177459204,2.0043491942168528,1.0,5.104469613586802,9
24,41.0,464.5114847750434,273.6301958009101,848.0731133066374,399.67098420636967,281.16928297908936,679.3758898244785,2.499675852783034,1.0,11.377116593555229,1.9905080896261889,1.0,11.356733736458725,9
25,42.0,542.9407765927624,322.8126627290569,947.9146109072898,447.35009518495474,365.7585730237263,557.4287606172527,1.0,1.0,5.327312686963543,1.0,1.0,5.77827971695405,9
26,43.0,741.5687338601358,435.50361281884943,1391.6594157369555,662.9126020151401,561.9098343688602,769.6915276225512,1.4736853836757569,1.0,8.407490643111602,1.0479737463174028,1.0,5.891361066933432,9
27,44.0,1425.231144366632,681.1278880728987,2815.6859164231983,1172.0243428426118,713.2678853192818,2333.57940836707,1.4851550973523924,1.0,3.0610831901043194,1.4548125601894506,1.0,4.027848361526771,9
28,45.0,1897.4262362940165,941.6487459955595,3556.087805799755,1724.3095515219425,1217.9392583962922,2864.9259130138803,1.0000039198272184,1.0,3.126557439212576,1.0,1.0,3.1385702496818073,9
29,46.0,2717.7926379035443,1496.2959877120952,4900.688216766565,2713.5288399866276,1968.7500957173456,4252.83281169827,1.0,1.0,2.018705912392193,1.0,1.0,2.0233968958587267,9
30,47.0,2905.784765769394,1678.5495268117336,5299.131823068243,3044.516841229605,2133.6396789538685,5096.786984106486,1.5866265106629207,1.0,2.9757076919229,1.331807079654304,1.0,2.819549333824009,9
31,48.0,3332.031724931688,1632.098220392349,6203.918389607237,3332.307771920179,1793.2286516989986,10298.543421504946,1.5920567888780601,1.0,3.171328962722067,1.334971993777172,1.0,3.0860884945532807,9
32,49.0,2536.723003556039,1474.0638197802227,4559.47686719095,2488.046192816506,1580.8216342205048,4157.921123843357,1.6106400552874653,1.0,2.6976129583117654,1.5180361108129672,1.0,2.8286442321609555,9
33,50.0,1718.6273202444813,959.1872641817371,3108.363185369089,1639.5759742700789,1211.465257049179,2357.9000145399277,1.0,1.0,2.5145256800154527,1.0,1.0,2.8728600180762958,9
34,51.0,1129.9948177595638,624.4263050328825,1998.6249278607106,1148.2194494034811,874.419768272355,1596.158673828251,1.359137253954375,1.0,6.807743199304395,1.3128261645891948,1.0,6.7326823765186035,9
35,52.0,985.440811804688,562.6697446954217,1788.5990011689962,998.602223452541,742.3182435261037,1550.0162520521594,1.1729026901589128,1.0,2.5462517304468286,1.0784864348301473,1.0,2.4513848492105246,9
36,53.0,924.428252736385,516.3888612564924,1674.1751487998495,931.9069176882047,524.0919236554275,2191.143580766634,1.7907960073622016,1.0,3.9535998563879455,1.7362278801287379,1.0,3.9018404477057254,9
37,54.0,1141.2682353573223,446.92586991814034,2273.0820702324454,2334.085564713121,657.8726575816789,21381.39461352481,1.0025522359811037,1.0,3.073201754448708,1.080523368635798,1.0,3.1439009837971255,9
38,55.0,2263.6308517623006,796.3438545712863,5786.28746540754,3058.450279295843,899.2969431366766,64621.969629540814,1.2222237231392783,1.0,4.079206318855999,1.366147404249694,1.0,4.059387784527139,9
39,56.0,,,,,,,1.350995021273038,1.0,3.443482123932604,1.444798920172109,1.0,3.747825857063522,9
40,57.0,,,,,,,1.0,1.0,2.710514306552569,1.0,1.0,2.681832116657513,9
41,58.0,,,,,,,1.0,1.0,3.712777794851542,1.0,1.0,3.6872483515207746,9
42,59.0,,,,,,,1.5442002266494204,1.0,4.956298478078183,1.2416604985979682,1.0,4.941590448881124,9
