,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,c0_MSD,c1_MSD,c2_MSD,c3_MSD,c4_MSD,Netau_MSD,c0,c1,c2,c3,c4,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T
363,35.0,37.0,39.0,3,13.619069730869901,1.0,1.0,1.0,1.0,79.37954761580929,8.740069147078675,1.0,1.0,1.0,1.0,69.18321285007369,10.320676178998887,134.31595554610462,5
364,35.0,37.0,39.0,4,2.0830352041198177,1.0,1.0,1.0,1.0,56.70572531755776,1.0,1.0,1.0,1.0,1.0,53.13704827997677,31.350858485186286,103.16308134014292,5
365,35.0,37.0,39.0,5,1.9334226792141902,2.279219033695548,1.0,1.0,1.0,41.019254965347784,1.0,1.0,1.0,1.0,1.0,44.16094233431127,26.054955977243647,89.6167513925285,5
366,35.0,37.0,39.0,6,1.0,1.0,1.0,1.0,1.0,34.95480655272223,1.0,1.0,1.0,1.0,1.0,43.833867254232786,10.95548821282253,93.33763980844206,5
367,35.0,37.0,39.0,7,1.0,1.0,1.1297283009404369,1.0,1.0,56.373195377530664,1.0,1.0,1.0,1.0,1.0,49.795367751700006,29.379266973503,96.67536568203978,5
368,35.0,37.0,39.0,8,1.2372875026723278,1.0,1.0,1.0,10.6109567311644,57.944452072775775,1.0,1.0,1.0,1.0,5.719501233576306,63.21324176263618,21.132135808809146,122.72553731951118,5
369,35.0,37.0,39.0,9,4.109716008537786,2.4886200664680738,1.0089198846620446,1.0,1.0,86.49649627831003,2.3938614617643417,1.7419949371625412,1.0,1.0,1.0,68.44406801220076,8.113644706728085,153.08252424759658,5
370,35.0,37.0,39.0,10,3.3047429428456137,1.0,1.0,1.0,1.0,62.941073532531476,2.5080534548770963,1.0,1.0,1.0,1.0,64.76812689349951,38.21319486716471,125.74427370819157,5
371,35.0,37.0,39.0,11,1.0,1.0,1.0,1.0,1.0,45.930036693616145,1.0,1.0,1.0,1.0,1.0,57.37836007099674,33.85323244188808,111.39738880450352,5
372,35.0,37.0,39.0,12,1.0,4.673836705853292,1.0,1.0,1.0,35.6289408360246,1.8188936365677328,3.7630521197879605,1.0,1.0,1.0,31.23543245440908,3.724440297315427,60.64212377794038,5
373,35.0,37.0,39.0,13,4.010566089100232,1.0,1.0,1.0,1.0,156.75824647100225,2.673086408945805,1.0,1.0,1.0,1.0,82.16082683208381,48.47488783092945,159.51138303340036,5
374,35.0,37.0,39.0,14,1.0,3.8380663204641,2.1417102337979563,1.0,1.0,50.59994654586634,1.0,1.4735501224875474,1.0,1.0,1.0,44.75113603742474,26.4031702620806,86.88222693077805,5
375,35.0,37.0,39.0,15,1.5485784812937555,1.0,1.0,1.0,1.0,86.35530543047379,1.0,1.0,1.0,1.0,1.0,86.894902034966,11.386531517555369,191.2397501270465,5
376,35.0,37.0,39.0,16,1.794226881886849,7.495971476967016,1.0,1.0,1.0,48.72700395326509,2.145274629853911,6.769809599232685,1.0,1.0,1.0,64.3052173954739,16.151377901923233,152.6730547688895,5
377,35.0,37.0,39.0,17,5.784105256293994,10.840812064524302,1.1190790580537646,1.0,1.0,92.13489771161554,3.395134672717414,11.12625149789088,1.0,1.0,1.0,64.70942107454043,6.891095249831693,156.19977973164163,5
378,35.0,37.0,39.0,18,1.0,1.0,1.0,1.0,1.0,32.471226758966544,1.0,1.0,1.0,1.0,1.0,38.37501871715677,22.641261043122498,74.50329488548856,5
379,35.0,37.0,39.0,19,1.0,1.0,1.0,1.0,1.0,85.48422228883418,1.0,1.0,1.0,1.0,1.0,75.06892148164033,44.29066367416779,145.74278217568036,5
380,36.0,38.0,40.0,0,4.184986137944358,1.0,1.0,1.0,1.0,88.79913662051229,2.102034342505353,1.0,1.0,1.0,1.0,70.91119404975788,29.842336372674712,137.67074981540603,5
381,36.0,38.0,40.0,1,3.6010283231153055,1.0,1.0,1.0,1.0,79.99985032967928,1.0,1.0,1.0,1.0,1.0,60.4944564865063,43.655060264593885,99.21231703989227,5
382,36.0,38.0,40.0,2,8.569950064882182,1.0,1.0,1.0,1.0,183.26606418111308,19.73259987221903,6.511804814380078,1.0,1.0,1.690038101797351,21255.88584085311,6752.831424824871,60132.35602105959,5
383,36.0,38.0,40.0,3,8.151796925001294,1.45250364805058,1.0,1.0,1.0,457.68236834864643,14.601583721312624,6.067412460106425,1.0,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
384,36.0,38.0,40.0,4,1.0,1.0,1.0,1.0,1.0,59.75650406678724,1.0,1.0,1.0,1.0,1.0,74.7136102888219,44.08103007040492,145.0529621974863,5
385,36.0,38.0,40.0,5,1.0,2.460844046516159,1.0,1.0,1.0,133.57730767840764,1.0,1.0,2.707754483394147,1.0,1.0,78.60304366984738,557.2759288583004,681.115024160145,5
386,36.0,38.0,40.0,6,4.3708129125987005,1.0,1.0,1.0,1.0,68.83868556876752,1.9681709012461706,1.0,1.0,1.0,1.0,73.23002776917286,23.26461651436029,154.62876651625015,5
387,36.0,38.0,40.0,7,7.216957836183583,4.113491562121354,1.0,1.0,1.0,169.7874466531719,23.710959876328534,14.253802227297317,1.0,1.3411381856675504,1.190429431906452,100000000000.0,111923079513.2956,143634615384.61542,5
388,36.0,38.0,40.0,8,2.408161709458089,1.0,1.0,1.0,1.0,69.19731044154737,1.0,1.0,1.0,1.0,1.0,63.72186597007001,25.44547148203841,123.71300730855903,5
389,36.0,38.0,40.0,9,1.7002943292366928,1.108951518307262,1.0,1.0,1.0,40.460528802983866,1.0,1.0,1.0,1.0,1.0,44.954251994568665,18.86314163938813,87.27656701338695,5
390,36.0,38.0,40.0,10,11.202372687936876,2.04566828301924,1.7809345027667536,1.0,1.0,1316.6962138396664,17.07337982495667,5.336540508804568,1.4102148932127774,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
391,36.0,38.0,40.0,11,5.577366233463577,2.3119833453064733,1.0,2.527621830091397,1.0,10000000.000000006,8.431333346045951,3.7716364106325493,1.0,2.8181864814574102,1.0,100000000000.0,708975000000.0,866525000000.0001,5
392,36.0,38.0,40.0,12,11.254090577172256,3.1672314571576874,1.0,1.0,7.138642443601747,362.335959849878,15.46913145583386,6.074454484621678,1.0,1.0,7.870179639340528,100000000000.0,708975000000.0,866525000000.0001,5
393,36.0,38.0,40.0,13,9.94023862221255,1.0,1.4315887443935198,1.0,1.0,89.77750542822591,9.42258723684919,1.0,1.0,1.0,2.179079905972493,105.94003397136454,27.30027503119585,249.42590727599367,5
394,36.0,38.0,40.0,14,2.1236537671670694,1.0,3.2665396544082266,1.0,1.0,108.66692621594265,1.9063975518889424,1.0,1.0,1.0,1.0,72.78621900034672,21.209349028169253,165.12261940595036,5
395,36.0,38.0,40.0,15,3.1503212613703964,1.0,1.0,1.0,1.0,133.47046967078626,3.498700983383814,1.0,1.5255808562654511,1.0,1.0,128.46789186504378,665.3994459149943,813.2659894516598,5
396,36.0,38.0,40.0,16,3.6104627041583255,3.003226155953549,2.2453328983810508,1.0,1.0,101.85231052342323,3.921226877055313,2.259453164612949,1.0,1.0,1.0,73.4984931971184,45.49353185108307,160.26801861594657,5
397,36.0,38.0,40.0,17,3.266692036767991,1.0,1.0,1.0,1.0,77.06785535661793,2.4754613878272593,1.0,1.007247253132247,1.0,1.0,90.35667896022227,22.047033626057953,193.41221151357303,5
398,36.0,38.0,40.0,18,1.0,1.0,1.0,1.0,1.0,51.476093077811306,1.0,1.0,1.0,1.0,1.0,59.172205839808456,14.924988864379841,114.88005603856833,5
399,36.0,38.0,40.0,19,6.425521600893217,1.0,1.0,1.0,1.0,1877.5996650427178,11.286279423685402,3.9419823426863863,1.0,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
400,37.0,39.0,41.0,0,10.136783078237833,1.0,2.175932703763421,2.6890960717467167,1.483703317918229,24506.66818834759,10.268347262763246,1.1046969642985245,2.2859713565915993,3.1119021406539744,1.0451426868255913,100000000000.0,708975000000.0,866525000000.0001,5
401,37.0,39.0,41.0,1,6.598469364180651,1.0,1.0,1.899487734494092,1.0,2170.401174168603,8.174458882346299,1.480903709528539,1.0853302056420924,2.1581509195946045,1.0,100000000000.0,708421113281.25,866525000000.0001,5
402,37.0,39.0,41.0,2,10.208626735468755,2.5000065935713423,1.70498613003714,3.480347767118719,1.0,4919664.623068137,10.212913516588154,2.446325606421623,1.6855855667466777,3.154938785879685,1.0,100000000000.0,708975000000.0,866525000000.0001,5
403,37.0,39.0,41.0,3,4.468230674679893,1.0,1.0,1.3857180157080256,2.9897596452785065,984563.1464540674,4.468234901041559,1.0000431263035254,1.0,1.3857562422914445,2.989768118226393,6586.121854680606,34112.8181463182,41693.444401055574,5
404,37.0,39.0,41.0,4,9.336541882001685,1.7950614684189006,1.0,2.4645700644615554,1.0,10000000.000000006,9.404428776022604,2.017473395046449,1.0,2.5514422397278875,1.0,100000000000.0,673526250000.0,866524834723.4727,5
405,37.0,39.0,41.0,5,5.746208184986336,1.0,1.0,4.043290153688023,1.0,611.6159644743749,5.721583906234662,1.0983313815828128,1.0,3.6825106404108245,1.0,728.6689283731688,348.0795419382598,1843.532388784117,5
406,37.0,39.0,41.0,6,6.908540519517222,1.2861993407920402,1.0,2.9474103322090404,1.0,949.5701609944979,7.038037634258971,1.2392691706412409,1.0,2.6696713397119467,1.0,1010.3234425422626,402.35232083590563,11476.314508428186,5
407,37.0,39.0,41.0,7,9.051671281687733,2.302552166203738,1.0,1.0736880516075753,1.0,329.03856319769335,9.257347774497,2.113092255729319,1.0,1.0,1.0,327.04796634759794,82.6231162745486,634.9482526141612,5
408,37.0,39.0,41.0,8,10.944689852603721,1.0,1.0330714346664123,2.5273526906591357,1.0,661.0669799200698,10.933341213452085,1.0,1.6464744098339625,2.3423002231410304,1.0,705.0360696461972,186.05337273099235,1946.242966269972,5
409,37.0,39.0,41.0,9,6.559023303791258,1.0,2.2084636135500886,3.2005993199755265,1.0,1556.3742554477324,6.69726846670205,1.000281851506102,2.1211773221748866,3.1675064736134324,1.0,2232.3407598782082,1179.545293596676,20924.111546432614,5
410,37.0,39.0,41.0,10,5.420235799260577,3.646885550199815,1.0,2.132636937390826,1.0,908.5998995807686,5.355678299794058,3.4595155642473245,1.0,1.7597600730427592,1.0056019391999367,742.030048432529,370.50002915608655,2054.7097437269204,5
411,37.0,39.0,41.0,11,9.174103233823734,1.777227741524705,1.0,3.7307159236399943,1.0,430.3076382861034,9.220567720882542,1.5012199948965033,1.0,3.5426903533473895,1.0,469.98843076578373,130.86159157399757,927.1722407751146,5
412,37.0,39.0,41.0,12,7.987321896151384,1.0,5.450184425642486,2.9889658926937384,1.0,1492.304462991227,8.5374287117226,1.5961246084187892,4.190810236633516,3.1350712533646465,1.0,100000000000.0,708975000000.0,866525000000.0001,5
413,37.0,39.0,41.0,13,7.375526631909717,1.12429103471281,2.1987544763605222,2.1163574577467132,1.0,509.9432515247756,7.893298279715713,1.0,1.0,1.2747419788703944,1.6237284010212871,253.39319794177834,72.70232319780666,681.7104033017692,5
414,37.0,39.0,41.0,14,9.894805255654719,1.0,1.0,2.353647546441267,1.6957652647841912,10000000.000000006,9.894810496677396,1.0,1.0,2.3536579971118825,1.6958143437294841,6096.4084322248755,43222.01168236631,52826.903167336604,5
415,37.0,39.0,41.0,15,5.086303212952761,1.0,1.0,1.9164087300671884,5.7687224504104835,2714110.975765103,5.086310270127928,1.0,1.0,1.9164377877634733,5.768726659226894,3751.388690443874,566.4848693623301,13708.933838568388,5
416,37.0,39.0,41.0,16,6.916826203786398,1.0,1.0,1.4825225665621886,1.0,3663123.07816154,6.977273687877385,1.0,1.1811712970345294,1.9369046045698373,1.0,100000000000.0,708975000000.0,866525000000.0001,5
417,37.0,39.0,41.0,17,6.597122017428853,2.5443604488722253,1.0,2.2792240981034015,1.0,1505.8505527202785,6.811249073572165,2.720303852672697,1.4625774399580478,2.611150668062648,1.2386626439357582,100000000000.0,708975000000.0,866525000000.0001,5
418,37.0,39.0,41.0,18,7.159770061370302,1.0,1.144216158063866,2.3674891325469067,1.0,1758.666420102479,7.209516183407941,1.0,1.2945595140447161,2.2403661021912047,1.0,2078.9356449088077,524.7000410865486,4121.667602838968,5
419,37.0,39.0,41.0,19,5.904751142643944,1.1255283169637806,1.5993239006319,3.0706445510307305,2.1699797111393937,15580.168754672566,5.930257778180404,1.0,1.9934862002807907,3.393441109935573,1.760214815606433,4745.119766274035,2256.399988187457,2757.82220778467,5
420,38.0,40.0,42.0,0,2.1018438632436047,1.1384385346186028,1.687516810183328,1.3107618967543404,5.142536806235793,940.4367549823008,1.8394029237508311,1.0,1.2967886172300196,1.0,5.296574339277196,623.3369492170023,212.72520476801245,1216.260484605602,5
421,38.0,40.0,42.0,1,2.044576172862506,1.0628490091052574,1.673383570420076,1.0,9.55512949317966,530683.056639813,2.0445778682901725,1.062897157342862,1.673373695422528,1.0,9.55513271621099,8809.288315998103,4227.6656852525975,14827.274571356553,5
422,38.0,40.0,42.0,2,2.8233031371492046,1.0,2.262324811542106,1.0,8.978282093480882,1446.6013022201741,2.7202519415263535,1.0315434986744545,2.0727634006372866,1.0,8.935906372704371,1371.8764699506353,612.3317859145046,2381.2902785564074,5
423,38.0,40.0,42.0,3,3.4604846748980824,1.8300415951140017,1.8364166208373192,1.3070780267463369,9.36345620974555,2164.625480052729,3.460489552037007,1.8300438182696184,1.8364424854837114,1.307060659112192,9.363453818659416,1629.6150622228429,270.98241749765015,6484.301010087085,5
424,38.0,40.0,42.0,4,1.4612397697096595,1.0,2.002408786436571,2.4694740866652527,9.416984805201496,1470.0963801038592,1.4613004895585726,1.0,2.0023754034514893,2.469451583294548,9.416991497524467,1097.8821913361407,273.7298802785467,1770.2177384236152,5
425,38.0,40.0,42.0,5,1.3082267261603981,2.732060947173867,2.567663051623713,2.0263520519902682,8.452750243857071,6621.491528087099,1.3144189469997722,1.8781399240832117,1.9671543310859045,1.0,8.525390446808117,721.9314474700685,187.714931471434,1460.9856279891064,5
426,38.0,40.0,42.0,6,1.8990800960270457,1.64973056990965,2.027655595823128,1.0,10.608686372162309,8693494.621462593,2.043668458255186,1.7592784685518499,1.780937337772205,1.0,10.601859680209742,100000000000.0,708360679647.2833,844864519424.4386,5
427,38.0,40.0,42.0,7,2.3053123911455953,1.2433281192214591,1.96714964642156,1.3019573108624938,11.076368237096384,2031.6569378965926,2.34140047245965,1.1064258664427449,1.739498405596862,1.1044541443026694,11.088896754672241,1367.7146138943258,639.4065819955972,2486.5811522051013,5
428,38.0,40.0,42.0,8,3.314847720637761,1.0,1.987555841563503,1.0,9.193383484550248,1187.4780588421286,3.2105279901838757,1.0,1.8366003959201047,1.0,9.159934163409114,1194.3670537166483,347.2851894653024,3092.4919252386453,5
429,38.0,40.0,42.0,9,2.438425067371904,1.7889981255916467,2.056961826261719,1.0,9.843539036848096,10000000.000000006,2.661963110053875,1.8116906296428628,1.8173024999408545,1.0,10.286144602292048,100000000000.0,673526250000.0,866525000000.0001,5
430,38.0,40.0,42.0,10,2.4825681550086145,1.9482447355082344,2.109641237052985,1.0,7.226992006562378,566.5258126438407,2.4153094223535088,1.7677348069133467,1.7581770037082536,1.0,7.238883350901716,490.2878514784099,133.9475286611317,1125.03440694803,5
431,38.0,40.0,42.0,11,1.1942515725342455,2.5774623278665576,2.0066125440652307,1.0,9.309424760467603,10000000.000000006,1.4121831640699414,2.5810713416849778,1.7639451280731355,1.0,9.342823380786673,100000000000.0,517950000000.0,633050000000.0,5
432,38.0,40.0,42.0,12,2.460490878925714,1.2803596909188522,1.8140974847451452,1.0,8.873784322057599,2256.9752941798533,2.4604945711994737,1.28037379866088,1.8140797868550218,1.0,8.873782861899603,1839.4429801505714,762.6613586931985,4321.747699261458,5
433,38.0,40.0,42.0,13,2.921315192530524,1.8849737448723736,1.7443765719826678,1.0,9.401034156328475,3331.115403490676,2.9213137883169877,1.885036727154741,1.7443575823720212,1.0,9.401030128556322,1976.2183595069948,561.3220224984292,4998.4389622479175,5
434,38.0,40.0,42.0,14,2.2872207948774816,1.0,1.7115986250021928,2.856892888647579,8.567778167184908,1541.7194619678464,2.249023759433548,1.0,1.592680132212018,2.747548338498918,8.556907058704956,1121.7667269330655,323.0043838174468,2702.8106387969956,5
435,38.0,40.0,42.0,15,1.4714388087844466,1.114626824207618,3.244176498415126,3.199340081925034,8.081186488896893,3900843.910636996,1.4714408459532782,1.1148797068798273,3.2441343365285746,3.1993137069647424,8.081237179789502,2945.2218379608194,1221.134285123755,6919.760949034614,5
436,38.0,40.0,42.0,16,1.6163206172634923,1.4360258374207893,1.8814067495145281,2.2839183145890884,7.003784023778032,1224.9222925667448,1.5350626056114407,1.3007142396559639,1.602228275146637,2.1708436222507053,7.0188574015129515,798.4868490148441,202.18040977772702,1912.6252659570619,5
437,38.0,40.0,42.0,17,2.6481049802070897,2.545594453994003,1.9749933095482022,1.0,6.91011168024246,3532.20271703049,2.774116669838705,2.4390935676856094,1.519360647000214,1.0,6.951838933087708,1814.6747963360735,457.95546895568526,4008.9190709057757,5
438,38.0,40.0,42.0,18,2.72109793009443,1.0362015384688696,1.5436546321650502,1.0531363675556833,8.303302778711048,948.6011161392336,2.747524288876045,1.0,1.3143116944113946,1.0,8.30645624559421,779.9824561773179,214.4640390500157,1514.2992728263057,5
439,38.0,40.0,42.0,19,3.2566580745373264,1.2336906574303907,1.614315875606754,1.0,10.66401872767408,1505.8103324474378,3.3081406258323858,1.1861259007306546,1.2669376123887264,1.0,10.661842984774237,1010.6791579778157,443.28788754306396,1712.755641436337,5
440,39.0,41.0,43.0,0,1.398147242086394,1.1131594198746693,1.0,1.0,3.491563296637004,423.52469150207855,1.1190919983943108,1.4155323426905777,1.0,1.0,3.4745791099086323,433.2389118588887,250.19547159850816,823.2927911574843,5
441,39.0,41.0,43.0,1,1.0,1.2309304823169025,1.0,1.0,1.0,401.1524553003514,1.0,1.182850146149272,1.0,1.0,1.0,400.55701682861326,236.32863992888178,777.6626185693975,5
442,39.0,41.0,43.0,2,1.0,1.0,1.7849810947227471,1.1207088383212607,3.8538245602274417,468.591305995024,1.0,1.0,2.2663283184795793,1.0,1.0,399.1314240854602,235.4875402104215,774.8948972736092,5
443,39.0,41.0,43.0,3,1.0,2.406169365534312,1.0,1.0,1.0,362.51418989542134,1.0,2.2822241517949236,1.0,1.0,1.0,399.9352191664746,235.96177930822,776.45542763816,5
444,39.0,41.0,43.0,4,1.0,2.123968348109817,1.0,2.1081089076232904,3.5889683851163086,488.3722917622854,1.0,2.12399612116889,1.0000430766560113,2.1080423825962016,3.5889602028095355,439.27825331322003,215.2463441234778,708.2892520302476,5
445,39.0,41.0,43.0,5,1.0,1.0,1.2148376042491598,1.6205131846273575,3.4481327900210434,505.5266004918025,1.0,1.0,1.6993818363856037,1.0,1.7192620391759035,413.74249496326274,244.10807202832504,803.2616045376507,5
446,39.0,41.0,43.0,6,1.0,2.072131032799355,1.0,1.0,2.9949417434688406,467.94299262290514,1.0,2.07211645581834,1.0,1.0,2.9949294658144026,451.20317051060687,239.1341896425026,783.1942212912212,5
447,39.0,41.0,43.0,7,1.0,1.0,1.0,1.0,1.0,353.5141426432098,1.0,1.0,1.0,1.0,1.0,370.25802672251524,218.45223576628396,718.8385535899088,5
448,39.0,41.0,43.0,8,1.0,1.0,1.825217718070339,1.0323882529792716,5.98953599699826,506.22496245619305,1.0,1.0,1.8252300115399291,1.0323829824484827,5.98952294628474,470.9203233459886,248.41047056500898,817.4190698079357,5
449,39.0,41.0,43.0,9,1.2048185397801572,2.1360268296899316,1.0,1.0,5.835567841083622,468.91600199776195,1.2048376905070097,2.136078986546286,1.0000495979196455,1.0,5.8355516477167635,426.5194427060781,224.98900602745624,740.3484386373559,5
450,39.0,41.0,43.0,10,1.0,1.687529606832176,1.0,1.0,2.9132323666563504,396.89191664018193,1.0,1.8468735248565973,1.0,1.0,2.7574642945764087,435.08517333431126,221.89343840049872,791.0090165202965,5
451,39.0,41.0,43.0,11,1.0,1.6980646164353796,1.9049335228163413,1.0,1.0040770067649305,390.3567660997113,1.0,1.8376521053542911,1.9157694317210936,1.0,1.0015840419128073,397.1309752571612,234.30727540172506,771.0111199116595,5
452,39.0,41.0,43.0,12,1.0,2.1807196420990085,1.0,3.9458330206023065,8.823537907227395,727.9885179950664,1.0,2.180678571645199,1.0,3.9457796305797577,8.823538852035602,640.6527677678689,73.79481943740481,1236.4187743068737,5
453,39.0,41.0,43.0,13,1.0,1.859805500413727,1.0,1.0,1.0,385.4790222459459,1.0,1.8598113829486873,1.0000095276996466,1.0,1.0,378.35728863473753,227.96026640242934,578.6683685600129,5
454,39.0,41.0,43.0,14,1.0,1.7020905189390025,1.0,1.5558147456804055,3.654802309516822,475.20942238142806,1.0,1.7295876110155035,1.0,1.0,1.0,386.5793721724296,228.08182958173347,750.5256785381829,5
455,39.0,41.0,43.0,15,1.0,2.227492645370295,1.1083383035069392,2.112954661964266,2.0492669325299886,497.5772712722209,1.0,1.8565292545692549,2.1924257956149735,1.1972563128759588,1.8901214174395602,437.9521414421558,231.31253871260876,778.207266716446,5
456,39.0,41.0,43.0,16,1.0,1.7347864638672497,1.271506197575055,1.8474471774026988,2.599904467179815,528.4552473095705,1.0,1.6887181018051736,2.0623134245312857,1.0,2.3520415676997617,492.82562499052545,259.96551718250214,855.4420864552422,5
457,39.0,41.0,43.0,17,1.0,1.4660008239195457,1.0,1.5678220138908305,1.1037455123576672,421.65863387640326,1.0,1.54971993718941,1.0850279351278103,1.0,1.0204627420105545,400.73376598378746,236.4329219304346,778.0057687454472,5
458,39.0,41.0,43.0,18,1.0,2.5926791645408045,1.0,1.4106278828190015,2.960886993876997,488.8286935710549,1.0,2.2111472570922817,1.6019830245473752,1.0,2.6348241347438273,440.25751986515405,219.45144067124602,782.3037468373124,5
459,39.0,41.0,43.0,19,1.0,1.0,1.0,2.7008971993880184,8.709594829796048,707.6294710433763,1.0,1.0,2.038257141992432,1.0,4.563143587474329,461.30245893542275,272.1684507718994,895.5970388647974,5
460,40.0,42.0,44.0,0,1.114062605243472,4.068220147182032,1.0,1.0,1.0,289.64378892975816,1.0527741723189366,2.1633848450022533,1.0,1.0,1.0,295.1959304441707,174.16559896206073,573.1090222255845,5
461,40.0,42.0,44.0,1,1.0,1.0,1.0,1.0,1.0,258.1083285128718,1.0,1.0,1.0,1.0,1.0,286.6647444231593,169.13219920966398,556.5461256044498,5
462,40.0,42.0,44.0,2,1.0,4.13434942330142,1.0,1.0,1.0,276.89932613871946,1.0,2.797878043106118,1.0,1.0,1.0,329.68265455555706,194.51276618777868,640.0633759170496,5
463,40.0,42.0,44.0,3,1.0,5.31807804024174,1.0,1.0,1.0,446.6366094843772,1.0,3.5292951546635147,1.0,1.0,1.0,436.82948465673945,257.7293959474763,848.0839097416955,5
464,40.0,42.0,44.0,4,1.0,1.0,1.1405102368797553,1.0,1.0,278.69307887613337,1.0,1.0,1.0,1.0,1.0,308.9065678812748,182.25487504995215,599.7275802925775,5
465,40.0,42.0,44.0,5,1.0,1.2869822581391148,1.0,1.0,1.0,346.6283819109842,1.0,1.0,1.0,1.0,1.0,353.2045347871576,208.39067552442302,685.7300006572895,5
466,40.0,42.0,44.0,6,1.148629865332798,3.1131513503513237,1.8914649363680212,1.0,1.0,311.2615336664232,1.0602525123874915,1.5384773080037382,1.4451762765562726,1.0,1.0,324.5903704114297,195.56569817288639,496.4360030542502,5
467,40.0,42.0,44.0,7,1.0,1.0,1.0,1.0,4.321762957167142,425.9662946832856,1.0,1.0,1.0,1.0,2.9208987875336887,408.1896148998739,240.83187279092556,792.4809489274047,5
468,40.0,42.0,44.0,8,2.265058538523782,3.844624819608338,1.0,1.0,1.0,359.2595655630991,2.9028652282446012,2.896668884845983,1.0,1.0,1.2002641809659829,369.2660081421996,143.97768263464823,640.9684652015296,5
469,40.0,42.0,44.0,9,1.0,2.3541844102090344,1.0,1.0,1.0,344.54020488552607,1.0,1.771699710395141,1.0,1.0,1.0,412.0400608524142,243.1036359029244,799.9564087403922,5
470,40.0,42.0,44.0,10,2.639163383210848,2.820620212103248,1.0,1.0,1.0,363.4602961296791,2.1443444052466947,2.356787427101795,1.0,1.0,1.0,379.75890950477753,152.75716966433396,690.4227951968804,5
471,40.0,42.0,44.0,11,1.9894733555395918,8.11765925098325,1.0932069166237903,1.0,1.0,757.5718106345603,1.9894839678065621,8.117646335570956,1.093193138252474,1.0,1.0,683.4410203944971,334.88609999330356,1101.9756281830928,5
472,40.0,42.0,44.0,12,1.3938872478474267,4.28420676853057,1.0,1.0,1.0,364.88839520612316,1.797715029183167,3.855577943618047,1.0,1.0,1.0,411.419356468406,55.859948953931536,747.9832466904772,5
473,40.0,42.0,44.0,13,1.0,5.505755606847017,1.0,1.0,1.0,362.9891877308596,1.000347415026929,3.5512123059059997,1.00003504269592,1.0,1.0,380.22276452759064,224.33143107127847,738.1846236106173,5
474,40.0,42.0,44.0,14,1.0,1.0,1.0,1.0,1.0,209.9083012468811,1.0,1.0,1.0,1.0,1.0,272.90384006415155,161.01326563784943,650.9339713393401,5
475,40.0,42.0,44.0,15,1.0,2.0502302699736044,1.0,1.0,1.0,296.17100564650264,1.0,1.2822544157749443,1.0,1.0,1.0,343.9635500529434,202.93849453123664,667.7890632010777,5
476,40.0,42.0,44.0,16,2.6272761605247177,2.292012127611181,1.0,1.0,1.0,491.74679366799603,1.6759374142819374,2.5178482115756515,1.0,1.0,1.0,457.86174990462837,180.99644577898863,700.5871775784282,5
477,40.0,42.0,44.0,17,1.4998646367083943,2.2067122852137655,1.0,1.0,1.0,403.1937654785115,1.0,1.999567043506427,1.0,1.0,1.0,441.5074708899781,260.489407825087,857.1660001081925,5
478,40.0,42.0,44.0,18,1.515321084913265,2.773959724660174,1.0,1.0,1.8898519002672756,302.2708552067886,1.8710424742676803,1.09468317507319,1.0,1.0,1.3554163498920777,288.20585478499305,111.7971577310198,559.5381189265913,5
479,40.0,42.0,44.0,19,1.0,3.931470188161375,1.0,1.0,1.0,348.4442812910946,1.0,2.196812717652845,1.0,1.0,1.0,370.9457120039172,218.85797008231117,720.173662236665,5
480,41.0,43.0,45.0,0,4.097616588900962,1.0,1.0,1.6606678010391491,1.0,1008.0365251206523,4.097614673299476,1.0,1.0000002185321815,1.6606643317747554,1.0,1002.8323237810853,541.5294548417861,1781.9558984110056,5
481,41.0,43.0,45.0,1,4.0342583421796645,1.0,1.0,1.6397174243126211,1.0,900.2459612876983,4.034250656029256,1.0,1.0000105077820516,1.6397063075315146,1.0,886.6847182954405,489.89330685823086,1612.0420781232383,5
482,41.0,43.0,45.0,2,4.921499431129306,1.029746383539682,1.3609381617817213,1.2940238954537362,1.0,828.1741097125184,4.921460455090966,1.0297799145084845,1.3610169966407264,1.2940144763418087,1.0000141946839143,758.5849746717132,438.0828228729144,1441.554588086086,5
483,41.0,43.0,45.0,3,4.483529433953213,1.0,1.0418981938395608,1.5834327669709762,1.0,1208.4177701425701,4.483502560192193,1.0,1.0420122927500488,1.5833787567313355,1.00001336417169,1087.3290090175783,641.5241153203713,2110.998157250794,5
484,41.0,43.0,45.0,4,5.0316803139357535,1.0,1.6117802558547654,1.3858785324168226,1.0,1152.8936063141578,4.903824019064995,1.0,1.7899836434523415,1.1550767699061306,1.0,1108.2221315913391,577.9804655530213,2060.3933262769747,5
485,41.0,43.0,45.0,5,4.32874241292017,1.0,1.0,1.1458163950541143,1.0,938.1908354710815,3.9973081020968775,1.0,1.6188979495776477,1.0597038967643895,1.000026623269747,955.2142101468064,503.8754958524405,1658.0518453264067,5
486,41.0,43.0,45.0,6,4.051411264689714,1.8538412154026347,1.0,1.5887459630642815,1.0,1128.5288183059056,4.051403838081936,1.8538346554663927,1.00000213625386,1.5887240477075089,1.0,1083.3920309129678,544.4044955337663,1791.4165023974365,5
