,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,35.0,,,,,,,10.995321391466808,1.025137277487108,27.370654963496257,5.849128707170087,1.6084260616183237,12.900673660232606,9,1,0.49523809523809526,,,,,,
1,36.0,,,,,,,12.629956883805928,1.0,33.10560793538571,7.611736488219654,1.0,27.50359946042219,9,1,0.5934065934065934,,,,,,
2,37.0,,,,,,,7.550580265272218,1.0,15.830431074944109,5.485038681574302,1.1747840574246773,12.334477380655088,9,1,0.4392523364485981,,,,,,
3,38.0,,,,,,,1.0,1.0,3.259108526977699,1.0,1.0,3.608413955217048,9,1,0.5487571701720841,,,,,,
4,39.0,241.69300491344552,101.72059022957596,833.4887817208767,519.9118622753117,179.73963108471693,6872.126854168789,1.0,1.0,3.1543589037703392,1.0,1.0,3.209321031840919,9,1,0.6047516198704104,399.6566474104474,168.20226170104883,1378.2332354884495,859.711400833819,297.2123185436569,11363.552619571961
5,40.0,526.5121825252157,187.13653983912835,1084.3119695664752,438.0415091268405,194.7338800503005,3671.865521931129,2.020631823493357,1.0000522338970754,4.738929294388045,2.2024812130280966,1.0,4.747975389331598,9,1,0.6141078838174274,857.3610539768715,304.7290952785806,1765.6701666589224,713.2973222943821,317.10043981163795,5979.18642422569
6,41.0,460.8335914324757,258.78643585425965,845.7216100494325,410.22296136951377,257.27746132917,762.3256111502042,2.9026153655223577,1.0,11.202346804741754,2.4501237591560168,1.0,11.172063063161175,9,1,0.6930280957336108,664.9565786285423,373.41406134526056,1220.3280289151721,591.9283271412954,371.2366972032018,1099.9923608338531
7,42.0,543.8300622038328,322.8801496994204,974.5448066599492,439.57196880948845,366.6645632814885,574.999614439148,1.0,1.0,4.0098571514057335,1.0,1.0,4.295087738423842,9,1,0.7398305084745763,735.0738526924657,436.42448642075146,1317.2541487499886,594.1522602465021,495.6061680093429,777.2045189440946
8,43.0,716.9546614033457,415.5117988875609,1309.9830653896752,617.592943112855,526.3132798471281,761.8623921023345,1.451233601024264,1.0,10.621572045695896,1.066204394469426,1.0,11.520710253819429,9,1,0.7572815533980582,946.7478221095462,548.6886575053688,1729.8494325017505,815.53939923877,695.0034336442845,1006.0490562376982
9,44.0,1347.5755727903738,643.7477057323638,2672.13801012648,1091.7839307382146,628.7857432458023,2533.8012695774746,1.4411937366038603,1.0,3.115802315357055,1.4209300478148,1.0,4.00814953135728,9,1,0.7578040904198062,1778.2637885259337,849.4909355473949,3526.159391203835,1440.7205563292634,829.7470958456681,3343.609913973685
10,45.0,1930.5619272772224,944.5530871135854,3572.973336181344,1727.172120530976,1108.0585057846422,2639.7794222045377,1.0000001082072956,1.0,3.4653577758871608,1.0,1.0,3.859136364475402,9,1,0.8120586637696904,2377.3675639581047,1163.1586845325155,4399.895593250739,2126.9056012692486,1364.5054910699173,3250.725027611073
11,46.0,2706.994992217349,1480.5784591925403,4745.084664559085,2579.322632572372,1941.509745978464,3634.744874440187,1.0,1.0,2.062618708832415,1.0,1.0,1.9994172785802276,9,1,0.8262668045501551,3276.175416112862,1791.8890738913474,5742.799587770507,3121.6583050031086,2349.7370767974653,4398.996612745507
12,47.0,2883.947363940525,1584.418079239451,5078.428328725213,2948.5551406206832,2232.159265583329,4344.591759154424,1.5490467090983189,1.0,3.069929498078375,1.309919699574508,1.0,2.9140581797100173,9,1,0.8216533780948384,3509.9318530491682,1928.329051495205,6180.742955746774,3588.5632789065826,2716.667788501059,5287.62112465015
13,48.0,2947.790700288672,1479.584336423054,5496.018995709497,2978.9947664360616,1924.72477610531,9774.086197034783,1.5991290112025045,1.0,3.1237788476768995,1.317838713243734,1.0,3.1451197522543985,9,1,0.8769968051118211,3361.2331118045695,1687.1034510033367,6266.863190007551,3396.813704533651,2194.6770671073295,11144.950745617076
14,49.0,2594.016450645465,1488.492194760502,4898.029871647807,2572.532385091928,1699.225491177545,4790.78005032406,1.6380270891679316,1.0,2.8114812083638907,1.5080863208063178,1.0,2.9851000382007773,9,1,0.8702928870292888,2980.6246716551254,1710.334781479615,5628.024708287625,2955.938654023898,1952.475444189583,5504.79053859351
