,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,34.0,,,,,,,2.804552773568748,1.0,7.006343873523651,1.4603586497301555,1.0,6.557369846985565,7,0.3695652173913043,,,,,,
1,35.0,,,,,,,1.8249019996445612,1.0,13.95671381986612,2.5405678441721635,1.0,6.71671343690753,7,0.49523809523809526,,,,,,
2,36.0,,,,,,,7.551071690601175,1.0,30.610048571611028,5.690700860548624,1.0,23.38591532347602,7,0.5934065934065934,,,,,,
3,37.0,272.3425138408137,69.75859736005229,675.993938796335,118.6635801711276,73.23585679117014,164.09130355108505,6.673334134765084,1.0,13.30889150287252,4.079608263291555,1.0,10.562111113529786,7,0.4392523364485981,620.0138081056823,158.8121259047999,1538.9649244937839,270.1490016661841,166.72843992883415,373.56956340353406
4,38.0,83.07786348307133,38.54488590190695,166.28684947679957,196.8873752341936,73.93321419895828,19155.164479723106,1.0,1.0,3.672091922832751,1.0,1.0,3.898513828741503,7,0.5487571701720841,151.39276167821012,70.2403321487712,303.0244678619031,358.78779528739807,134.72847047405986,34906.44955712608
5,39.0,2107.257923355868,1305.0187192468347,5917.476873506337,495.70346790013,178.25838509305743,2385.527382373657,1.0,1.0,3.72323889560892,1.0,1.0,2.703363237471498,7,0.6047516198704104,3484.5014946920246,2157.9416678974444,9784.970687262265,819.6810915634293,294.7629724931628,3944.6399215678684
6,40.0,527.753892243896,158.18947286167202,1039.6863274053158,651.2364341541321,380.3698918856144,1252.9064105221942,1.5930247489768077,1.0,3.288586075880228,1.9446933803955988,1.0,3.8747624582693834,7,0.6141078838174274,859.3830272349927,257.59231729501994,1693.0027358424397,1060.4593285888232,619.3861077326558,2040.2057090260053
7,41.0,400.98316451663857,237.76971986228224,770.2213773975211,416.9084665778055,227.71024919456733,697.0379109872487,1.7253539630204555,1.0,7.092159438425599,1.0147371030010657,1.0,7.72916246511302,7,0.6930280957336108,578.5958274782128,343.0881393208007,1111.3855010195464,601.5751297016083,328.5728971110799,1005.7859346227417
8,42.0,491.6680254932063,283.8704065030299,902.8323271641268,468.9888336281874,417.6410407137818,534.0460854241105,1.3779322374294696,1.0,11.159346991724076,1.4929294139968503,1.0,10.919149797627483,7,0.7398305084745763,664.5684651569111,383.69654029046427,1220.3231913558643,633.913887378306,564.5090813771621,721.8492334483967
9,43.0,760.8353209602021,387.00660914539,1347.210572904988,595.8458475845741,473.370143989128,938.2614559524088,1.6060509797696692,1.0,12.042363806179198,1.5166515290399611,1.0,12.117761393033884,7,0.7572815533980582,1004.6927956269336,511.0471889996816,1779.0088334514587,786.8220807847581,625.0913439856433,1238.986281578181
10,44.0,1467.909458913662,834.2005198412326,2702.6635977501246,1399.4375914728498,1165.2925030773645,1705.9168882849135,1.537193814354045,1.0,2.838089917972929,1.530864988797532,1.0,2.893544180883397,7,0.7578040904198062,1937.0566581403298,1100.812901892763,3566.4410260083323,1846.7010262475533,1537.7226354529425,2251.1318028646087
11,45.0,2888.7480638903576,1546.1283115946862,5820.32465216829,2595.8065400658097,1739.6928031999755,3859.826104604761,1.0647362608070008,1.0,2.8558459909219924,1.0,1.0,2.7081045252278466,7,0.8120586637696904,3557.314505432875,1903.9613522714496,7167.369688723627,3196.575143987395,2142.3240472850534,4753.137029148739
12,46.0,2677.9767312209274,1215.6596738368432,6150.147466859946,2742.402745156965,2038.496276249316,6486.7723289897,1.0,1.0,2.149524004175108,1.0,1.0,2.23329766081619,7,0.8262668045501551,3241.055693480146,1471.2677153945274,7443.294869153401,3319.0281033376536,2467.116269252927,7850.699426949988
13,47.0,5272.710822749928,2007.665724411552,14499.981349865102,5386.253404836378,2745.3249333734616,18638.70448806503,1.5694172569240616,1.0,3.2657313436492186,1.536742925068178,1.0,3.2339222376527945,7,0.8216533780948384,6417.196062621593,2443.4460782802494,17647.321530504872,6555.383995773794,3341.220284080163,22684.38855723134
14,48.0,3287.602687601444,1881.2267300240285,6281.942827166295,3141.49431378467,2535.0286646112354,4981.502537102214,1.6999810730054543,1.0,3.052456497199876,1.618906321143398,1.0,3.1100024636532484,7,0.8769968051118211,3748.7054324927212,2145.078202176761,7163.016775603097,3582.104627375598,2890.579133053977,5680.183220812361
15,49.0,2442.060420334012,1240.2593182609185,4773.203917490922,2518.327457879512,1625.9368796252206,6852.68219517324,1.780912804295934,1.015899187942747,2.5710129903023127,1.757214251534382,1.0,2.852830916304726,7,0.8702928870292888,2806.021348364562,1425.1056589632667,5484.594885963127,2893.655107851939,1868.26401072321,7873.995406953866
16,50.0,2005.5600488589644,1129.7082024365766,7267.811292412598,2081.369340185186,1308.259176755456,5830.653839780576,1.0,1.0,2.525820226259912,1.0,1.0,2.5281907339533407,7,0.8883183568677792,2257.7041590478807,1271.7379908931982,8181.539012701465,2343.044387289393,1472.7368478215324,6563.6984699264
17,51.0,1233.0890130852467,644.4231278701789,2239.844074904866,1284.3285293271952,888.5474888478491,2161.4872249134387,1.2312172019889598,1.0,4.265346683193419,1.2734568641662216,1.0,4.285321712785197,7,0.906896551724138,1359.679900360158,710.5806352941136,2469.790044571905,1416.1797471668692,979.7671930261454,2383.388955227746
18,52.0,771.643383529638,431.7756840974623,1420.800328013017,735.4634221556857,515.7250596755099,987.5779521738152,1.2578872637495642,1.0,4.4424651575787655,1.2594490504699651,1.0,3.2997224641217864,7,0.911275415896488,846.7729624534161,473.8146959365662,1559.1338285092133,807.0704084913306,565.9376415506102,1083.7315864625436
19,53.0,778.8387876873869,456.32054849607886,1501.5676168460714,750.6984207671354,530.3676378668637,1302.8406211534636,1.5890038379048534,1.0,3.885425276213725,1.5033600233069389,1.0,3.9131876961472902,7,0.9366306027820711,831.5325010457744,487.1937209190809,1603.158825246548,801.4882479147469,566.2505968644567,1390.9866037727575
20,54.0,850.1643050938108,433.9949634451066,1580.519773227912,997.4153611861888,512.5611086149175,1612.1100887846665,1.0,1.0,2.609867671056416,1.0,1.0,2.591433501233291,7,0.9442176870748299,900.390150207422,459.6344353489241,1673.893419773077,1056.34047618422,542.8420962996605,1707.3500219837606
21,55.0,1778.9041750516412,351.8049410424212,3534.243260724921,2490.741438912733,580.5711055689612,8300.633367175102,1.0,1.0,3.3843306518710445,1.0,1.0,3.601723153461373,7,0.9642857142857143,1844.7895148683685,364.834753673622,3665.1411592702884,2582.991121835427,602.0737391085523,8608.064232626031
22,56.0,2040.475730256414,536.6542439858166,5033.659827591565,2287.0136045650006,630.1314588827131,3689.866629311965,1.2205689695431212,1.0,3.325176931592139,1.171443468043661,1.0,3.0796944805032656,7,0.972183588317107,2098.8584407072412,552.0091579768272,5177.684429239393,2352.4503314481194,648.1609712970969,3795.44221241102
23,57.0,,,,,,,1.0,1.0,2.4282684248447155,1.0,1.0,2.428224652494638,7,0.9639934533551555,,,,,,
24,58.0,,,,,,,1.0,1.0,4.282504115977406,1.0,1.0,4.261912458904107,7,0.9629629629629629,,,,,,
25,59.0,,,,,,,1.8663367449258472,1.0,5.124629623512643,1.6334215362324265,1.0,5.117923832932662,7,0.9831932773109243,,,,,,
