,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013054830287206266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292365,0.02119460500963391,0.02534562211981567,0.07322654462242563,0.1234866828087167,0.23425692695214106,0.5059523809523809,0.7964959568733153,0.9165964616680707,0.9538461538461539,0.9835271317829457,0.9914772727272727,0.9889361702127659,0.9929762949956101,0.9940520446096655,0.9953536396489416,0.9915872125630959,0.9726166328600405,0.9625962596259626,0.9549909255898367,0.9462880602121109,0.9444444444444444,0.9367952522255193,0.9276729559748428,0.9137604758042714,0.9095678241319011,0.8982300884955752,0.8727529080014099,0.8850687622789783,0.8548473486877344,0.8266595001343725,0.8054171855541719,0.7918875927889714,0.7476765799256505,0.7144846796657381,0.6439960139511709,0.36705882352941177,0.13658536585365855,0.024596273291925465,0.00988793671720501,0.0
