,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006729475100942127,0.0,0.0001666944490748458,0.0,0.0,0.0,0.0,0.0,0.0,0.0002155636990730761,0.0001890359168241966,0.0,0.00023245002324500232,7.674008134448623e-05,0.00032536196518626975,0.0,0.0,0.0,0.0,0.00014925373134328358,0.00028348688873139615,0.00011361054305839582,0.002488888888888889,0.00938337801608579,0.03171070931849791,0.07280219780219781,0.1390462700661001,0.254402715892213,0.39565975586126717,0.6286659648067379,0.8063148972239881,0.9100843823488726,0.9516362383740957,0.983302736253169,0.9884884090187361,0.9907059240865556,0.9892036621178096,0.9820475497331392,0.9823826099310933,0.9805968152013916,0.9812944480965756,0.9709698137443802,0.9713950073421439,0.9640279963105637,0.9612988869600735,0.9524101210950384,0.9383422883819255,0.9284067924173292,0.9142367839920681,0.9036943785406478,0.8953875656035527,0.8790788654752378,0.8651257435041219,0.8448125874654866,0.8277836973894512,0.8019302637785276,0.7735641582315955,0.7443369814202087,0.635477839517552,0.2905522989558527,0.12287104622871046,0.03015106681202305,0.011259922369479316,0.005138452754781616
