,19,20,21,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013477088948787063,0.00468384074941452,0.0,0.013071895424836602,0.014023732470334413,0.01901565995525727,0.05756207674943566,0.19427148194271482,0.43541944074567246,0.7018072289156626,0.8875661375661376,0.9698492462311558,0.990990990990991,0.9933054393305439,0.9943052391799544,0.997134670487106,0.9918256130790191,1.0,0.988,0.9863945578231292,0.9966329966329966,0.9563409563409564,0.9487889273356401,0.9588623666835957,0.9590316573556797,0.9564242230054469,0.953779227841218,0.9224464060529635,0.9354523227383863,0.8713592233009708,0.8778772378516624,0.8601941747572815,0.833105957253297,0.8023512123438648,0.7878504672897196,0.7158620689655173,0.7556634304207119,0.3652530779753762,0.1952054794520548,0.06237148732008225,0.010480349344978166,0.0
