,18,19,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,4,1,1,6,35,24,21,25,22,78,66,48,32,94,232,290,417,282,103,360,244,238,365,556,150,463,508,236,94,53,156,151,42,48,29,18,23,2
