,18,19,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,4,1,1,6,35,24,21,26,22,79,71,52,45,117,289,425,592,439,151,550,428,413,713,1253,352,1117,1358,623,300,151,407,491,123,140,86,43,45,3
