,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996309963099631,1.0,1.0,0.9954545454545455,0.987460815047022,0.9778645833333334,0.9278350515463918,0.9036402569593148,0.7750865051903114,0.6260162601626016,0.5768463073852296,0.3524590163934426,0.34076433121019106,0.2084942084942085,0.18819776714513556,0.17087155963302753,0.11030478955007257,0.08695652173913043
