,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,2,32,11,10,5,24,178,176,70,108,18,61,47,30,38,94,81,126,155,157,144,229,159,166,215,259,100,241,240,104,55,14,56,48,27,20,20,22,12,3
