,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,0.9743589743589743,0.9494949494949495,0.826530612244898,0.8289473684210527,0.7868020304568528,0.7072072072072072,0.6486486486486487,0.5963541666666666,0.5867158671586716,0.41919191919191917,0.4174757281553398,0.3924242424242424,0.31347962382445144,0.3138020833333333,0.27491408934707906,0.22269807280513917,0.1903114186851211,0.11382113821138211,0.11177644710578842,0.07868852459016394,0.08598726114649681,0.03861003861003861,0.03189792663476874,0.02522935779816514,0.01741654571843251,0.014492753623188406
