,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,2,32,11,10,5,24,178,176,70,108,18,61,47,31,39,99,98,152,197,222,222,384,270,396,515,657,315,751,810,422,224,77,289,215,107,108,118,149,76,18
