,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,2,28,3,2,10,48,104,40,76,12,107,67,33,99,132,19,63,92,221,246,449,89,322,384,481,494,750,890,631,170,81,483,371,261,499,831,786,579,130
