,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9797979797979798,0.9696969696969697,0.7368421052631579,0.9206349206349206,0.9130434782608695,0.8054298642533937,0.7642276422764228,0.7037861915367484,0.5955056179775281,0.5062111801242236,0.3880208333333333,0.3596673596673597,0.2631578947368421,0.26266666666666666,0.2539325842696629,0.22979397781299524,0.18235294117647058,0.13580246913580246,0.18012422360248448,0.08355795148247978,0.09195402298850575,0.05410821643286573,0.04091456077015644,0.021628498727735368,0.010362694300518135,0.007692307692307693
