,lineage,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
1,B,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B.1,0,2,0,0,0,6,7,2,1,0,5,0,0,0,0,0,0,1,0,3,4,0,0,4,3,4,2,12,4,1,0,4,3,2,5,4,1,0,0
3,B.1.1.1,1,7,0,0,0,12,37,10,14,5,33,19,7,11,22,2,3,5,11,11,22,1,14,11,6,7,3,13,10,4,1,9,0,2,0,0,1,0,0
4,B.1.1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,B.1.1.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0
6,B.1.1.107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,B.1.1.115,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,B.1.1.119,0,8,0,0,0,8,19,10,9,3,2,1,0,6,1,0,3,0,3,0,5,0,1,0,5,0,1,3,1,0,1,5,1,0,0,0,0,0,0
9,B.1.1.12,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,B.1.1.120,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,B.1.1.130,0,2,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,B.1.1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,B.1.1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
