,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9979757085020243,0.9946666666666667,0.996629213483146,0.993660855784469,0.9764705882352941,0.9259259259259259,0.8467908902691511,0.6630727762803235,0.5632183908045977,0.34468937875751504,0.24789410348977137,0.17684478371501272,0.1157167530224525,0.023076923076923078
