,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I,I_lower,I_upper,I_method,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met
0,29-May-20,22.0,0.7,0.9,1.0,0.0,17 May 2020 to 30 May 2020,53000,25000,99000,14-day weighted estimates,0.8,2020-05-27,14196.428571428569,30306.122448979593,5952.380952380952,True,,,,,,,False
1,05-Jun-20,23.0,0.7,1.0,1.0,0.0,25 May 2020 to 07 June 2020,33000,14000,68000,14-day weighted estimates,0.85,2020-06-03,8319.327731092437,20816.326530612245,3000.0,True,9571.42857142857,26166.666666666668,-1547.6190476190475,13845.122464570246,193892.73566569487,488.6400988967015,False
2,12-Jun-20,24.0,0.8,1.0,1.0,0.0,31 May 2020 to 13 June 2020,33000,12000,74000,14-day weighted estimates,0.9,2020-06-10,7857.142857142857,19821.42857142857,2571.428571428571,True,12285.714285714286,31166.666666666668,642.8571428571429,14796.507347527759,246875.62003968252,462.8624615869513,False
3,19-Jun-20,25.0,0.7,0.9,1.0,0.0,08 June 2020 to 21 June 2020,51000,21000,105000,14-day weighted estimates,0.8,2020-06-17,13660.714285714284,32142.857142857145,5000.0,True,16428.57142857143,37285.71428571429,2571.4285714285716,23879.26599211113,295119.89052180643,1259.8917117867556,False
4,26-Jun-20,26.0,0.7,0.9,1.0,0.0,14 June 2020 to 27 June 2020,25000,12000,44000,14-day weighted estimates,0.8,2020-06-24,6696.428571428571,13469.387755102041,2857.142857142857,True,5690.476190476191,15380.952380952382,-3142.8571428571427,10091.842808551992,89951.46698135037,424.50746532379185,False
5,03-Jul-20,27.0,0.8,0.9,1.0,0.0,22 June 2020 to 05 July 2020,14000,5000,31000,14-day weighted estimates,0.8500000000000001,2020-07-01,3529.411764705882,8303.571428571428,1190.4761904761904,True,4566.666666666667,11897.61904761905,-383.33333333333314,6207.462985194077,98582.44928328476,163.69901006997785,False
6,10-Jul-20,28.0,0.8,1.0,1.0,0.0,06 July 2020 to 12 July 2020,23600,15300,33900,modelled weekly estimates,0.9,2020-07-08,5619.047619047619,9080.357142857141,3278.5714285714284,True,8845.238095238095,13792.857142857143,4207.142857142857,10620.394219700256,39821.57952466701,2405.3642379834355,False
7,17-Jul-20,29.0,0.8,1.0,1.0,0.0,13 July 2020 to 19 July 2020,27700,18500,39900,modelled weekly estimates,0.9,2020-07-15,6595.238095238095,10687.499999999998,3964.285714285714,True,10097.61904761905,16007.142857142857,5438.0952380952385,12280.041307107913,45254.951097234254,3077.5102235666905,False
8,24-Jul-20,30.0,0.8,1.0,1.0,0.0,20 July 2020 to 26 July 2020,35700,23700,53200,modelled weekly estimates,0.9,2020-07-22,8500.0,14249.999999999998,5078.571428571428,True,11942.857142857143,19326.190476190477,6400.0,15138.334245262731,59449.00887193333,3649.3421052631575,False
9,31-Jul-20,31.0,0.8,1.0,1.0,0.0,27 July 2020 to 02 August 2020,28300,18900,40800,modelled weekly estimates,0.9,2020-07-29,6738.095238095238,10928.571428571428,4049.9999999999995,True,8904.761904761906,14814.285714285714,3857.1428571428573,11645.585633434486,43834.30804294506,2719.997641913909,False
10,07-Aug-20,32.0,0.8,1.0,1.0,0.0,03 August 2020 to 09 August 2020,28300,19000,40700,modelled weekly estimates,0.9,2020-08-05,6738.095238095238,10901.785714285712,4071.428571428571,True,9169.04761904762,14630.952380952382,4626.190476190476,11811.623165728235,43160.44583716945,2938.909493246228,False
11,14-Aug-20,33.0,0.8,1.0,1.0,0.0,07 August 2020 to 13 August 2020,24600,16900,33800,modelled weekly estimates,0.9,2020-08-12,5857.142857142857,9053.571428571428,3621.428571428571,True,8192.857142857143,12616.666666666668,4161.904761904762,10408.163759115727,34147.933396731474,2812.365800081656,False
12,21-Aug-20,34.0,0.9,1.0,1.0,0.0,14 August 2020 to 20 August 2020,28200,20100,37900,modelled weekly estimates,0.95,2020-08-19,6360.902255639097,9023.809523809523,4307.142857142857,True,9578.57142857143,14047.61904761905,5664.285714285715,11415.937123529622,31965.827111070288,3753.1007446325675,True
13,28-Aug-20,35.0,0.9,1.1,1.0,0.0,19 August 2020 to 25 August 2020,27100,19300,36700,modelled weekly estimates,1.0,2020-08-26,5807.142857142857,8738.095238095239,3759.7402597402593,True,11290.476190476193,16169.04761904762,7076.190476190476,11653.890317328829,34482.31182019645,3692.8240067037823,True
14,11-Sep-20,37.0,1.0,1.2,1.0,0.0,04 September 2020 to 10 September 2020,59800,46900,75200,modelled weekly estimates,1.1,2020-09-09,11649.350649350648,16114.285714285714,8375.0,True,25397.61904761905,32502.380952380954,19126.190476190477,23645.813831982865,52999.40388126008,10352.05601443338,True
15,18-Sep-20,38.0,1.2,1.4,1.0,0.0,13 September 2020 to 19 September 2020,103600,85600,123400,modelled weekly estimates,1.2999999999999998,2020-09-16,17076.923076923078,22035.714285714283,13102.040816326531,True,38590.4761904762,47290.4761904762,30376.190476190477,32168.52356794049,60779.45315030775,16683.52060335926,True
16,25-Sep-20,39.0,1.2,1.5,1.0,0.0,18 September 2020 to 24 September 2020,116600,101000,133100,modelled weekly estimates,1.35,2020-09-23,18507.936507936505,23767.85714285714,14428.57142857143,True,47495.2380952381,55802.380952380954,39409.52380952381,36656.657090491,63090.71698988412,21160.066949036423,True
17,02-Oct-20,40.0,1.2,1.6,1.0,0.0,25 September 2020 to 01 October 2020,224400,203800,245700,modelled weekly estimates,1.4,2020-09-30,34346.93877551021,43874.99999999999,27294.642857142855,True,90507.14285714286,100542.85714285714,80726.19047619049,67640.58484015128,105043.56172231966,44127.83068795428,True
18,09-Oct-20,41.0,1.2,1.5,1.0,0.0,02 October 2020 to 08 October 2020,336500,312200,362000,modelled weekly estimates,1.35,2020-10-07,53412.69841269841,64642.85714285714,44600.0,True,127088.09523809525,138916.6666666667,115623.80952380954,101376.88249557077,143519.21098222546,72230.94396032552,True
19,16-Oct-20,42.0,1.2,1.4,1.0,0.0,10 October 2020 to 16 October 2020,433300,407500,459300,modelled weekly estimates,1.2999999999999998,2020-10-14,71423.07692307692,82017.85714285713,62372.448979591834,True,160976.1904761905,173685.7142857143,148297.61904761905,134350.05207932484,175578.84070543206,102944.25190251878,True
20,23-Oct-20,43.0,1.2,1.4,1.0,0.0,17 October 2020 to 23 October 2020,568100,536500,600400,modelled weekly estimates,1.2999999999999998,2020-10-21,93642.85714285714,107214.28571428571,82117.34693877552,True,202609.52380952382,217811.9047619048,187676.1904761905,172348.11142908488,222830.08956667036,133694.32831835098,True
21,30-Oct-20,44.0,1.1,1.3,1.0,0.0,25 October 2020 to 31 October 2020,618700,583100,655000,modelled weekly estimates,1.2000000000000002,2020-10-28,110482.14285714283,127597.40259740259,96115.38461538461,True,212369.04761904763,229283.33333333334,195723.80952380953,199345.33293034663,261240.41908043367,152646.554722216,True
22,06-Nov-20,45.0,1.1,1.3,1.0,0.0,31 October 2020 to 06 November 2020,654000,619400,689800,modelled weekly estimates,1.2000000000000002,2020-11-04,116785.71428571426,134376.62337662338,102098.90109890109,True,221285.7142857143,238369.04761904763,204559.52380952382,209186.62124089475,270946.4692343815,162232.71362532632,True
23,13-Nov-20,46.0,1.1,1.2,1.0,0.0,08 November 2020 to 14 November 2020,664700,628300,701200,modelled weekly estimates,1.15,2020-11-11,123857.14285714287,136597.4025974026,112196.42857142857,True,220066.6666666667,237219.04761904763,202961.9047619048,219445.7653182479,273040.5202662638,175972.91233100145,True
24,20-Nov-20,47.0,1.0,1.1,1.0,0.0,15 November 2020 to 21 November 2020,633000,599200,668200,modelled weekly estimates,1.05,2020-11-18,129183.67346938775,143185.7142857143,116727.27272727272,True,200757.14285714287,217326.1904761905,184690.4761904762,224119.34528333048,280429.8471840815,179145.06077447793,True
25,27-Nov-20,48.0,0.9,1.0,1.0,0.0,22 November 2020 to 28 November 2020,521300,490600,552600,modelled weekly estimates,0.95,2020-11-25,117586.46616541353,131571.42857142858,105128.57142857142,True,162945.2380952381,178085.7142857143,148004.76190476192,202584.1465693815,259110.133879421,158141.787625034,True
26,04-Dec-20,49.0,0.8,1.0,1.0,0.0,29 November 2020 to 05 December 2020,481500,450800,513600,modelled weekly estimates,0.9,2020-12-02,114642.85714285714,137571.42857142855,96600.0,True,163785.7142857143,179178.57142857142,148909.52380952382,205901.03004560378,285172.8766105963,150054.87022189828,True
27,11-Dec-20,50.0,0.8,1.0,1.0,0.0,06 December 2020 to 12 December 2020,567300,533600,602300,modelled weekly estimates,0.9,2020-12-09,135071.42857142858,161330.35714285713,114342.85714285713,True,200835.7142857143,217359.52380952382,184759.52380952382,247636.03517128943,337251.88827153924,183596.3587608853,True
28,18-Dec-20,51.0,1.1,1.3,1.0,0.0,12 December 2020 to 18 December 2020,645800,610100,683100,modelled weekly estimates,1.2000000000000002,2020-12-16,115321.42857142854,133071.42857142855,100565.93406593405,True,247866.6666666667,266014.28571428574,230266.6666666667,220833.54839819687,287631.5551890382,170413.194159571,True
29,15-Jan-21,55.0,1.1,1.3,1.0,0.0,10 January 2021 to 16 January 2021,1023700,978900,1070000,modelled weekly estimates,1.2000000000000002,2021-01-13,182803.5714285714,208441.55844155842,161357.14285714284,True,367869.04761904763,388916.6666666667,347235.71428571426,337791.55693830893,423568.03361534444,270920.6017311413,True
30,22-Jan-21,56.0,0.8,1.0,1.0,0.0,17 January 2021 to 23 January 2021,1018700,976200,1061600,modelled weekly estimates,0.9,2021-01-20,242547.61904761902,284357.14285714284,209185.71428571426,True,326938.09523809527,347280.9523809524,306578.5714285714,423214.9011943347,544644.3766962254,332151.1054707839,True
31,29-Jan-21,57.0,0.7,1.0,1.0,0.0,24 January 2021 to 30 January 2021,846900,806500,886700,modelled weekly estimates,0.85,2021-01-27,213504.20168067227,271438.7755102041,172821.42857142855,True,259207.1428571429,278138.09523809527,240161.9047619048,364197.1594315577,515017.44301450474,264745.9624481993,True
32,05-Feb-21,58.0,0.7,0.9,1.0,0.0,31 January 2021 to 06 February 2021,695400,660200,732200,modelled weekly estimates,0.8,2021-02-03,186267.85714285713,224142.85714285716,157190.47619047618,True,205685.7142857143,223059.52380952382,188988.09523809524,312752.474612426,423118.88689982536,234492.4042006817,True
33,12-Feb-21,59.0,0.7,0.9,1.0,0.0,06 February 2021 to 12 February 2021,481300,451600,512400,modelled weekly estimates,0.8,2021-02-10,128919.64285714284,156857.14285714287,107523.80952380951,True,137454.76190476192,152307.14285714287,122976.1904761905,213071.06611176865,299503.52427105396,153404.05498965262,True
34,19-Feb-21,60.0,0.7,0.9,1.0,0.0,13 February 2021 to 19 February 2021,373700,346400,401300,modelled weekly estimates,0.8,2021-02-17,100098.21428571428,122846.9387755102,82476.19047619047,True,107909.52380952382,120916.66666666667,94930.9523809524,166253.29720939943,241000.94877731695,115560.7427820764,True
35,26-Feb-21,61.0,0.7,0.9,1.0,0.0,21 February 2021 to 27 February 2021,248100,224900,271700,modelled weekly estimates,0.8,2021-02-24,66455.35714285713,83173.4693877551,53547.619047619046,True,70335.71428571429,81745.2380952381,59173.809523809534,109476.27411108682,170039.56815119582,70716.94030300368,True
36,05-Mar-21,62.0,0.7,0.9,1.0,0.0,28 February 2021 to 06 March 2021,200600,180200,222900,modelled weekly estimates,0.8,2021-03-03,53732.14285714285,68234.69387755102,42904.7619047619,True,60588.095238095244,71050.00000000001,50802.380952380954,91091.75299205638,146786.90768760332,56999.82909875124,True
37,12-Mar-21,63.0,0.6,0.8,1.0,0.0,07 March 2021 to 13 March 2021,160200,142000,179400,modelled weekly estimates,0.7,2021-03-10,49040.816326530614,64071.428571428565,38035.71428571428,True,50678.57142857143,60007.142857142855,41640.4761904762,84976.25140975903,144154.37638586617,50352.10298534528,True
38,19-Mar-21,64.0,0.7,0.9,1.0,0.0,14 March 2021 to 20 March 2021,162500,143200,183100,modelled weekly estimates,0.8,2021-03-17,43526.78571428571,56051.02040816327,34095.23809523809,True,53302.380952380954,62847.61904761905,44183.333333333336,76764.83674403826,129311.5764633296,45658.77819967116,True
39,26-Mar-21,65.0,0.8,1.0,1.0,0.0,21 March 2021 to 27 March 2021,148100,129700,167400,modelled weekly estimates,0.9,2021-03-24,35261.90476190476,44839.28571428571,27792.85714285714,True,49323.80952380953,58657.142857142855,40297.61904761905,62660.62275633167,105535.78003511128,36993.331389989005,True
40,02-Apr-21,66.0,0.8,1.0,1.0,0.0,28 March 2021 to 03 April 2021,161900,142000,183200,modelled weekly estimates,0.9,2021-03-31,38547.619047619046,49071.428571428565,30428.571428571428,True,51430.95238095238,61095.2380952381,42283.333333333336,66928.57914021614,112575.76085766299,39722.801323040134,True
41,09-Apr-21,67.0,0.8,1.0,1.0,0.0,04 April 2021 to 10 April 2021,112600,96700,130100,modelled weekly estimates,0.9,2021-04-07,26809.52380952381,34848.21428571428,20721.42857142857,True,32397.619047619053,40773.80952380953,24569.047619047622,44456.37640505468,80877.50807314356,24222.326634068584,True
42,16-Apr-21,68.0,0.7,1.0,1.0,0.0,10 April 2021 to 16 April 2021,90000,75900,105700,modelled weekly estimates,0.85,2021-04-14,22689.0756302521,32357.14285714286,16264.285714285714,True,25828.571428571428,33047.619047619046,19128.571428571428,37580.554507517285,77643.38868832467,18307.39840739647,True
43,23-Apr-21,69.0,0.8,1.0,1.0,0.0,18 April 2021 to 24 April 2021,54200,43700,66100,modelled weekly estimates,0.9,2021-04-21,12904.761904761905,17705.35714285714,9364.285714285714,True,14930.952380952382,20676.190476190477,9609.523809523811,20994.063332883085,46155.44642996132,9213.006252857745,True
44,30-Apr-21,70.0,0.8,1.1,1.0,0.0,26 April 2021 to 02 May 2021,46100,36300,56900,modelled weekly estimates,0.9500000000000001,2021-04-28,10398.496240601504,15241.071428571426,7071.428571428571,True,14995.238095238095,20152.380952380954,10150.0,18263.474880924918,43809.54405571751,7386.85721132997,True
45,14-May-21,72.0,0.8,1.1,1.0,0.0,09 May 2021 to 15 May 2021,49000,38800,60300,modelled weekly estimates,0.9500000000000001,2021-05-12,11052.631578947368,16151.785714285712,7558.441558441557,True,16504.761904761905,21807.14285714286,11611.904761904763,19752.373019178518,46540.7509308031,8210.118697820495,True
46,21-May-21,73.0,0.9,1.1,1.0,0.0,16 May 2021 to 22 May 2021,48500,38400,60200,modelled weekly estimates,1.0,2021-05-19,10392.857142857141,14333.333333333332,7480.51948051948,True,18780.952380952385,24502.380952380954,13628.57142857143,20000.26459479226,44484.705722980325,8759.672018265821,True
47,28-May-21,74.0,1.0,1.1,1.0,0.0,23 May 2021 to 29 May 2021,85600,71900,100900,modelled weekly estimates,1.05,2021-05-26,17469.387755102038,21621.42857142857,14006.493506493505,True,32569.047619047622,39747.61904761905,25988.09523809524,33291.82675756423,58956.147656757916,18499.889029917245,True
48,11-Jun-21,76.0,1.2,1.4,1.0,0.0,06 June 2021 to 12 June 2021,105000,88500,124000,modelled weekly estimates,1.2999999999999998,2021-06-09,17307.69230769231,22142.85714285714,13545.91836734694,True,37635.71428571428,46376.19047619048,29714.285714285714,31938.692291673346,58571.52195556726,17249.774539506387,True
49,18-Jun-21,77.0,1.2,1.4,1.0,0.0,13 June 2021 to 19 June 2021,122500,103900,142500,modelled weekly estimates,1.2999999999999998,2021-06-16,20192.30769230769,25446.42857142857,15903.061224489797,True,48411.90476190477,58271.42857142857,39004.76190476191,39305.95988698238,69278.78202016406,21935.307169770876,True
50,25-Jun-21,78.0,1.2,1.4,1.0,0.0,20 June 2021 to 26 June 2021,211100,185200,239300,modelled weekly estimates,1.2999999999999998,2021-06-23,34796.7032967033,42732.142857142855,28346.938775510203,True,85395.2380952381,98680.9523809524,72747.61904761905,68643.13008247115,110142.62975580031,42558.423487938206,True
51,02-Jul-21,79.0,1.1,1.3,1.0,0.0,27 June 2021 to 03 July 2021,332900,296700,368700,modelled weekly estimates,1.2000000000000002,2021-06-30,59446.42857142856,71824.67532467532,48906.5934065934,True,137152.38095238098,154335.7142857143,119857.14285714286,118519.74039769676,179616.27146558068,77575.73532725887,True
52,09-Jul-21,80.0,1.2,1.5,1.0,0.0,04 July 2021 to 10 July 2021,577700,532700,625300,modelled weekly estimates,1.35,2021-07-07,91698.41269841269,111660.71428571428,76100.0,True,221766.6666666667,244226.1904761905,200488.09523809524,175613.46200755352,253451.35157956646,122813.00015966423,True
53,16-Jul-21,81.0,1.2,1.4,1.0,0.0,11 July 2021 to 17 July 2021,741700,689600,797800,modelled weekly estimates,1.2999999999999998,2021-07-14,122258.24175824177,142464.2857142857,105551.02040816327,True,267126.1904761905,293240.4761904762,242245.2380952381,226180.04434215644,308245.2873005938,166593.76060200713,True
54,23-Jul-21,82.0,1.2,1.4,1.0,0.0,18 July 2021 to 24 July 2021,856200,798600,915000,modelled weekly estimates,1.2999999999999998,2021-07-21,141131.86813186813,163392.85714285713,122234.69387755102,True,284014.28571428574,311164.28571428574,257200.00000000003,250292.36339722516,336186.2848290813,186469.32753429242,True
55,30-Jul-21,83.0,1.1,1.4,1.0,0.0,25 July 2021 to 31 July 2021,722300,671800,775900,modelled weekly estimates,1.25,2021-07-28,123822.85714285713,151149.35064935064,102826.5306122449,True,231516.6666666667,257147.61904761908,207097.61904761908,215921.25953468747,309457.64525425626,152382.82036546903,True
56,06-Aug-21,84.0,0.8,1.1,1.0,0.0,31 July 2021 to 06 August 2021,726700,679300,777800,modelled weekly estimates,0.9500000000000001,2021-08-04,163917.2932330827,208339.28571428568,132331.16883116882,True,240504.76190476192,264688.09523809527,217354.76190476192,290369.70653761225,428532.56058487936,201364.5952903674,True
57,13-Aug-21,85.0,0.8,1.0,1.0,0.0,08 August 2021 to 14 August 2021,698100,648800,747700,modelled weekly estimates,0.9,2021-08-11,166214.2857142857,200276.78571428568,139028.57142857142,True,234857.14285714287,258297.61904761908,211430.9523809524,296863.2650555464,417817.18290201074,212078.1706091749,True
58,20-Aug-21,86.0,0.9,1.2,1.0,0.0,14 August 2021 to 20 August 2021,756900,710100,806200,modelled weekly estimates,1.05,2021-08-18,154469.38775510204,191952.38095238095,126803.57142857142,True,257157.14285714287,281090.4761904762,234321.42857142858,277261.9489754373,396389.70353421464,197560.83095848648,True
59,27-Aug-21,87.0,1.0,1.1,1.0,0.0,21 August 2021 to 27 August 2021,766100,714400,821800,modelled weekly estimates,1.05,2021-08-25,156346.9387755102,176100.0,139168.83116883115,True,255202.38095238098,280983.3333333334,230833.33333333334,277860.7133770574,364780.9591298726,211793.41541479528,True
60,03-Sep-21,88.0,0.9,1.1,1.0,0.0,28 August 2021 to 03 September 2021,754600,704000,808800,modelled weekly estimates,1.0,2021-09-01,161700.0,192571.42857142855,137142.85714285713,True,246604.76190476192,271700.00000000006,222438.09523809524,284657.23806201137,394845.863771645,206724.61952011395,True
61,10-Sep-21,89.0,0.9,1.1,1.0,0.0,05 September 2021 to 11 September 2021,697100,650600,743800,modelled weekly estimates,1.0,2021-09-08,149378.57142857142,177095.23809523808,126740.25974025973,True,222759.52380952382,245069.04761904763,200316.6666666667,260100.4806268061,357860.8732375251,189634.96688061426,True
62,17-Sep-21,90.0,0.9,1.0,1.0,0.0,12 September 2021 to 18 September 2021,620100,577100,663900,modelled weekly estimates,0.95,2021-09-15,139872.18045112782,158071.42857142855,123664.28571428571,True,203964.2857142857,224871.42857142858,183373.80952380953,247018.83409168635,325896.5815303521,186663.3577469677,True
63,24-Sep-21,91.0,0.8,1.0,1.0,0.0,19 September 2021 to 25 September 2021,658800,617900,700600,modelled weekly estimates,0.9,2021-09-22,156857.14285714284,187660.71428571426,132407.14285714284,True,231471.42857142858,251976.1904761905,211230.9523809524,286445.491272231,393354.8245188765,210266.14010322123,True
64,01-Oct-21,92.0,0.8,1.1,1.0,0.0,26 September 2021 to 02 October 2021,786300,737600,835300,modelled weekly estimates,0.9500000000000001,2021-09-29,177360.90225563908,223741.0714285714,143688.3116883117,True,278614.28571428574,301533.3333333334,255802.38095238098,325319.9105886714,469327.4136356007,230148.65733328392,True
65,08-Oct-21,93.0,0.9,1.1,1.0,0.0,03 October 2021 to 09 October 2021,890000,839700,941300,modelled weekly estimates,1.0,2021-10-06,190714.2857142857,224119.0476190476,163577.92207792206,True,310352.380952381,334566.6666666667,286421.4285714286,346913.1232242496,461569.537621461,262447.79019781057,True
66,15-Oct-21,94.0,0.9,1.1,1.0,0.0,10 October 2021 to 16 October 2021,977900,926600,1028800,modelled weekly estimates,1.0,2021-10-13,209550.0,244952.38095238095,180506.49350649348,True,341166.6666666667,365897.61904761905,316195.23809523816,381269.67505685164,499825.642280816,292461.5244274377,True
67,22-Oct-21,95.0,1.0,1.2,1.0,0.0,16 October 2021 to 22 October 2021,1102800,1043900,1161200,modelled weekly estimates,1.1,2021-10-20,214831.16883116882,248828.57142857142,186410.71428571426,True,376557.14285714284,403980.9523809524,348959.52380952385,386589.3115262299,502878.91841640783,298345.5620212608,True
68,29-Oct-21,96.0,1.1,1.3,1.0,0.0,24 October 2021 to 30 October 2021,1103300,1042700,1163400,modelled weekly estimates,1.2000000000000002,2021-10-27,197017.8571428571,226636.36363636362,171873.62637362635,True,355095.23809523816,382885.71428571426,327138.09523809527,344245.94244844455,446704.82915932813,265863.84835923306,True
69,05-Nov-21,97.0,0.9,1.1,1.0,0.0,31 October 2021 to 06 November 2021,925400,875200,975100,modelled weekly estimates,1.0,2021-11-03,198300.0,232166.66666666666,170493.5064935065,True,288580.9523809524,312961.9047619048,264026.1904761905,341261.63653024886,451353.5601383266,259281.36169854575,True
70,12-Nov-21,98.0,0.8,1.0,1.0,0.0,07 November 2021 to 13 November 2021,824900,775500,873700,modelled weekly estimates,0.9,2021-11-10,196404.7619047619,234026.78571428568,166178.57142857142,True,270459.52380952385,293954.76190476195,246978.57142857142,346308.2065936497,470923.4743709816,256412.5710927121,True
71,19-Nov-21,99.0,0.8,1.0,1.0,0.0,14 November 2021 to 20 November 2021,862300,813800,913300,modelled weekly estimates,0.9,2021-11-17,205309.5238095238,244633.92857142855,174385.71428571426,True,292719.04761904763,317004.76190476195,269395.2380952381,368358.43242126866,498208.29765744024,275291.7810996698,True
72,26-Nov-21,100.0,1.0,1.1,1.0,0.0,21 November 2021 to 27 November 2021,898900,847500,951500,modelled weekly estimates,1.05,2021-11-24,183448.97959183672,203892.85714285713,165097.40259740257,True,301719.04761904763,326266.6666666667,277407.1428571429,327267.5895268069,412816.0946762186,259074.75142823445,True
73,03-Dec-21,101.0,0.9,1.1,1.0,0.0,25 November 2021 to 01 December 2021,891500,842000,941200,modelled weekly estimates,1.0,2021-12-01,191035.71428571426,224095.23809523808,164025.97402597402,True,,,,,,,False
