,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I,I_lower,I_upper,I_method,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
0,29-May-20,22.0,0.7,0.9,1.0,0.0,17 May 2020 to 30 May 2020,53000,25000,99000,14-day weighted estimates,0.8,2020-05-27,66250.0,141428.57142857145,27777.777777777777,True,,,,,,,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
1,05-Jun-20,23.0,0.7,1.0,1.0,0.0,25 May 2020 to 07 June 2020,33000,14000,68000,14-day weighted estimates,0.85,2020-06-03,38823.52941176471,97142.85714285714,14000.0,True,6500.0,58500.0,-36500.0,55623.885918003565,1632882.6530612244,7444.85294117647,False,0.0,1.4449999999999998,1.19,1.7,0.0,0.0,0.0,False,,,,False
2,12-Jun-20,24.0,0.8,1.0,1.0,0.0,31 May 2020 to 13 June 2020,33000,12000,74000,14-day weighted estimates,0.9,2020-06-10,36666.66666666666,92500.0,12000.0,True,25500.0,82500.0,-17500.0,115227.27272727272,2551276.0416666665,408.7837837837838,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
3,19-Jun-20,25.0,0.7,0.9,1.0,0.0,08 June 2020 to 21 June 2020,51000,21000,105000,14-day weighted estimates,0.8,2020-06-17,63750.0,150000.0,23333.33333333333,True,21500.0,68500.0,-20500.0,128829.6568627451,2047772.1088435375,2.6455026455026456,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
4,26-Jun-20,26.0,0.7,0.9,1.0,0.0,14 June 2020 to 27 June 2020,25000,12000,44000,14-day weighted estimates,0.8,2020-06-24,31250.0,62857.14285714286,13333.333333333332,True,-6000.0,27000.0,-44000.0,18050.0,600119.0476190476,25858.58585858586,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
5,03-Jul-20,27.0,0.8,0.9,1.0,0.0,22 June 2020 to 05 July 2020,14000,5000,31000,14-day weighted estimates,0.8500000000000001,2020-07-01,16470.588235294115,38750.0,5555.555555555556,True,6300.0,26450.0,-11850.0,34629.411764705874,825125.625,1681.810035842294,False,0.0,1.445,1.36,1.53,0.0,0.0,0.0,False,,,,False
6,10-Jul-20,28.0,0.8,1.0,1.0,0.0,06 July 2020 to 12 July 2020,23600,15300,33900,modelled weekly estimates,0.9,2020-07-08,26222.222222222223,42375.0,15300.0,True,18650.0,34400.0,1400.0,84042.49058380414,381118.4640522876,8226.84365781711,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
7,17-Jul-20,29.0,0.8,1.0,1.0,0.0,13 July 2020 to 19 July 2020,27700,18500,39900,modelled weekly estimates,0.9,2020-07-15,30777.777777777777,49875.0,18500.0,True,19900.0,38900.0,4150.0,90884.87765744084,419556.7567567568,12857.706766917294,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
8,24-Jul-20,30.0,0.8,1.0,1.0,0.0,20 July 2020 to 26 July 2020,35700,23700,53200,modelled weekly estimates,0.9,2020-07-22,39666.66666666666,66500.0,23700.0,True,18150.0,37750.0,1350.0,90252.80112044816,436281.7774261604,11795.15977443609,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
9,31-Jul-20,31.0,0.8,1.0,1.0,0.0,27 July 2020 to 02 August 2020,28300,18900,40800,modelled weekly estimates,0.9,2020-07-29,31444.444444444445,51000.0,18900.0,True,10450.0,28900.0,-7650.0,58954.16175893208,321302.24867724866,3102.0220588235293,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
10,07-Aug-20,32.0,0.8,1.0,1.0,0.0,03 August 2020 to 09 August 2020,28300,19000,40700,modelled weekly estimates,0.9,2020-08-05,31444.444444444445,50875.0,19000.0,True,12300.0,27800.0,-2450.0,64717.707106399685,308700.65789473685,6729.791154791154,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
11,14-Aug-20,33.0,0.8,1.0,1.0,0.0,07 August 2020 to 13 August 2020,24600,16900,33800,modelled weekly estimates,0.9,2020-08-12,27333.33333333333,42250.0,16900.0,True,12250.0,26350.0,-1850.0,61333.44625112918,267605.2144970414,6701.257396449704,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
12,21-Aug-20,34.0,0.9,1.0,1.0,0.0,14 August 2020 to 20 August 2020,28200,20100,37900,modelled weekly estimates,0.95,2020-08-19,29684.21052631579,42111.11111111111,20100.0,True,15350.0,28850.0,2800.0,70795.16610675625,246299.7512437811,13836.675461741424,False,0.0,1.615,1.53,1.7,0.0,0.0,0.0,False,,,,False
13,28-Aug-20,35.0,0.9,1.1,1.0,0.0,19 August 2020 to 25 August 2020,27100,19300,36700,modelled weekly estimates,1.0,2020-08-26,27100.0,40777.777777777774,17545.454545454544,True,29350.0,45900.0,14150.0,117586.8081180812,392789.8675877951,27716.187763190486,False,0.0,1.7,1.53,1.87,0.0,0.0,0.0,False,,,,False
14,11-Sep-20,37.0,1.0,1.2,1.0,0.0,04 September 2020 to 10 September 2020,59800,46900,75200,modelled weekly estimates,1.1,2020-09-09,54363.63636363636,75200.0,39083.333333333336,True,68150.0,89650.0,47900.0,248878.11644876865,579435.4477611941,99590.4255319149,True,0.0,1.87,1.7,2.04,0.0,0.0,0.0,False,,,,False
15,18-Sep-20,38.0,1.2,1.4,1.0,0.0,13 September 2020 to 19 September 2020,103600,85600,123400,modelled weekly estimates,1.2999999999999998,2020-09-16,79692.3076923077,102833.33333333334,61142.857142857145,True,80200.0,104800.0,55700.0,250834.86783486788,506963.0062305296,115568.93956934476,True,0.0,2.2099999999999995,2.04,2.38,0.0,0.0,0.0,False,inf,inf,inf,False
