,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I,I_lower,I_upper,I_method,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
10,29.0,320.6606318257021,187.63813136691277,580.5028935980272,331.3251326510464,239.22147192090847,535.2042461866936,3.231075361999016,1.0,22.30658425350517,3.1599571390234957,1.0,19.60553870038163,9,pre-B.1.177,704,705,17-Jul-20,0.8,1.0,1.0,0.0,13 July 2020 to 19 July 2020,27700.0,18500.0,39900.0,modelled weekly estimates,0.9,2020-07-15,6595.238095238095,10687.499999999998,3964.285714285714,True,10097.61904761905,16007.142857142857,5438.095238095239,12280.041307107913,45254.951097234254,3077.5102235666905,False,0.998581560283688,0.9,0.8,1.0,6585.883147585276,10672.340425531916,3958.662613981763,True,12237.542618833064,45100.89683610901,3066.0821872742617,False,,,,,,,
11,30.0,207.99947960114767,118.50998658637096,392.38600858093366,313.2220095754201,186.45457382427983,939.3137466304006,1.9459013573164117,1.0,8.457349001211245,2.763684968542483,1.0,7.630696497591749,9,pre-B.1.177,441,448,24-Jul-20,0.8,1.0,1.0,0.0,20 July 2020 to 26 July 2020,35700.0,23700.0,53200.0,modelled weekly estimates,0.9,2020-07-22,8500.0,14249.999999999998,5078.571428571428,True,11942.857142857143,19326.19047619048,6400.0,15138.334245262731,59449.00887193333,3649.3421052631575,False,0.984375,0.9,0.8,1.0,8367.1875,14027.343749999998,4999.21875,True,14883.491647056831,58487.677094088,3582.3958627665647,False,,,,,,,
12,31.0,159.4107292566219,85.30798587690536,283.79317614189256,231.32991405466143,147.01164528615035,554.6984433258347,2.478657599777105,1.0,6.760192017912002,2.8587987179422605,1.0,9.597095178266049,9,pre-B.1.177,308,313,31-Jul-20,0.8,1.0,1.0,0.0,27 July 2020 to 02 August 2020,28300.0,18900.0,40800.0,modelled weekly estimates,0.9,2020-07-29,6738.095238095238,10928.571428571428,4050.0,True,8904.761904761906,14814.285714285714,3857.142857142857,11645.585633434486,43834.30804294506,2719.997641913909,False,0.9840255591054312,0.9,0.8,1.0,6630.45793397231,10753.99361022364,3985.3035143769966,True,11430.27566967258,43029.13583344468,2668.867646919677,False,,,,,,,
13,32.0,199.7441852686695,101.35217086953811,381.6304506572336,248.01232842986985,101.33284150082768,1406.654422645879,2.169405840063747,1.0,10.1212202282669,2.953730981744875,1.0,12.108940555341006,9,pre-B.1.177,497,517,07-Aug-20,0.8,1.0,1.0,0.0,03 August 2020 to 09 August 2020,28300.0,19000.0,40700.0,modelled weekly estimates,0.9,2020-08-05,6738.095238095238,10901.785714285712,4071.428571428571,True,9169.04761904762,14630.952380952382,4626.190476190476,11811.623165728235,43160.44583716945,2938.909493246228,False,0.9613152804642168,0.9,0.8,1.0,6477.433913604127,10480.053191489362,3913.9264990328825,True,11288.6332377858,41316.62714894955,2798.72730488054,False,,,,,,,
14,33.0,157.09853811465683,94.28589184759448,283.8756131620983,155.4188597381583,123.69418765334636,250.7198782577772,2.18473565397821,1.0,15.888258028672714,2.557687094196964,1.0,16.012415503776584,9,pre-B.1.177,860,927,14-Aug-20,0.8,1.0,1.0,0.0,07 August 2020 to 13 August 2020,24600.0,16900.0,33800.0,modelled weekly estimates,0.9,2020-08-12,5857.142857142857,9053.571428571428,3621.428571428571,True,8192.857142857143,12616.666666666668,4161.904761904762,10408.163759115729,34147.933396731474,2812.365800081656,False,0.9277238403451996,0.9,0.8,1.0,5433.811064879026,8399.21405455386,3359.6856218215444,True,9466.32876431759,31155.75169493652,2539.28971548036,False,,,,,,,
15,34.0,162.01572395902625,95.20482484459149,299.3053794540325,130.33329491700448,85.79995122848892,184.30902919007733,9.732242330798655,2.3306834202706703,19.78128560994772,9.531384241375347,1.0,19.47396340950572,9,pre-B.1.177,810,997,21-Aug-20,0.9,1.0,1.0,0.0,14 August 2020 to 20 August 2020,28200.0,20100.0,37900.0,modelled weekly estimates,0.95,2020-08-19,6360.902255639097,9023.809523809525,4307.142857142857,True,9578.57142857143,14047.61904761905,5664.285714285715,11415.937123529622,31965.827111070288,3753.100744632568,True,0.8124373119358074,0.95,0.9,1.0,5167.834330057842,7331.279552944547,3499.283564980656,True,9134.259592149676,25748.192465325945,2962.3167116313566,True,,,,,,,
16,35.0,182.94192407851148,107.46411499219678,350.10806375400097,219.1570637696359,134.23904304306586,397.1020736889985,1.2458884054553132,1.0,12.364039956251268,4.353866460623895,1.0,13.149244100750522,9,pre-B.1.177,1202,1509,28-Aug-20,0.9,1.1,1.0,0.0,19 August 2020 to 25 August 2020,27100.0,19300.0,36700.0,modelled weekly estimates,1.0,2020-08-26,5807.142857142857,8738.095238095239,3759.7402597402593,True,11290.476190476193,16169.04761904762,7076.190476190476,11653.890317328827,34482.31182019645,3692.8240067037823,True,0.7965540092776673,1.0,0.9,1.1,4625.702925305311,6960.364795354854,2994.8361777387618,True,9065.474631078105,26901.618162013503,2857.9893224618318,True,,,,,,,
17,36.0,245.29283288584708,127.95719681453768,434.0482140288396,242.8229289488478,175.35594109074793,372.8243117151685,3.901338334806421,1.0,12.506908275015476,4.033721942699197,1.0,13.925855814310586,9,pre-B.1.177,1581,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,37.0,465.6327015876049,218.14253788600348,802.2445144270292,471.6329382921807,359.7338030083282,712.207902285695,1.0,1.0,5.100378526949154,1.0,1.0,5.220614457571815,9,pre-B.1.177,1828,2540,11-Sep-20,1.0,1.2,1.0,0.0,04 September 2020 to 10 September 2020,59800.0,46900.0,75200.0,modelled weekly estimates,1.1,2020-09-09,11649.350649350648,16114.285714285714,8375.0,True,25397.61904761905,32502.38095238096,19126.19047619048,23645.813831982865,52999.40388126008,10352.05601443338,True,0.7196850393700788,1.1,1.0,1.2,8383.863380713774,11597.210348706412,6027.362204724409,True,16717.87892264679,37579.448866046216,7286.007963052694,True,,,,,,,
19,38.0,773.9593117717773,324.6496154088934,1344.951960568818,758.7210714545267,542.3447679814743,1074.356181566256,3.145718420281642,1.0,5.373896030121145,3.298624137366576,1.0,5.517165336256187,9,pre-B.1.177,1477,2216,18-Sep-20,1.2,1.4,1.0,0.0,13 September 2020 to 19 September 2020,103600.0,85600.0,123400.0,modelled weekly estimates,1.2999999999999998,2020-09-16,17076.923076923078,22035.714285714283,13102.040816326533,True,38590.4761904762,47290.4761904762,30376.19047619048,32168.52356794049,60779.45315030775,16683.52060335926,True,0.6665162454873647,1.2999999999999998,1.2,1.4,11382.046653707304,14687.161552346572,8732.723053120166,True,21083.58046107921,39925.81729391067,10897.787401777408,True,,,,,,,
20,39.0,1153.1954606179052,791.9753545829515,2173.5657312752446,1186.8073919528758,870.4290679433598,1663.160444769653,1.0,1.0,2.009562443085764,1.0,1.0,2.1391827680795488,9,pre-B.1.177,2280,3809,25-Sep-20,1.2,1.5,1.0,0.0,18 September 2020 to 24 September 2020,116600.0,101000.0,133100.0,modelled weekly estimates,1.35,2020-09-23,18507.936507936505,23767.85714285714,14428.57142857143,True,47495.2380952381,55802.38095238096,39409.52380952381,36656.657090491,63090.71698988412,21160.066949036423,True,0.5985823050669467,1.348639853858532,1.198790981207584,1.49848872650948,11089.696339684053,14241.3671154669,8645.397918330018,True,21680.07586681037,37427.76098622634,12462.216741336544,True,,,,,,,
21,40.0,1950.168316722767,802.7577449139017,3406.6138399112315,2411.1840425286728,1482.476167610714,6309.408143736427,15.807466213852022,11.679424519017545,21.851890557714157,15.89177891488048,11.870069995949034,22.22534801617905,9,pre-B.1.177,1672,2833,02-Oct-20,1.2,1.6,1.0,0.0,25 September 2020 to 01 October 2020,224400.0,203800.0,245700.0,modelled weekly estimates,1.4,2020-09-30,34346.93877551021,43874.99999999999,27294.64285714285,True,90507.14285714286,100542.85714285714,80726.19047619049,67640.58484015128,105043.56172231966,44127.83068795428,True,0.5901870808330392,1.3970319044513515,1.1974559181011586,1.596607890801545,20314.1869943211,25949.472824964985,16143.170212844514,True,38382.449725448816,59669.2300493701,25007.530553340694,True,,,,,,,
22,41.0,1800.9803098324862,1003.0026749215042,3287.036072296184,1866.0570187211572,1220.540655106941,3118.24488015523,4.06937672208727,1.0,8.407203132209197,4.280047508071756,1.0,8.633285581215135,9,pre-B.1.177,1805,4153,09-Oct-20,1.2,1.5,1.0,0.0,02 October 2020 to 08 October 2020,336500.0,312200.0,362000.0,modelled weekly estimates,1.35,2020-10-07,53412.69841269841,64642.85714285714,44600.0,True,127088.09523809524,138916.6666666667,115623.80952380954,101376.88249557075,143519.21098222546,72230.94396032552,True,0.4346255718757524,1.349678663848772,1.199714367865575,1.499642959831969,23220.05158712637,28102.12781235429,19388.91558677792,True,42414.18623936267,60302.97534072311,30070.33821672933,True,,,,,,,
23,42.0,1796.381243036753,1024.822239947152,3197.4171842037185,1750.3445904091266,1240.1196819325985,2740.3154754124557,2.091057171115729,1.0,4.478042299398035,1.8900384057714912,1.0,4.526337760133354,9,pre-B.1.177,1942,4959,16-Oct-20,1.2,1.4,1.0,0.0,10 October 2020 to 16 October 2020,433300.0,407500.0,459300.0,modelled weekly estimates,1.2999999999999998,2020-10-14,71423.07692307692,82017.85714285713,62372.44897959184,True,160976.1904761905,173685.7142857143,148297.61904761905,134350.05207932484,175578.84070543206,102944.25190251878,True,0.3916112119378907,1.2988495577792825,1.1989380533347225,1.3987610622238429,27994.85191387508,32147.56159946087,24447.38518574284,True,51833.19043238444,67821.44514860457,39660.50522916057,True,,,,,,,
24,43.0,1331.2687055528058,688.1310961563702,2277.961978682234,1291.6383965727796,928.512320604132,1804.0383191667945,1.2960057932350075,1.0,3.549847994710112,1.0,1.0,3.493378860335533,9,pre-B.1.177,2317,6230,23-Oct-20,1.2,1.4,1.0,0.0,17 October 2020 to 23 October 2020,568100.0,536500.0,600400.0,modelled weekly estimates,1.2999999999999998,2020-10-21,93642.85714285714,107214.28571428572,82117.34693877552,True,202609.52380952385,217811.9047619048,187676.1904761905,172348.11142908488,222830.0895666704,133694.32831835098,True,0.3719101123595505,1.2932412461769711,1.1937611503172043,1.3927213420367384,35008.7373968388,40082.46745435166,30699.881682582563,True,63342.279067703625,81938.73515069037,49107.12289747932,True,,,,,,,
25,44.0,1153.8537684126634,601.6663257139003,1987.8349495519,1133.2750001048057,774.2633270392109,1607.4837206723755,2.1210950371457864,1.0,4.126950277340973,2.1573075899896943,1.0,4.347364041452489,9,pre-B.1.177,1119,3385,30-Oct-20,1.1,1.3,1.0,0.0,25 October 2020 to 31 October 2020,618700.0,583100.0,655000.0,modelled weekly estimates,1.2000000000000002,2020-10-28,110482.14285714284,127597.4025974026,96115.3846153846,True,212369.04761904763,229283.3333333333,195723.8095238096,199345.33293034663,261240.41908043367,152646.554722216,True,0.3305760709010339,1.168404987567144,1.0710379052698822,1.265772069864406,37510.36985881628,43321.26116201066,32632.63666697036,True,66188.95547926889,86868.19094811818,50598.15088215513,True,,,,,,,
26,45.0,1766.756986128251,665.5239117353487,3315.7446047203603,1870.183190195021,848.8066285451638,40903.87426359545,1.5690164995943967,1.0,10.536626930254233,1.0,1.0,11.06313630024145,9,pre-B.1.177,2264,7514,06-Nov-20,1.1,1.3,1.0,0.0,31 October 2020 to 06 November 2020,654000.0,619400.0,689800.0,modelled weekly estimates,1.2000000000000002,2020-11-04,116785.71428571426,134376.62337662338,102098.90109890109,True,221285.7142857143,238369.04761904763,204559.52380952385,209186.62124089475,270946.4692343815,162232.71362532632,True,0.3013042321000798,1.1604331067533311,1.0637303478572202,1.257135865649442,36387.82426147679,41868.75925866003,31811.74078695656,True,63664.63248869197,82557.7994102883,49310.6646235549,True,,,,,,,
27,46.0,879.0242086494969,509.3629669924152,1499.204152537112,874.7990352213186,630.8861081369855,1166.0274899597582,1.1328357425597595,1.0,6.018500785627114,1.0,1.0,6.079600396131496,9,pre-B.1.177,2297,8711,13-Nov-20,1.1,1.2,1.0,0.0,08 November 2020 to 14 November 2020,664700.0,628300.0,701200.0,modelled weekly estimates,1.15,2020-11-11,123857.14285714288,136597.4025974026,112196.42857142857,True,220066.6666666667,237219.04761904763,202961.9047619048,219445.7653182479,273040.5202662638,175972.91233100143,True,0.2636895878773964,1.063368384278295,1.0171349762661954,1.109601792290395,35320.605120786655,38953.77211496634,31995.29440223509,True,60952.52856618421,75966.85149639408,48782.07170207964,True,,,,,,,
28,47.0,697.187674592007,412.4855124863501,1262.6992152305852,660.9162558472789,489.49823774047707,843.5094779995609,2.5820700334372164,1.0,6.809137998841425,2.5886558974481755,1.0,7.0084049102863295,9,pre-B.1.177,1067,4540,20-Nov-20,1.0,1.1,1.0,0.0,15 November 2020 to 21 November 2020,633000.0,599200.0,668200.0,modelled weekly estimates,1.05,2020-11-18,129183.67346938777,143185.7142857143,116727.27272727272,True,200757.14285714287,217326.1904761905,184690.4761904762,224119.34528333048,280429.8471840815,179145.06077447793,True,0.235022026431718,0.9512949349915584,0.9059951761824366,0.9965946938006804,33511.22557693972,37143.46125914166,30279.940663489004,True,56444.75279845024,70738.36377253811,45039.64381941048,True,,,,,,,
29,48.0,673.7632404509145,369.89484364683,1214.0673434927794,651.1726764777517,396.86148146942537,1383.6122917309772,2.1219242480574296,1.0,10.063160958279289,1.0,1.0,10.271963707830643,9,pre-B.1.177,538,2768,27-Nov-20,0.9,1.0,1.0,0.0,22 November 2020 to 28 November 2020,521300.0,490600.0,552600.0,modelled weekly estimates,0.95,2020-11-25,117586.46616541353,131571.42857142858,105128.57142857142,True,162945.2380952381,178085.7142857143,148004.76190476192,202584.1465693815,259110.133879421,158141.787625034,True,0.1943641618497109,0.7915469630707178,0.7498865965933117,0.833207329548124,27429.661418730902,30691.9652897482,24523.580083306955,True,45379.95908727028,58229.023069818446,35292.357974437684,True,,,,,,,
30,49.0,881.5715691104257,428.64053392671,1577.9458049718417,964.6828998415122,412.9441969385491,12455.219982682403,1.3308624911114024,1.0,3.677105231348015,1.2471516363834647,1.0,3.580061809869516,9,pre-B.1.177,207,1216,04-Dec-20,0.8,1.0,1.0,0.0,29 November 2020 to 05 December 2020,481500.0,450800.0,513600.0,modelled weekly estimates,0.9,2020-12-02,114642.85714285714,137571.42857142855,96600.0,True,163785.7142857143,179178.57142857142,148909.52380952382,205901.03004560372,285172.8766105963,150054.87022189828,True,0.1702302631578947,0.6953448907676094,0.6180843473489862,0.7726054341862327,25259.57348611832,30311.488183341982,21284.141546807736,True,43512.39008220717,60405.99877107809,31626.41832478831,True,,,,,,,
31,50.0,997.3937645771346,449.97125357178527,2063.5439034120736,1156.7022222559517,451.16317429948754,11870.713347751096,1.0,1.0,2.9979813164202938,1.0,1.0,3.064887658370554,9,pre-B.1.177,685,5021,11-Dec-20,0.8,1.0,1.0,0.0,06 December 2020 to 12 December 2020,567300.0,533600.0,602300.0,modelled weekly estimates,0.9,2020-12-09,135071.42857142858,161330.35714285713,114342.85714285712,True,200835.7142857143,217359.52380952385,184759.52380952385,247636.03517128943,337251.88827153924,183596.3587608853,True,0.1364270065723959,0.6427482023676265,0.5713317354378903,0.7141646692973628,25802.719548682155,30818.96744613549,21842.9367813487,True,43903.34324995268,59988.01610830785,32426.918554360087,True,,,,,,,
32,51.0,978.5120538335992,316.4656556157918,1859.0269329865612,1021.3084209196546,319.6895886175367,17476.301019709423,1.0,1.0,2.6962958973907014,1.0,1.0,2.910734930879227,9,pre-B.1.177,493,6288,18-Dec-20,1.1,1.3,1.0,0.0,12 December 2020 to 18 December 2020,645800.0,610100.0,683100.0,modelled weekly estimates,1.2000000000000002,2020-12-16,115321.42857142854,133071.42857142855,100565.93406593404,True,247866.6666666667,266014.28571428574,230266.6666666667,220833.54839819687,287631.5551890382,170413.194159571,True,0.0784033078880407,0.8270361589915866,0.758116479075621,0.895955838907552,13119.012568541955,15138.25978023764,11440.42151854699,True,20925.80513695553,27536.239429698453,15963.237009211562,True,,,,,,,
33,52.0,914.7264264192622,293.06527876347053,1865.3002172344447,1027.0213071891444,218.6286049758413,9524.003411978949,1.0,1.0,1.7213329287611754,1.0,1.0,1.8017433594366297,9,pre-B.1.177,238,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,53.0,,,,,,,1.3307082444756386,1.0,3.1799630859900696,1.1722572481798443,1.0,3.181750149851961,9,pre-B.1.177,192,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,54.0,,,,,,,1.1083873662154482,1.0,3.2039231909261296,1.1789456757647891,1.0,3.28782858952938,9,pre-B.1.177,197,6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,55.0,,,,,,,3.7416660492441527,1.0,8.535903360339443,3.949798066501654,1.0,8.384821381830317,9,pre-B.1.177,220,8186,15-Jan-21,1.1,1.3,1.0,0.0,10 January 2021 to 16 January 2021,1023700.0,978900.0,1070000.0,modelled weekly estimates,1.2000000000000002,2021-01-13,182803.5714285714,208441.5584415584,161357.14285714284,True,367869.0476190476,388916.6666666667,347235.71428571426,337791.55693830893,423568.0336153445,270920.6017311413,True,0.0268751526997312,0.7533432060259229,0.6905646055237625,0.816121806528083,7825.714267125184,8923.261537017004,6907.605169262789,True,12183.827507004848,15491.36794023848,9621.45659346267,True,,,,,,,
37,56.0,,,,,,,1.0,1.0,5.9660570259583015,1.0528814693825528,1.0,4.480400046492019,9,pre-B.1.177,119,6860,22-Jan-21,0.8,1.0,1.0,0.0,17 January 2021 to 23 January 2021,1018700.0,976200.0,1061600.0,modelled weekly estimates,0.9,2021-01-20,242547.61904761905,284357.14285714284,209185.71428571423,True,326938.09523809527,347280.9523809524,306578.5714285714,423214.9011943347,544644.3766962254,332151.1054707839,True,0.0173469387755102,0.5548763567115524,0.4932234281880466,0.6165292852350582,6824.426346853388,8000.7974732963585,5885.741140491264,True,10971.8934114556,14196.189420292669,8559.674149641778,True,,,,,,,
38,34.0,,,,,,,2.518928526503644,1.0,14.671893334134968,1.4649889759649857,1.0,14.98315777899418,9,B.1.177,51,676,21-Aug-20,0.9,1.0,1.0,0.0,14 August 2020 to 20 August 2020,28200.0,20100.0,37900.0,modelled weekly estimates,0.95,2020-08-19,6360.902255639097,9023.809523809525,4307.142857142857,True,9578.57142857143,14047.61904761905,5664.285714285715,11415.937123529622,31965.827111070288,3753.100744632568,True,0.2159763313609467,0.95,0.9,1.0,1373.804333318503,1948.929275852352,930.2409129332204,True,2651.9549656672093,7150.178108212171,939.3024518068668,True,,,,,,,0.3695652173913043
39,35.0,,,,,,,5.065679322600628,1.0,20.127677967751417,3.414271730971473,1.0,11.107128248504182,9,B.1.177,104,1055,28-Aug-20,0.9,1.1,1.0,0.0,19 August 2020 to 25 August 2020,27100.0,19300.0,36700.0,modelled weekly estimates,1.0,2020-08-26,5807.142857142857,8738.095238095239,3759.7402597402593,True,11290.476190476193,16169.04761904762,7076.190476190476,11653.890317328827,34482.31182019645,3692.8240067037823,True,0.2085308056872037,1.0,0.9,1.1,1210.9681787406898,1822.162040171518,784.0216655382527,True,2661.9550768182607,7826.685358301429,851.6959267755262,True,,,,,,,0.4952380952380952
40,36.0,,,,,,,9.491323348580408,1.0,28.29467776397672,4.546755168577353,1.0,20.658606215672474,9,B.1.177,162,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5934065934065934
41,37.0,,,,,,,6.086807203400639,1.0,14.80559767296673,3.822001517684583,1.0,11.10412386296574,9,B.1.177,188,1443,11-Sep-20,1.0,1.2,1.0,0.0,04 September 2020 to 10 September 2020,59800.0,46900.0,75200.0,modelled weekly estimates,1.1,2020-09-09,11649.350649350648,16114.285714285714,8375.0,True,25397.61904761905,32502.38095238096,19126.19047619048,23645.813831982865,52999.40388126008,10352.05601443338,True,0.2993762993762994,1.1,1.0,1.2,3487.5394875394877,4824.235224235224,2507.276507276507,True,7392.910494491363,16444.81195356235,3275.6530099471665,True,,,,,,,0.4392523364485981
