,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I,I_lower,I_upper,I_method,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
42,38.0,615.7441069074936,230.80074868819543,1425.691624975155,987.1495058676118,190.4795310359419,13424.336423854727,1.0,1.0,3.8976758328953975,1.0,1.0,3.2949300131419603,9,B.1.177,287,1492,18-Sep-20,1.2,1.4,1.0,0.0,13 September 2020 to 19 September 2020,103600.0,85600.0,123400.0,modelled weekly estimates,1.2999999999999998,2020-09-16,17076.923076923078,22035.714285714283,13102.040816326533,True,38590.4761904762,47290.4761904762,30376.19047619048,32168.52356794049,60779.45315030775,16683.52060335926,True,0.3512064343163539,1.2999999999999998,1.2,1.4,5997.525262940812,7739.084641899655,4601.521037369372,True,11658.098565348491,21936.10162390134,6083.277158998656,True,337.8939936566934,126.65356572373248,782.3585016594063,541.7053693766818,104.52700842698916,7366.700867392557,0.5487571701720841
43,39.0,532.0858236585586,178.91928796265833,1583.982538315725,588.5687650223152,297.3951011804281,3784.200861733029,1.0,1.0,3.866522762559661,1.0,1.0,3.482028328351268,9,B.1.177,560,2217,25-Sep-20,1.2,1.5,1.0,0.0,18 September 2020 to 24 September 2020,116600.0,101000.0,133100.0,modelled weekly estimates,1.35,2020-09-23,18507.936507936505,23767.85714285714,14428.57142857143,True,47495.2380952381,55802.38095238096,39409.52380952381,36656.657090491,63090.71698988412,21160.066949036423,True,0.4194857916102841,1.348639853858532,1.198790981207584,1.49848872650948,7771.646452612307,9980.333710960853,6058.6849274653405,True,15883.977942365122,27204.61698574448,9230.50577472637,True,321.77976376759483,108.20172922147805,957.916005892879,355.9379140523721,179.85016918038852,2288.501601048052,0.6047516198704104
44,40.0,792.158817394737,311.10175572853615,1664.6234995570312,772.2501295103478,320.5119134650092,2761.846634516165,1.8673770621532813,1.0,4.81500151774592,2.0043491942168528,1.0,5.104469613586802,9,B.1.177,296,1068,02-Oct-20,1.2,1.6,1.0,0.0,25 September 2020 to 01 October 2020,224400.0,203800.0,245700.0,modelled weekly estimates,1.4,2020-09-30,34346.93877551021,43874.99999999999,27294.64285714285,True,90507.14285714286,100542.85714285714,80726.19047619049,67640.58484015128,105043.56172231966,44127.83068795428,True,0.4559925093632959,1.3970319044513515,1.1974559181011586,1.596607890801545,15695.221742470154,20049.17697183186,12472.595442183556,True,31988.50410181244,49601.20438330204,20908.519505782293,True,486.47097499759786,191.0500408623376,1022.2584146657288,474.244892811334,196.8288929162712,1696.0717921510063,0.6141078838174274
45,41.0,670.2635688720972,394.8327600070189,1223.7211139454637,576.7024261596415,405.7112326470042,980.3006458278136,2.499675852783034,1.0,11.377116593555227,1.9905080896261889,1.0,11.356733736458724,9,B.1.177,1332,3550,09-Oct-20,1.2,1.5,1.0,0.0,02 October 2020 to 08 October 2020,336500.0,312200.0,362000.0,modelled weekly estimates,1.35,2020-10-07,53412.69841269841,64642.85714285714,44600.0,True,127088.09523809524,138916.6666666667,115623.80952380954,101376.88249557075,143519.21098222546,72230.94396032552,True,0.5467605633802817,1.349678663848772,1.199714367865575,1.499642959831969,29210.91005461089,35352.57985063978,24391.326915734226,True,56640.198356059336,80025.25916613646,40449.23445660067,True,464.5114847750434,273.6301958009101,848.0731133066374,399.67098420636967,281.1692829790893,679.3758898244785,0.6930280957336108
46,42.0,733.8718400681095,436.33326691900015,1281.2591533454774,604.6656498490797,494.38157636654864,753.4546821630678,1.0,1.0,5.327312686963543,1.0,1.0,5.77827971695405,9,B.1.177,1746,4056,16-Oct-20,1.2,1.4,1.0,0.0,10 October 2020 to 16 October 2020,433300.0,407500.0,459300.0,modelled weekly estimates,1.2999999999999998,2020-10-14,71423.07692307692,82017.85714285713,62372.44897959184,True,160976.1904761905,173685.7142857143,148297.61904761905,134350.05207932484,175578.84070543206,102944.25190251878,True,0.5877712031558185,1.2988495577792825,1.1989380533347225,1.3987610622238429,42017.61157491327,48250.43406274514,36693.20123274916,True,80126.50654368299,104633.17762820655,61452.59537950272,True,542.9407765927624,322.8126627290569,947.9146109072898,447.35009518495474,365.7585730237263,557.4287606172527,0.7398305084745763
47,43.0,979.251020353769,575.0881041069422,1837.7041002680312,875.3845898405056,742.0091402563154,1016.3875300656766,1.4736853836757569,1.0,8.407490643111602,1.0479737463174028,1.0,5.891361066933432,9,B.1.177,2340,5008,23-Oct-20,1.2,1.4,1.0,0.0,17 October 2020 to 23 October 2020,568100.0,536500.0,600400.0,modelled weekly estimates,1.2999999999999998,2020-10-21,93642.85714285714,107214.28571428572,82117.34693877552,True,202609.52380952385,217811.9047619048,187676.1904761905,172348.11142908488,222830.0895666704,133694.32831835098,True,0.6226038338658147,1.2932412461769711,1.1937611503172043,1.3927213420367384,58607.10262430602,67100.88561333586,51393.773386629895,True,108616.25143385438,140357.99250655647,84305.04938581909,True,741.5687338601358,435.50361281884943,1391.6594157369557,662.9126020151401,561.9098343688602,769.6915276225512,0.7572815533980582
48,44.0,1880.7382572678996,898.8179091189246,3715.5855345982254,1546.605986506799,941.2299225307004,3079.39669087075,1.4851550973523924,1.0,3.0610831901043194,1.4548125601894506,1.0,4.02784836152677,9,B.1.177,704,1486,30-Oct-20,1.1,1.3,1.0,0.0,25 October 2020 to 31 October 2020,618700.0,583100.0,655000.0,modelled weekly estimates,1.2000000000000002,2020-10-28,110482.14285714284,127597.4025974026,96115.3846153846,True,212369.04761904763,229283.3333333333,195723.8095238096,199345.33293034663,261240.41908043367,152646.554722216,True,0.6359353970390309,1.168404987567144,1.0710379052698822,1.265772069864406,72159.40308150303,83337.92383158437,62776.01611839876,True,131214.6697256345,171907.72975303425,100508.5132945027,True,1425.231144366632,681.1278880728987,2815.6859164231983,1172.0243428426118,713.267885319282,2333.57940836707,0.7578040904198062
49,45.0,2336.5630107139027,1159.5821681457026,4379.102107342708,2123.380524650098,1499.8168392692803,3527.9790005742834,1.0000039198272184,1.0,3.126557439212577,1.0,1.0,3.138570249681808,9,B.1.177,2990,5555,06-Nov-20,1.1,1.3,1.0,0.0,31 October 2020 to 06 November 2020,654000.0,619400.0,689800.0,modelled weekly estimates,1.2000000000000002,2020-11-04,116785.71428571426,134376.62337662338,102098.90109890109,True,221285.7142857143,238369.04761904763,204559.52380952385,209186.62124089475,270946.4692343815,162232.71362532632,True,0.6684068406840684,1.1604331067533311,1.0637303478572202,1.257135865649442,80721.96823940448,92880.75678322135,70570.48288989009,True,144877.06344733006,187550.83848303035,112425.323104629,True,1897.4262362940165,941.6487459955596,3556.087805799755,1724.3095515219425,1217.9392583962922,2864.9259130138803,0.8120586637696904
50,46.0,3289.2434053225625,1810.911414415014,5931.12078299533,3284.083089195331,2382.705059522745,5147.045467975255,1.0,1.0,2.0187059123921927,1.0,1.0,2.0233968958587267,9,B.1.177,3196,5999,13-Nov-20,1.1,1.2,1.0,0.0,08 November 2020 to 14 November 2020,664700.0,628300.0,701200.0,modelled weekly estimates,1.15,2020-11-11,123857.14285714288,136597.4025974026,112196.42857142857,True,220066.6666666667,237219.04761904763,202961.9047619048,219445.7653182479,273040.5202662638,175972.91233100143,True,0.6504417402900483,1.063368384278295,1.0171349762661954,1.109601792290395,87125.15366190311,96087.06786367796,78922.62694027353,True,153661.59099739842,191251.356501984,123175.07708750913,True,2717.7926379035443,1496.2959877120952,4900.688216766565,2713.528839986628,1968.7500957173456,4252.832811698271,0.8262668045501551
51,47.0,3536.509242506878,2042.8925037754652,6449.351958310328,3705.3542556946622,2596.763715499014,6203.086508235831,1.5866265106629207,1.0,2.9757076919229,1.331807079654304,1.0,2.819549333824009,9,B.1.177,1958,3769,20-Nov-20,1.0,1.1,1.0,0.0,15 November 2020 to 21 November 2020,633000.0,599200.0,668200.0,modelled weekly estimates,1.05,2020-11-18,129183.67346938777,143185.7142857143,116727.27272727272,True,200757.14285714287,217326.1904761905,184690.4761904762,224119.34528333048,280429.8471840815,179145.06077447793,True,0.6399575484213319,0.9512949349915584,0.9059951761824366,0.9965946938006804,91250.00788401978,101140.47082386592,82451.32121256627,True,156889.89231805204,196352.02929464568,125377.06506897949,True,2905.784765769394,1678.5495268117336,5299.131823068243,3044.516841229605,2133.6396789538685,5096.786984106486,0.8216533780948384
52,48.0,3799.3658648583546,1861.0081711577604,7074.049019843589,3799.680628819731,2044.7379525748145,11742.965722881778,1.59205678887806,1.0,3.1713289627220664,1.334971993777172,1.0,3.0860884945532807,9,B.1.177,1098,2158,27-Nov-20,0.9,1.0,1.0,0.0,22 November 2020 to 28 November 2020,521300.0,490600.0,552600.0,modelled weekly estimates,0.95,2020-11-25,117586.46616541353,131571.42857142858,105128.57142857142,True,162945.2380952381,178085.7142857143,148004.76190476192,202584.1465693815,259110.133879421,158141.787625034,True,0.5889712696941612,0.7915469630707178,0.7498865965933117,0.833207329548124,83118.6282456882,93004.21226877024,74312.48621996527,True,138364.52662998257,177210.2334195623,107837.97463206905,True,3332.031724931688,1632.098220392349,6203.918389607237,3332.307771920179,1793.2286516989984,10298.543421504946,0.8769968051118211
53,49.0,2914.7922973552563,1693.756023689775,5239.014284897293,2858.8607696305044,1816.4248585514456,4777.611291339242,1.6106400552874651,1.0,2.6976129583117654,1.5180361108129672,1.0,2.828644232160956,9,B.1.177,416,1067,04-Dec-20,0.8,1.0,1.0,0.0,29 November 2020 to 05 December 2020,481500.0,450800.0,513600.0,modelled weekly estimates,0.9,2020-12-02,114642.85714285714,137571.42857142855,96600.0,True,163785.7142857143,179178.57142857142,148909.52380952382,205901.03004560372,285172.8766105963,150054.87022189828,True,0.4564198687910028,0.6953448907676094,0.6180843473489862,0.7726054341862327,67725.74395633332,81270.89274759998,57066.85116918703,True,115524.50492144527,160712.92311977816,83766.29466660322,True,2536.723003556039,1474.0638197802227,4559.47686719095,2488.046192816506,1580.821634220505,4157.921123843357,0.8702928870292888
54,50.0,1934.6975180208824,1079.7787265860886,3499.154510697284,1845.7076357751323,1363.7737503487144,2654.3412013390234,1.0,1.0,2.5145256800154527,1.0,1.0,2.872860018076296,9,B.1.177,1384,4000,11-Dec-20,0.8,1.0,1.0,0.0,06 December 2020 to 12 December 2020,567300.0,533600.0,602300.0,modelled weekly estimates,0.9,2020-12-09,135071.42857142858,161330.35714285713,114342.85714285712,True,200835.7142857143,217359.52380952385,184759.52380952385,247636.03517128943,337251.88827153924,183596.3587608853,True,0.39325,0.6427482023676265,0.5713317354378903,0.7141646692973628,74376.17900921052,88835.48245091384,62962.1297503671,True,129366.34143730592,176560.702947053,95675.04180655928,True,1718.627320244481,959.1872641817372,3108.363185369089,1639.5759742700789,1211.465257049179,2357.900014539928,0.8883183568677792
55,51.0,1246.0018903052223,688.5309066902506,2203.806954675308,1266.0974917376789,964.189098094992,1760.0228722821018,1.359137253954375,1.0,6.807743199304395,1.3128261645891948,1.0,6.732682376518604,9,B.1.177,1315,5425,18-Dec-20,1.1,1.3,1.0,0.0,12 December 2020 to 18 December 2020,645800.0,610100.0,683100.0,modelled weekly estimates,1.2000000000000002,2020-12-16,115321.42857142854,133071.42857142855,100565.93406593404,True,247866.6666666667,266014.28571428574,230266.6666666667,220833.54839819687,287631.5551890382,170413.194159571,True,0.2702304147465438,0.8270361589915866,0.758116479075621,0.895955838907552,45216.92136414281,52176.60235453581,39431.3701182984,True,76405.63297749676,100152.23307699,58542.43635342729,True,1129.9948177595638,624.4263050328825,1998.6249278607104,1148.2194494034811,874.419768272355,1596.158673828251,0.906896551724138
56,52.0,1081.3863675179234,617.4530058422376,1962.7425144673973,1095.829214782606,814.592636404913,1700.9306133067307,1.1729026901589128,1.0,2.546251730446828,1.0784864348301473,1.0,2.451384849210524,9,B.1.177,493,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.440811804688,562.6697446954217,1788.5990011689962,998.602223452541,742.3182435261037,1550.0162520521594,0.911275415896488
57,53.0,986.9720784165696,551.3260614405125,1787.444424543734,994.956725650608,559.5502881271643,2339.3892685742776,1.7907960073622016,1.0,3.953599856387945,1.736227880128738,1.0,3.901840447705725,9,B.1.177,606,4639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.428252736385,516.3888612564924,1674.1751487998497,931.9069176882048,524.0919236554275,2191.143580766634,0.9366306027820712
58,54.0,1208.6918630945706,473.32927145509103,2407.3707804334977,2471.978227758133,696.7383333177725,22644.560577724405,1.0025522359811037,1.0,3.073201754448708,1.080523368635798,1.0,3.143900983797125,9,B.1.177,694,5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.2682353573225,446.92586991814034,2273.0820702324454,2334.085564713121,657.872657581679,21381.39461352481,0.94421768707483
59,55.0,2347.469031457201,825.8380714072599,6000.594408570782,3171.726215566059,932.604237326924,67015.3759121164,1.2222237231392783,1.0,4.079206318855999,1.366147404249694,1.0,4.059387784527139,9,B.1.177,1107,8404,15-Jan-21,1.1,1.3,1.0,0.0,10 January 2021 to 16 January 2021,1023700.0,978900.0,1070000.0,modelled weekly estimates,1.2000000000000002,2021-01-13,182803.5714285714,208441.5584415584,161357.14285714284,True,367869.0476190476,388916.6666666667,347235.71428571426,337791.55693830893,423568.0336153445,270920.6017311413,True,0.1381485007139457,0.7533432060259229,0.6905646055237625,0.816121806528083,40227.14605933723,45868.95622846628,35507.71630283983,True,66803.53347099408,84343.54629476473,53172.879869261415,True,2263.6308517623006,796.3438545712863,5786.28746540754,3058.450279295843,899.2969431366766,64621.969629540814,0.9642857142857144
60,56.0,,,,,,,1.350995021273038,1.0,3.443482123932604,1.444798920172109,1.0,3.747825857063522,9,B.1.177,699,8604,22-Jan-21,0.8,1.0,1.0,0.0,17 January 2021 to 23 January 2021,1018700.0,976200.0,1061600.0,modelled weekly estimates,0.9,2021-01-20,242547.61904761905,284357.14285714284,209185.71428571423,True,326938.09523809527,347280.9523809524,306578.5714285714,423214.9011943347,544644.3766962254,332151.1054707839,True,0.0844955834495583,0.5548763567115524,0.4932234281880466,0.6165292852350582,33241.24753930568,38971.25938568055,28668.9852391118,True,51904.17951563934,67219.6939717092,40451.5117320691,True,,,,,,,0.972183588317107
61,57.0,,,,,,,1.0,1.0,2.710514306552569,1.0,1.0,2.681832116657513,9,B.1.177,589,13031,29-Jan-21,0.7,1.0,1.0,0.0,24 January 2021 to 30 January 2021,846900.0,806500.0,886700.0,modelled weekly estimates,0.85,2021-01-27,213504.20168067227,271438.7755102041,172821.42857142855,True,259207.1428571429,278138.09523809527,240161.9047619048,364197.1594315577,515017.4430145048,264745.9624481993,True,0.0478090706776149,0.5064717132652857,0.4170943521008236,0.595849074429748,17130.911007771458,21779.400455446437,13866.65222411445,True,25123.74589070076,35877.35784925867,18059.445808583983,True,,,,,,,0.9639934533551556
62,58.0,,,,,,,1.0,1.0,3.7127777948515424,1.0,1.0,3.687248351520775,9,B.1.177,130,6147,05-Feb-21,0.7,0.9,1.0,0.0,31 January 2021 to 06 February 2021,695400.0,660200.0,732200.0,modelled weekly estimates,0.8,2021-02-03,186267.8571428572,224142.8571428572,157190.47619047618,True,205685.7142857143,223059.52380952385,188988.09523809524,312752.474612426,423118.88689982536,234492.4042006817,True,0.0240767854237839,0.4899305991428008,0.4286892742499507,0.551171924035651,7323.047363235923,8812.088055156486,6179.881595511272,True,10504.400301328702,14417.735161441738,7751.929015205311,True,,,,,,,0.9629629629629628
63,59.0,,,,,,,1.5442002266494204,1.0,4.956298478078183,1.2416604985979682,1.0,4.941590448881124,9,B.1.177,117,8528,12-Feb-21,0.7,0.9,1.0,0.0,06 February 2021 to 12 February 2021,481300.0,451600.0,512400.0,modelled weekly estimates,0.8,2021-02-10,128919.64285714284,156857.14285714287,107523.80952380953,True,137454.76190476192,152307.14285714287,122976.1904761905,213071.06611176865,299503.524271054,153404.05498965262,True,0.0180581613508442,0.4849174082392745,0.4243027322093651,0.5455320842691838,3840.7393464558895,4673.045836868004,3203.320430979949,True,5848.988639727905,8275.089757305137,4179.915275828192,True,,,,,,,0.9831932773109244
64,45.0,,,,,,,1.0,1.0,5.5752152015432745,1.0,1.0,3.78788223415994,9,Alpha,52,5555,06-Nov-20,1.1,1.3,1.0,0.0,31 October 2020 to 06 November 2020,654000.0,619400.0,689800.0,modelled weekly estimates,1.2000000000000002,2020-11-04,116785.71428571426,134376.62337662338,102098.90109890109,True,221285.7142857143,238369.04761904763,204559.52380952385,209186.62124089475,270946.4692343815,162232.71362532632,True,0.0361836183618361,1.9727362814806628,1.8083415913572745,2.1371309716040514,2570.4782269165985,2957.657849753244,2247.2183680340736,True,5607.446413635786,7226.102238380723,4372.501718361509,True,,,,,,,0.490566037735849
65,46.0,,,,,,,1.2397912842470165,1.0,5.157065540236609,1.1788449387401407,1.0,4.956891214169168,9,Alpha,189,5999,13-Nov-20,1.1,1.2,1.0,0.0,08 November 2020 to 14 November 2020,664700.0,628300.0,701200.0,modelled weekly estimates,1.15,2020-11-11,123857.14285714288,136597.4025974026,112196.42857142857,True,220066.6666666667,237219.04761904763,202961.9047619048,219445.7653182479,273040.5202662638,175972.91233100143,True,0.0910151691948658,1.807726253273101,1.7291294596525322,1.8863230468936716,7171.335046793363,7908.99675182684,6496.17908001769,True,13995.752920725336,17298.309313996186,11309.59589862188,True,,,,,,,0.6156351791530945
66,47.0,,,,,,,1.0,1.0,4.095792173419832,1.0,1.0,4.295564215735425,9,Alpha,172,3769,20-Nov-20,1.0,1.1,1.0,0.0,15 November 2020 to 21 November 2020,633000.0,599200.0,668200.0,modelled weekly estimates,1.05,2020-11-18,129183.67346938777,143185.7142857143,116727.27272727272,True,200757.14285714287,217326.1904761905,184690.4761904762,224119.34528333048,280429.8471840815,179145.06077447793,True,0.1225789334040859,1.6172013894856492,1.5401917995101422,1.6942109794611566,10281.314906452328,11395.692498445524,9289.949858600525,True,19754.957486840933,24639.29541570566,15845.553667167887,True,,,,,,,0.7078189300411523
67,48.0,,,,,,,1.758559996265098,1.0,6.142193128668147,2.217192363929276,1.0,6.387448322757522,9,Alpha,193,2158,27-Nov-20,0.9,1.0,1.0,0.0,22 November 2020 to 28 November 2020,521300.0,490600.0,552600.0,modelled weekly estimates,0.95,2020-11-25,117586.46616541353,131571.42857142858,105128.57142857142,True,162945.2380952381,178085.7142857143,148004.76190476192,202584.1465693815,259110.133879421,158141.787625034,True,0.2261353104726598,1.3456298372202202,1.2748072142086295,1.4164524602318107,18772.569345071428,21005.255513102173,16783.678102162747,True,36582.410861755736,46484.642073299074,28776.078020893103,True,,,,,,,0.75390625
68,49.0,1206.4629898168755,338.82442413168343,3035.0347459405207,2943.5972712327944,296.3022923711571,28733.904657073374,1.0002176589698433,1.0,3.3291791505245563,1.0,1.0,3.55650091205953,9,Alpha,140,1067,04-Dec-20,0.8,1.0,1.0,0.0,29 November 2020 to 05 December 2020,481500.0,450800.0,513600.0,modelled weekly estimates,0.9,2020-12-02,114642.85714285714,137571.42857142855,96600.0,True,163785.7142857143,179178.57142857142,148909.52380952382,205901.03004560372,285172.8766105963,150054.87022189828,True,0.3758200562324273,1.182086314304936,1.0507433904932766,1.3134292381165955,32803.50685649191,39364.208227790295,27640.786711974877,True,63673.92558487311,87676.66272184049,46710.66336529461,True,848.7679325344855,238.3689416001793,2135.200323777251,2070.872452123574,208.45387402995976,20214.80729643353,0.7035175879396985
69,50.0,379.0999765543226,223.66898616705032,710.378076648779,301.67360621556327,193.78413547270745,466.4212086727079,1.0,1.0,6.086136174638526,1.0,1.0,6.790379275521477,9,Alpha,781,4000,11-Dec-20,0.8,1.0,1.0,0.0,06 December 2020 to 12 December 2020,567300.0,533600.0,602300.0,modelled weekly estimates,0.9,2020-12-09,135071.42857142858,161330.35714285713,114342.85714285712,True,200835.7142857143,217359.52380952385,184759.52380952385,247636.03517128943,337251.88827153924,183596.3587608853,True,0.47525,1.092671944024965,0.9712639502444136,1.2140799378055167,52873.5336361801,63152.55680011489,44759.3615255405,True,102984.2953841266,139889.7133133736,76579.61595509473,True,290.55650803623746,171.42833974138009,544.4605278338532,231.2140200729685,148.5234639884048,357.48279094542187,0.7664376840039254
70,51.0,394.544859088194,231.623263742273,743.7213479712327,358.7676454790732,243.77548897262116,989.3721454568148,1.0000020447334663,1.0,7.211302445741046,1.5604645661814311,1.0,8.067355493072142,9,Alpha,1537,5425,18-Dec-20,1.1,1.3,1.0,0.0,12 December 2020 to 18 December 2020,645800.0,610100.0,683100.0,modelled weekly estimates,1.2000000000000002,2020-12-16,115321.42857142854,133071.42857142855,100565.93406593404,True,247866.6666666667,266014.28571428574,230266.6666666667,220833.54839819687,287631.5551890382,170413.194159571,True,0.6442396313364055,1.405961470285697,1.2887980144285556,1.5231249261428383,63411.09869500005,73171.18418630231,55297.583887108936,True,130236.22331032743,169062.02202911946,100876.9185543286,True,306.4251886905276,179.8913372268184,577.6148114359701,278.63864128415133,189.3294222086502,768.400701145591,0.7766548762001011
71,52.0,570.6965319148566,329.2628025429218,1046.5799017502916,617.2521902493318,375.4145010686423,1094.9243415678604,1.0,1.0,2.859802206882379,1.0,1.0,3.273312255727603,9,Alpha,661,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.35808925518273,226.9475625452256,721.3652920301802,425.4470258131474,258.75806590862624,754.6871634789946,0.6892596454640251
72,53.0,1014.7134507585264,504.9143720422989,1805.205660991984,1293.156155778761,820.2471687502368,2657.510662532479,1.5148263716965178,1.0,8.726741486992106,1.0,1.0,7.791422177118936,9,Alpha,1607,4639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.140414783526,259.8134472852944,928.9034573212034,665.4184893808739,422.0740314382423,1367.4734661190182,0.5145693243675953
73,54.0,1734.0559939748407,963.8491152666508,2937.7529975729544,1711.3091367097982,1402.648409816126,2229.8057677633137,1.0527267334659869,1.0,2.8850031161445955,1.0,1.0,3.039336055279695,9,Alpha,1906,5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.7032591957144,519.540840978008,1583.5286236917564,922.4420855681208,756.0655738431947,1201.925846537578,0.5390271493212669
74,55.0,2172.198925813861,1238.8147491436248,3515.636425034804,2221.917097743025,1781.5039337751111,3004.556880234425,1.4401922108226004,1.0,4.690692666035613,1.329149282913904,1.0,4.724896666078116,9,Alpha,3399,8404,15-Jan-21,1.1,1.3,1.0,0.0,10 January 2021 to 16 January 2021,1023700.0,978900.0,1070000.0,modelled weekly estimates,1.2000000000000002,2021-01-13,182803.5714285714,208441.5584415584,161357.14285714284,True,367869.0476190476,388916.6666666667,347235.71428571426,337791.55693830893,423568.0336153445,270920.6017311413,True,0.831151832460733,1.2806834502440687,1.1739598293903963,1.387407071097741,142365.41279042952,162331.9953669945,125663.1698714781,True,269070.08247695514,336888.6665621361,216162.7519233238,True,1590.5437632144149,907.0942120506636,2574.2456287577115,1626.9487753615986,1304.4661505604486,2200.019137422837,0.7322274881516587
75,56.0,2532.791783278853,1468.0176031020642,4570.851541075527,2628.4026510294075,1901.9500705976989,3861.8173151939977,1.0,1.0,1.8422287825926809,1.0,1.0,1.7561804507219634,9,Alpha,3906,8604,22-Jan-21,0.8,1.0,1.0,0.0,17 January 2021 to 23 January 2021,1018700.0,976200.0,1061600.0,modelled weekly estimates,0.9,2021-01-20,242547.61904761905,284357.14285714284,209185.71428571423,True,326938.09523809527,347280.9523809524,306578.5714285714,423214.9011943347,544644.3766962254,332151.1054707839,True,0.8929567642956764,0.9432898064096392,0.8384798279196792,1.048099784899599,206644.9590132581,242265.70585013652,178221.38813180357,True,364837.2259615735,469212.56971575896,286539.9280931264,True,1713.384950725182,993.0856871694948,3092.0931969935937,1778.0638647247777,1286.6326594656412,2612.445173735323,0.6764807758919293
76,57.0,3300.414250046157,1970.1804665300808,5599.80275271113,3277.2029291256795,2561.593885281977,4467.266590167687,1.0,1.0,2.131490847699669,1.0,1.0,2.1850807833890133,9,Alpha,6142,13031,29-Jan-21,0.7,1.0,1.0,0.0,24 January 2021 to 30 January 2021,846900.0,806500.0,886700.0,modelled weekly estimates,0.85,2021-01-27,213504.20168067227,271438.7755102041,172821.42857142855,True,259207.1428571429,278138.09523809527,240161.9047619048,364197.1594315577,515017.4430145048,264745.9624481993,True,0.9354615915892872,0.8610019125509857,0.7090603985714,1.0129434265305717,197172.88753161576,250675.9433027025,159602.01171934215,True,339152.6128740053,479344.2936814464,246690.94465741343,True,2710.046032591377,1617.7604846828551,4598.126805768952,2690.9866832473163,2103.38364216603,3668.175320429136,0.8211229946524065
77,58.0,3775.800782591145,2251.9231740895843,6565.489321772921,3628.554787779428,2835.9671079782147,4814.039866685323,2.83630201358963,1.0,4.091594655962659,2.4947958044178584,1.0,4.071378771760204,9,Alpha,3228,6147,05-Feb-21,0.7,0.9,1.0,0.0,31 January 2021 to 06 February 2021,695400.0,660200.0,732200.0,modelled weekly estimates,0.8,2021-02-03,186267.8571428572,224142.8571428572,157190.47619047618,True,205685.7142857143,223059.52380952385,188988.09523809524,312752.474612426,423118.88689982536,234492.4042006817,True,0.960143159264682,0.8328820185427614,0.7287717662249162,0.9369922708606068,171783.0903728876,206712.81280418803,144966.85682316226,True,289664.96525059425,391748.1798629583,217264.3308659392,True,2988.0571037519526,1782.105419456038,5195.734133533462,2871.530976943367,2244.3005208516,3809.688818254529,0.7913704339298848
78,59.0,3793.1594738129297,2360.646544806417,5966.890069077751,3819.170379886902,2949.4229866582805,4911.638064421641,1.1693025037141085,1.0,2.2475773032446984,1.0173032444863372,1.0,2.290851684280737,9,Alpha,4622,8528,12-Feb-21,0.7,0.9,1.0,0.0,06 February 2021 to 12 February 2021,481300.0,451600.0,512400.0,modelled weekly estimates,0.8,2021-02-10,128919.64285714284,156857.14285714287,107523.80952380953,True,137454.76190476192,152307.14285714287,122976.1904761905,213071.06611176865,299503.524271054,153404.05498965262,True,0.9704502814258912,0.8243595940067666,0.7213146447559207,0.9274045432576123,121413.1353371623,147723.9394420159,101263.10117184938,True,201125.29438718056,282655.9005925135,144836.36776192696,True,2673.781163331304,1664.009200868577,4206.034146603228,2692.116134792933,2079.0350837783394,3462.191723922041,0.7048955314930608
