,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I,I_lower,I_upper,I_method,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
10,29.0,320.6606318257021,187.63813136691277,580.5028935980272,331.3251326510464,239.22147192090847,535.2042461866936,3.231075361999016,1.0,22.30658425350517,3.1599571390234957,1.0,19.60553870038163,9,pre-B.1.177,704,705,17-Jul-20,0.8,1.0,1.0,0.0,13 July 2020 to 19 July 2020,27700.0,18500.0,39900.0,modelled weekly estimates,0.9,2020-07-15,30777.777777777777,49875.0,18500.0,True,19900.0,38900.0,4150.0,90884.87765744084,419556.7567567568,12857.706766917294,False,0.998581560283688,0.9,0.8,1.0,30734.121355397958,49804.25531914894,18473.75886524823,True,89726.61150443577,414832.251354674,12621.969795974615,False,,,,,,,
11,30.0,207.99947960114767,118.50998658637096,392.38600858093366,313.2220095754201,186.45457382427983,939.3137466304006,1.9459013573164117,1.0,8.457349001211245,2.763684968542483,1.0,7.630696497591749,9,pre-B.1.177,441,448,24-Jul-20,0.8,1.0,1.0,0.0,20 July 2020 to 26 July 2020,35700.0,23700.0,53200.0,modelled weekly estimates,0.9,2020-07-22,39666.66666666666,66500.0,23700.0,True,18150.0,37750.0,1350.0,90252.80112044816,436281.7774261604,11795.15977443609,False,0.984375,0.9,0.8,1.0,39046.875,65460.9375,23329.6875,True,88167.76929684696,428136.7735632045,11342.414689433555,False,,,,,,,
12,31.0,159.4107292566219,85.30798587690536,283.79317614189256,231.32991405466143,147.01164528615035,554.6984433258347,2.478657599777105,1.0,6.760192017912002,2.8587987179422605,1.0,9.597095178266049,9,pre-B.1.177,308,313,31-Jul-20,0.8,1.0,1.0,0.0,27 July 2020 to 02 August 2020,28300.0,18900.0,40800.0,modelled weekly estimates,0.9,2020-07-29,31444.444444444445,51000.0,18900.0,True,10450.0,28900.0,-7650.0,58954.16175893208,321302.24867724866,3102.0220588235293,False,0.9840255591054312,0.9,0.8,1.0,30942.137025204112,50185.30351437699,18598.08306709265,True,57019.90056786296,311885.1957647258,2929.625950656255,False,,,,,,,
13,32.0,199.7441852686695,101.35217086953811,381.6304506572336,248.01232842986985,101.33284150082768,1406.654422645879,2.169405840063747,1.0,10.1212202282669,2.953730981744875,1.0,12.108940555341006,9,pre-B.1.177,497,517,07-Aug-20,0.8,1.0,1.0,0.0,03 August 2020 to 09 August 2020,28300.0,19000.0,40700.0,modelled weekly estimates,0.9,2020-08-05,31444.444444444445,50875.0,19000.0,True,12300.0,27800.0,-2450.0,64717.707106399685,308700.65789473685,6729.791154791154,False,0.9613152804642168,0.9,0.8,1.0,30228.02493015259,48906.91489361703,18264.99032882012,True,59894.44254342496,289749.4825101475,5876.095572170159,False,,,,,,,
14,33.0,157.09853811465683,94.28589184759448,283.8756131620983,155.4188597381583,123.69418765334636,250.7198782577772,2.18473565397821,1.0,15.888258028672714,2.557687094196964,1.0,16.012415503776584,9,pre-B.1.177,860,927,14-Aug-20,0.8,1.0,1.0,0.0,07 August 2020 to 13 August 2020,24600.0,16900.0,33800.0,modelled weekly estimates,0.9,2020-08-12,27333.33333333333,42250.0,16900.0,True,12250.0,26350.0,-1850.0,61333.44625112918,267605.2144970414,6701.257396449704,False,0.9277238403451996,0.9,0.8,1.0,25357.78496943545,39196.33225458468,15678.532901833874,True,50122.00689653647,226484.92507651128,4684.592903494764,False,,,,,,,
15,34.0,162.01572395902625,95.20482484459149,299.3053794540325,130.33329491700448,85.79995122848892,184.30902919007733,9.732242330798655,2.3306834202706703,19.78128560994772,9.531384241375347,1.0,19.47396340950572,9,pre-B.1.177,810,997,21-Aug-20,0.9,1.0,1.0,0.0,14 August 2020 to 20 August 2020,28200.0,20100.0,37900.0,modelled weekly estimates,0.95,2020-08-19,29684.21052631579,42111.11111111111,20100.0,True,15350.0,28850.0,2800.0,70795.16610675625,246299.7512437811,13836.675461741424,False,0.8124373119358074,0.95,0.9,1.0,24116.5602069366,34212.63791374122,16329.989969909728,True,52329.17045048268,190872.0435503368,8845.189927246576,False,,,,,,,
16,35.0,182.94192407851148,107.46411499219678,350.10806375400097,219.1570637696359,134.23904304306586,397.1020736889985,1.2458884054553132,1.0,12.364039956251268,4.353866460623895,1.0,13.149244100750522,9,pre-B.1.177,1202,1509,28-Aug-20,0.9,1.1,1.0,0.0,19 August 2020 to 25 August 2020,27100.0,19300.0,36700.0,modelled weekly estimates,1.0,2020-08-26,27100.0,40777.777777777774,17545.454545454544,True,29350.0,45900.0,14150.0,117586.8081180812,392789.8675877951,27716.187763190486,False,0.7965540092776673,1.0,0.9,1.1,21586.613651424785,32481.70237832265,13975.902162780889,True,83450.78631803603,284544.0957827569,18729.07796647888,False,,,,,,,
17,36.0,245.29283288584708,127.95719681453768,434.0482140288396,242.8229289488478,175.35594109074793,372.8243117151685,3.901338334806421,1.0,12.506908275015476,4.033721942699197,1.0,13.925855814310586,9,pre-B.1.177,1581,2009,,,,,,,,,,,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,37.0,465.6327015876049,218.14253788600348,802.2445144270292,471.6329382921807,359.7338030083282,712.207902285695,1.0,1.0,5.100378526949154,1.0,1.0,5.220614457571815,9,pre-B.1.177,1828,2540,11-Sep-20,1.0,1.2,1.0,0.0,04 September 2020 to 10 September 2020,59800.0,46900.0,75200.0,modelled weekly estimates,1.1,2020-09-09,54363.63636363636,75200.0,39083.333333333336,True,68150.0,89650.0,47900.0,248878.11644876865,579435.4477611941,99590.4255319149,True,0.7196850393700788,1.1,1.0,1.2,39124.69577666428,54120.31496062993,28127.69028871391,True,164651.93680328826,389214.1822966098,64138.08378200227,True,,,,,,,
19,38.0,773.9593117717773,324.6496154088934,1344.951960568818,758.7210714545267,542.3447679814743,1074.356181566256,3.145718420281642,1.0,5.373896030121145,3.298624137366576,1.0,5.517165336256187,9,pre-B.1.177,1477,2216,18-Sep-20,1.2,1.4,1.0,0.0,13 September 2020 to 19 September 2020,103600.0,85600.0,123400.0,modelled weekly estimates,1.2999999999999998,2020-09-16,79692.3076923077,102833.33333333334,61142.857142857145,True,80200.0,104800.0,55700.0,250834.86783486788,506963.0062305296,115568.93956934476,True,0.6665162454873647,1.2999999999999998,1.2,1.4,53116.21771730076,68540.087244284,40752.70758122744,True,152379.5328756256,312757.75717424887,68402.56133483438,True,,,,,,,
20,39.0,1153.1954606179052,791.9753545829515,2173.5657312752446,1186.8073919528758,870.4290679433598,1663.160444769653,1.0,1.0,2.009562443085764,1.0,1.0,2.1391827680795488,9,pre-B.1.177,2280,3809,25-Sep-20,1.2,1.5,1.0,0.0,18 September 2020 to 24 September 2020,116600.0,101000.0,133100.0,modelled weekly estimates,1.35,2020-09-23,86370.37037037036,110916.66666666669,67333.33333333333,True,118700.0,146600.0,90700.0,351731.7197128518,645479.2904290429,184066.56649135987,True,0.5985823050669467,1.348639853858532,1.198790981207584,1.49848872650948,51751.91625185891,66459.7132055122,40345.19028554009,True,197614.10905681123,368777.732461433,100801.63756960136,True,,,,,,,
21,40.0,1950.168316722767,802.7577449139017,3406.6138399112315,2411.1840425286728,1482.476167610714,6309.408143736427,15.807466213852022,11.679424519017545,21.851890557714157,15.89177891488048,11.870069995949034,22.22534801617905,9,pre-B.1.177,1672,2833,02-Oct-20,1.2,1.6,1.0,0.0,25 September 2020 to 01 October 2020,224400.0,203800.0,245700.0,modelled weekly estimates,1.4,2020-09-30,160285.7142857143,204750.0,127375.0,True,222150.0,253350.0,191450.0,634730.4001145912,1018363.1930814524,397391.54075091577,True,0.5901870808330392,1.3970319044513515,1.1974559181011586,1.596607890801545,94799.5393068318,121097.5398498366,75334.79432660773,True,303289.6736729529,491081.97357955854,187640.08542275653,True,,,,,,,
22,41.0,1800.9803098324862,1003.0026749215042,3287.036072296184,1866.0570187211572,1220.540655106941,3118.24488015523,4.06937672208727,1.0,8.407203132209197,4.280047508071756,1.0,8.633285581215135,9,pre-B.1.177,1805,4153,09-Oct-20,1.2,1.5,1.0,0.0,02 October 2020 to 08 October 2020,336500.0,312200.0,362000.0,modelled weekly estimates,1.35,2020-10-07,249259.25925925924,301666.6666666667,208133.3333333333,True,272700.0,308750.0,237000.0,816960.2993781299,1200901.031657057,555470.7918968692,True,0.4346255718757524,1.349678663848772,1.199714367865575,1.499642959831969,108360.24073992309,131143.26312432002,90481.60607163027,True,286963.2213640791,433978.31286545744,188372.67350859696,True,,,,,,,
23,42.0,1796.381243036753,1024.822239947152,3197.4171842037185,1750.3445904091266,1240.1196819325985,2740.3154754124557,2.091057171115729,1.0,4.478042299398035,1.8900384057714912,1.0,4.526337760133354,9,pre-B.1.177,1942,4959,16-Oct-20,1.2,1.4,1.0,0.0,10 October 2020 to 16 October 2020,433300.0,407500.0,459300.0,modelled weekly estimates,1.2999999999999998,2020-10-14,333307.6923076924,382750.0,291071.4285714286,True,332450.0,373750.0,291000.0,1040979.0028227024,1419166.262781186,758766.8346241175,True,0.3916112119378907,1.2988495577792825,1.1989380533347225,1.3987610622238429,130642.6422647504,150021.9541308174,114087.7975334666,True,373844.7883011579,514020.7945798975,269662.3808636457,True,,,,,,,
24,43.0,1331.2687055528058,688.1310961563702,2277.961978682234,1291.6383965727796,928.512320604132,1804.0383191667945,1.2960057932350075,1.0,3.549847994710112,1.0,1.0,3.493378860335533,9,pre-B.1.177,2317,6230,23-Oct-20,1.2,1.4,1.0,0.0,17 October 2020 to 23 October 2020,568100.0,536500.0,600400.0,modelled weekly estimates,1.2999999999999998,2020-10-21,437000.00000000006,500333.3333333334,383214.28571428574,True,376750.0,423950.0,330150.0,1208808.7450746757,1629842.9986020504,893549.8031074522,True,0.3719101123595505,1.2932412461769711,1.1937611503172043,1.3927213420367384,163374.1078519144,187051.5147869744,143266.11451871862,True,409115.21310658887,554473.5633590376,300582.2493176139,True,,,,,,,
25,44.0,1153.8537684126634,601.6663257139003,1987.8349495519,1133.2750001048057,774.2633270392109,1607.4837206723755,2.1210950371457864,1.0,4.126950277340973,2.1573075899896943,1.0,4.347364041452489,9,pre-B.1.177,1119,3385,30-Oct-20,1.1,1.3,1.0,0.0,25 October 2020 to 31 October 2020,618700.0,583100.0,655000.0,modelled weekly estimates,1.2000000000000002,2020-10-28,515583.33333333326,595454.5454545454,448538.4615384615,True,352300.0,404150.0,301050.0,1269922.1485911317,1748957.3322835627,918051.9348209044,True,0.3305760709010339,1.168404987567144,1.0710379052698822,1.265772069864406,175048.392674476,202165.88542271644,152285.63777919504,True,375803.2721446554,524118.8057893373,267574.4883007751,True,,,,,,,
26,45.0,1766.756986128251,665.5239117353487,3315.7446047203603,1870.183190195021,848.8066285451638,40903.87426359545,1.5690164995943967,1.0,10.536626930254233,1.0,1.0,11.06313630024145,9,pre-B.1.177,2264,7514,06-Nov-20,1.1,1.3,1.0,0.0,31 October 2020 to 06 November 2020,654000.0,619400.0,689800.0,modelled weekly estimates,1.2000000000000002,2020-11-04,544999.9999999999,627090.9090909091,476461.5384615384,True,350000.0,403950.0,296350.0,1284424.0570846074,1755788.6847976048,935162.9931752792,True,0.3013042321000798,1.1604331067533311,1.0637303478572202,1.257135865649442,169809.84655355837,195387.54320708016,148454.79033913065,True,345194.75721922034,477323.4682761727,247924.9097293023,True,,,,,,,
27,46.0,879.0242086494969,509.3629669924152,1499.204152537112,874.7990352213186,630.8861081369855,1166.0274899597582,1.1328357425597595,1.0,6.018500785627114,1.0,1.0,6.079600396131496,9,pre-B.1.177,2297,8711,13-Nov-20,1.1,1.2,1.0,0.0,08 November 2020 to 14 November 2020,664700.0,628300.0,701200.0,modelled weekly estimates,1.15,2020-11-11,578000.0,637454.5454545454,523583.3333333334,True,321850.0,375000.0,268850.0,1273252.9254779862,1675815.606325872,956548.443739304,True,0.2636895878773964,1.063368384278295,1.0171349762661954,1.109601792290395,164829.49056367105,181784.26986984292,149311.37387709707,True,305883.4577711401,409076.0903790523,225321.81852716097,True,,,,,,,
28,47.0,697.187674592007,412.4855124863501,1262.6992152305852,660.9162558472789,489.49823774047707,843.5094779995609,2.5820700334372164,1.0,6.809137998841425,2.5886558974481755,1.0,7.0084049102863295,9,pre-B.1.177,1067,4540,20-Nov-20,1.0,1.1,1.0,0.0,15 November 2020 to 21 November 2020,633000.0,599200.0,668200.0,modelled weekly estimates,1.05,2020-11-18,602857.1428571428,668200.0,544727.2727272727,True,244800.0,296250.0,194300.0,1159306.1611374407,1552342.7945594126,856632.8127125792,True,0.235022026431718,0.9512949349915584,0.9059951761824366,0.9965946938006804,156385.71935905202,173336.1525426611,141306.38976294867,True,244920.7159251469,333985.8396336909,177058.26752430384,True,,,,,,,
