,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I,I_lower,I_upper,I_method,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
0,29-May-20,22.0,0.7,0.9,1.0,0.0,17 May 2020 to 30 May 2020,53000,25000,99000,14-day weighted estimates,0.8,2020-05-27,14196.428571428569,30306.122448979597,5952.380952380952,True,,,,,,,False,1.0,0.8,0.7,0.9,14196.428571428569,30306.122448979593,5952.380952380952,True,,,,False
1,05-Jun-20,23.0,0.7,1.0,1.0,0.0,25 May 2020 to 07 June 2020,33000,14000,68000,14-day weighted estimates,0.85,2020-06-03,8319.327731092437,20816.326530612245,3000.0,True,9571.42857142857,26166.666666666668,-1547.6190476190477,13845.122464570246,193892.73566569487,488.6400988967015,False,1.0,0.85,0.7,1.0,8319.327731092437,20816.326530612245,3000.0,True,13845.122464570246,193892.73566569487,488.6400988967015,False
2,12-Jun-20,24.0,0.8,1.0,1.0,0.0,31 May 2020 to 13 June 2020,33000,12000,74000,14-day weighted estimates,0.9,2020-06-10,7857.142857142857,19821.42857142857,2571.428571428571,True,12285.714285714286,31166.666666666668,642.8571428571429,14796.50734752776,246875.6200396825,462.8624615869513,False,1.0,0.9,0.8,1.0,7857.142857142857,19821.42857142857,2571.428571428571,True,14796.507347527759,246875.62003968252,462.8624615869513,False
3,19-Jun-20,25.0,0.7,0.9,1.0,0.0,08 June 2020 to 21 June 2020,51000,21000,105000,14-day weighted estimates,0.8,2020-06-17,13660.714285714284,32142.857142857145,5000.0,True,16428.57142857143,37285.71428571429,2571.428571428572,23879.26599211113,295119.89052180643,1259.8917117867556,False,1.0,0.8,0.7,0.9,13660.714285714284,32142.857142857145,5000.0,True,23879.26599211113,295119.89052180643,1259.8917117867556,False
4,26-Jun-20,26.0,0.7,0.9,1.0,0.0,14 June 2020 to 27 June 2020,25000,12000,44000,14-day weighted estimates,0.8,2020-06-24,6696.428571428571,13469.38775510204,2857.142857142857,True,5690.476190476191,15380.952380952382,-3142.8571428571427,10091.842808551992,89951.46698135037,424.5074653237919,False,1.0,0.8,0.7,0.9,6696.428571428571,13469.387755102041,2857.142857142857,True,10091.169684606537,89944.60069527499,424.4724256446206,False
5,03-Jul-20,27.0,0.8,0.9,1.0,0.0,22 June 2020 to 05 July 2020,14000,5000,31000,14-day weighted estimates,0.8500000000000001,2020-07-01,3529.411764705882,8303.571428571428,1190.4761904761904,True,4566.666666666667,11897.61904761905,-383.33333333333314,6207.462985194077,98582.44928328476,163.69901006997785,False,0.9989764585465712,0.8500000000000001,0.8,0.9,3525.799265458486,8295.072379002779,1189.2576887459181,True,6201.040948809847,98488.90518249408,163.38268986183982,False
6,10-Jul-20,28.0,0.8,1.0,1.0,0.0,06 July 2020 to 12 July 2020,23600,15300,33900,modelled weekly estimates,0.9,2020-07-08,5619.047619047619,9080.35714285714,3278.5714285714284,True,8845.238095238095,13792.857142857143,4207.142857142857,10620.394219700256,39821.57952466701,2405.3642379834355,False,1.0,0.9,0.8,1.0,5619.047619047619,9080.357142857141,3278.5714285714284,True,10619.227020031374,39815.439468539735,2405.460922976651,False
7,17-Jul-20,29.0,0.8,1.0,1.0,0.0,13 July 2020 to 19 July 2020,27700,18500,39900,modelled weekly estimates,0.9,2020-07-15,6595.238095238095,10687.499999999998,3964.285714285714,True,10097.61904761905,16007.142857142857,5438.095238095239,12280.041307107913,45254.951097234254,3077.5102235666905,False,0.998581560283688,0.9,0.8,1.0,6585.883147585276,10672.340425531915,3958.662613981763,True,12237.542618833064,45100.89683610901,3066.0821872742617,False
8,24-Jul-20,30.0,0.8,1.0,1.0,0.0,20 July 2020 to 26 July 2020,35700,23700,53200,modelled weekly estimates,0.9,2020-07-22,8500.0,14249.999999999998,5078.571428571428,True,11942.857142857143,19326.19047619048,6400.0,15138.334245262731,59449.00887193333,3649.3421052631575,False,0.984375,0.9,0.8,1.0,8367.1875,14027.343749999998,4999.21875,True,14883.491647056833,58487.677094087994,3582.3958627665647,False
9,31-Jul-20,31.0,0.8,1.0,1.0,0.0,27 July 2020 to 02 August 2020,28300,18900,40800,modelled weekly estimates,0.9,2020-07-29,6738.095238095238,10928.571428571428,4050.0,True,8904.761904761906,14814.285714285714,3857.142857142857,11645.585633434486,43834.30804294506,2719.997641913909,False,0.9840255591054312,0.9,0.8,1.0,6630.45793397231,10753.993610223639,3985.3035143769966,True,11430.27566967258,43029.13583344468,2668.867646919677,False
10,07-Aug-20,32.0,0.8,1.0,1.0,0.0,03 August 2020 to 09 August 2020,28300,19000,40700,modelled weekly estimates,0.9,2020-08-05,6738.095238095238,10901.785714285712,4071.428571428571,True,9169.04761904762,14630.952380952382,4626.190476190476,11811.623165728235,43160.44583716945,2938.909493246228,False,0.9613152804642168,0.9,0.8,1.0,6477.433913604127,10480.053191489362,3913.9264990328825,True,11288.6332377858,41316.62714894955,2798.7273048805396,False
11,14-Aug-20,33.0,0.8,1.0,1.0,0.0,07 August 2020 to 13 August 2020,24600,16900,33800,modelled weekly estimates,0.9,2020-08-12,5857.142857142857,9053.571428571428,3621.428571428571,True,8192.857142857143,12616.666666666668,4161.904761904762,10408.163759115729,34147.933396731474,2812.365800081656,False,0.9277238403451996,0.9,0.8,1.0,5433.811064879026,8399.21405455386,3359.6856218215444,True,9466.32876431759,31155.751694936516,2539.28971548036,False
12,21-Aug-20,34.0,0.9,1.0,1.0,0.0,14 August 2020 to 20 August 2020,28200,20100,37900,modelled weekly estimates,0.95,2020-08-19,6360.902255639097,9023.809523809525,4307.142857142857,True,9578.57142857143,14047.61904761905,5664.285714285715,11415.937123529622,31965.827111070288,3753.100744632568,True,0.8124373119358074,0.95,0.9,1.0,5167.834330057842,7331.279552944547,3499.2835649806557,True,9134.259592149676,25748.192465325945,2962.3167116313566,True
13,28-Aug-20,35.0,0.9,1.1,1.0,0.0,19 August 2020 to 25 August 2020,27100,19300,36700,modelled weekly estimates,1.0,2020-08-26,5807.142857142857,8738.095238095239,3759.7402597402593,True,11290.476190476193,16169.04761904762,7076.190476190476,11653.890317328827,34482.31182019645,3692.8240067037823,True,0.7965540092776673,1.0,0.9,1.1,4625.702925305311,6960.364795354854,2994.8361777387618,True,9065.474631078105,26901.618162013503,2857.9893224618313,True
14,11-Sep-20,37.0,1.0,1.2,1.0,0.0,04 September 2020 to 10 September 2020,59800,46900,75200,modelled weekly estimates,1.1,2020-09-09,11649.350649350648,16114.285714285714,8375.0,True,25397.61904761905,32502.380952380958,19126.19047619048,23645.813831982865,52999.40388126008,10352.05601443338,True,0.7196850393700788,1.1,1.0,1.2,8383.863380713774,11597.210348706412,6027.362204724409,True,16717.87892264679,37579.448866046216,7286.007963052694,True
15,18-Sep-20,38.0,1.2,1.4,1.0,0.0,13 September 2020 to 19 September 2020,103600,85600,123400,modelled weekly estimates,1.2999999999999998,2020-09-16,17076.923076923078,22035.714285714283,13102.040816326533,True,38590.4761904762,47290.4761904762,30376.19047619048,32168.52356794049,60779.45315030775,16683.52060335926,True,0.6665162454873647,1.2999999999999998,1.2,1.4,11382.046653707304,14687.161552346572,8732.723053120166,True,21083.580461079215,39925.81729391067,10897.787401777408,True
16,25-Sep-20,39.0,1.2,1.5,1.0,0.0,18 September 2020 to 24 September 2020,116600,101000,133100,modelled weekly estimates,1.35,2020-09-23,18507.936507936505,23767.85714285714,14428.57142857143,True,47495.2380952381,55802.38095238096,39409.52380952381,36656.657090491,63090.71698988412,21160.066949036423,True,0.5985823050669467,1.348639853858532,1.1987909812075839,1.49848872650948,11089.696339684051,14241.367115466901,8645.397918330018,True,21680.07586681037,37427.76098622634,12462.216741336544,True
17,02-Oct-20,40.0,1.2,1.6,1.0,0.0,25 September 2020 to 01 October 2020,224400,203800,245700,modelled weekly estimates,1.4,2020-09-30,34346.93877551021,43874.99999999999,27294.64285714285,True,90507.14285714286,100542.85714285714,80726.19047619049,67640.58484015128,105043.56172231966,44127.83068795428,True,0.5901870808330392,1.3970319044513517,1.1974559181011586,1.596607890801545,20314.1869943211,25949.472824964985,16143.170212844514,True,38382.449725448816,59669.230049370104,25007.530553340694,True
18,09-Oct-20,41.0,1.2,1.5,1.0,0.0,02 October 2020 to 08 October 2020,336500,312200,362000,modelled weekly estimates,1.35,2020-10-07,53412.69841269841,64642.85714285714,44600.0,True,127088.09523809524,138916.6666666667,115623.80952380954,101376.88249557075,143519.21098222546,72230.94396032552,True,0.4346255718757524,1.349678663848772,1.199714367865575,1.499642959831969,23220.051587126374,28102.12781235429,19388.91558677792,True,42414.18623936267,60302.97534072311,30070.338216729335,True
19,16-Oct-20,42.0,1.2,1.4,1.0,0.0,10 October 2020 to 16 October 2020,433300,407500,459300,modelled weekly estimates,1.2999999999999998,2020-10-14,71423.07692307692,82017.85714285713,62372.44897959184,True,160976.1904761905,173685.7142857143,148297.61904761905,134350.05207932484,175578.84070543206,102944.25190251878,True,0.3916112119378907,1.2988495577792825,1.1989380533347223,1.3987610622238427,27994.85191387508,32147.56159946087,24447.38518574284,True,51833.190432384436,67821.44514860457,39660.50522916057,True
