,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0
0,557.0,721.0,943.0,985.0,1200.0,1507.0,2446.0,1558.0,1165.0,2697.0,2187.0,3097.0,3207.0,2319.0,3274.0,4513.0,3129.0,2456.0,3823.0,2452.0,4857.0,4505.0,5498.0,4973.0,4540.0,4070.0,7937.0,4109.0,7992.0,7511.0,4986.0,5170.0,4713.0,6265.0,7044.0,7886.0,9783.0,8322.0,6106.0,9694.0,8211.0,7397.0,7100.0,9678.0,10278.0,7907.0,8583.0,11562.0,7679.0,10423.0,8524.0,11457.0,12780.0,7076.0,6179.0,8457.0,12012.0,12381.0,13888.0,16215.0,13740.0,12166.0,14201.0,16398.0,18218.0,10213.0,10939.0,16303.0,9944.0,8931.0,15560.0,13726.0,9944.0,11336.0,14614.0,19051.0,9724.0,11324.0,14808.0,16974.0,13335.0,10397.0,19053.0,17181.0,17782.0,10472.0,16792.0,14092.0,12020.0,20736.0,25819.0,21495.0,17357.0,20312.0,21367.0,22496.0,15861.0,19919.0,18260.0,20447.0
