,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
0,1060.0,1023.0,1088.0,951.0,1067.0,1175.0,1070.0,995.0,1044.0,1165.0,1069.0,1017.0,889.0,1080.0,1098.0,1043.0,924.0,1031.0,961.0,944.0
