,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
0,5000.0,5068.0,5099.0,5091.0,5089.0,4985.0,5036.0,4972.0,5001.0,5176.0,5132.0,5128.0,5164.0,5159.0,5049.0,4944.0,4939.0,5070.0,5109.0,4996.0
