,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t
0,0.0,,,,,,,1.0,1.0,2.6421386826705713,1.0,1.0,3.4387504561976288,9,1
1,1.0,,,,,,,2.574255447097646,1.0,5.463284821476314,2.6099247517219757,1.0,5.470242780525375,9,1
2,2.0,,,,,,,1.7179261669767198,1.0,3.429039421583077,1.455503346366656,1.0,3.354048453206157,9,1
3,3.0,,,,,,,2.0386088939600695,1.0,4.630371636617088,1.9849740368008728,1.0,4.83444736376135,9,1
4,4.0,673.2499624185243,378.16286371927634,1195.760212952331,695.2572896914946,392.8071163631241,1296.912038591043,1.465498240469548,1.0,3.220119399874839,1.7126308344688481,1.0,3.599256934096551,9,1
5,5.0,751.8237780025145,412.9029887046609,1356.7618318538957,777.6405140477742,518.7356157621073,1383.892698563441,1.0,1.0,2.082464073439649,1.0,1.0,2.331160833548993,9,1
6,6.0,780.556422829558,449.70139317256053,1385.9111276135368,791.4051585875347,503.7972855386784,1333.2864253507253,1.1693953046864016,1.0,3.3689615603207623,1.032581677869928,1.0,3.606114288837699,9,1
7,7.0,681.6805679937357,389.5333077121202,1199.736768604596,704.196722123755,475.64285465041047,1042.758743253503,1.0,1.0,2.629365639778528,1.0,1.0,2.945186807750763,9,1
8,8.0,690.2527474870196,390.3851620475553,1189.4673726558117,677.7263869128324,468.4169152884308,1078.702535956019,5.357108707208337,1.0000014099580523,9.528785514918196,5.445045477989549,1.0,9.704462092604965,9,1
9,9.0,628.8168768281641,386.968821180326,1036.34188657421,571.7107201365243,457.7235001050455,766.0061035776013,1.3431107503700122,1.0,5.068164752523567,1.0,1.0,5.0817817929148505,9,1
10,10.0,582.9623208286907,380.8950384870435,949.2663954135021,557.7253693206928,423.43973489882615,715.5117989393627,2.349406143815613,1.0,4.222951307268717,2.2245671949785732,1.0,4.221244707101096,9,1
11,11.0,536.7188505079162,319.736129825931,890.4801904266859,533.5273585628199,438.75484127083314,674.0470383029405,4.476811392022227,1.0000000001012443,15.07545207427815,4.38413264579922,1.0,15.140631370510402,9,1
12,12.0,437.38619689075495,281.8451255318728,705.3183056004173,446.6568805277352,367.1326790586097,564.2665950140978,1.2545724405501264,1.0,3.6734633293812213,2.0295366448948324,1.0,4.690715538403633,9,1
13,13.0,484.9857828774834,337.5045120865104,773.7992598404902,464.7171602668026,391.7307642837155,613.0088965670247,1.0000008808438503,1.0,6.5857110943559904,1.0,1.0,6.767102045896416,9,1
14,14.0,572.0582351844204,371.3190036185721,914.8963752833015,537.7315416214672,430.34423424591466,678.2434270033913,3.821081971977584,1.0000461494105952,10.177632511154549,2.006055577950634,1.0,9.930253267196472,9,1
15,15.0,551.569916270832,376.20610945946373,863.1254402900886,469.3832777631029,408.31069106418664,572.8773063212586,1.0,1.0,4.01521976391359,1.0,1.0,4.295466418610065,9,1
