,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,lineage
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,43.0,82.0,174.0,311.0,541.0,926.0,1345.0,1705.0,1721.0,1428.0,991.0,682.0,410.0,246.0,131.0,78.0,42.0,18.0,11.0,4.0,6.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,44.0,106.0,162.0,291.0,482.0,668.0,830.0,830.0,682.0,501.0,319.0,209.0,127.0,73.0,50.0,27.0,16.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,46.0,82.0,157.0,288.0,439.0,653.0,779.0,824.0,701.0,473.0,285.0,176.0,113.0,59.0,42.0,21.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,52.0,94.0,183.0,300.0,522.0,797.0,960.0,917.0,742.0,561.0,393.0,264.0,160.0,87.0,53.0,26.0,14.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,59.0,89.0,218.0,396.0,650.0,908.0,1065.0,1083.0,895.0,667.0,412.0,256.0,144.0,79.0,38.0,17.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,53.0,86.0,190.0,355.0,561.0,841.0,959.0,873.0,726.0,520.0,320.0,194.0,102.0,61.0,33.0,15.0,9.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,29.0,57.0,104.0,164.0,292.0,439.0,525.0,548.0,425.0,292.0,167.0,111.0,69.0,44.0,33.0,19.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,22.0,38.0,92.0,145.0,224.0,304.0,332.0,348.0,294.0,222.0,135.0,94.0,55.0,38.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,43.0,98.0,176.0,294.0,527.0,696.0,878.0,852.0,707.0,525.0,333.0,190.0,101.0,61.0,40.0,24.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
