,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0
0,1.0,0.0,2.0,5.0,6.0,22.0,37.0,49.0,120.0,226.0,549.0,1020.0,2151.0,4049.0,7891.0,14640.0,25288.0,40025.0,52953.0,56821.0,48872.0,34858.0,22141.0,13341.0,7487.0,4277.0,2458.0,1323.0,722.0,394.0,263.0,137.0,82.0,26.0,18.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
