,19,23,24,25,26,27,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.025,0.10828025477707007,0.09395973154362416,0.18067226890756302,0.25118483412322273,0.5,0.7513227513227513,0.9358490566037736,0.9824945295404814,0.985981308411215,0.9950617283950617,0.9981366459627329,0.9989130434782608,0.9963235294117647,1.0,0.9867768595041322,0.9963503649635036,0.9886685552407932,0.9853137516688919,0.9726224783861671,0.9686800894854586,0.9618696186961869,0.9549248747913188,0.9422718808193669,0.9497847919655668,0.9329517579721995,0.9130434782608695,0.9234042553191489,0.8742911153119093,0.8946945337620579,0.841688654353562,0.8292682926829268,0.7718157181571815,0.7512234910277324,0.665514261019879,0.4481236203090508,0.10327868852459017,0.013927576601671309,0.0
