,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9285714285714286,0.9508196721311475,0.9024390243902439,0.855072463768116,0.7752293577981652,0.675609756097561,0.6308724832214765,0.5316455696202531,0.47352941176470587,0.41541353383458646,0.3778162911611785,0.33585858585858586,0.281437125748503,0.25842696629213485,0.21311475409836064,0.14754098360655737,0.14222222222222222,0.13526570048309178,0.15625,0.1347517730496454,0.04435483870967742,0.06015037593984962,0.04046242774566474,0.012658227848101266
