,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,52,1,1,52,655,544,270,286,9,86,48,26,69,136,28,61,123,276,218,410,298,790,680,532,577,1188,1336,445,305,61,450,207,160,141,248,399,346,158
