,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977544910179641,0.9977528089887641,0.9967213114754099,0.9836065573770492,0.9555555555555556,0.9323671497584541,0.76875,0.6737588652482269,0.4596774193548387,0.3634085213032581,0.2254335260115607,0.13924050632911392
