,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,2,1,11,28,93,199,858,2135,4293,8372,9334,8378,9901,11596,9823,8808,12668,13545,15586,14512,15911,17380,18459,19855,20992,19482,20025,18410,17582,19565,16414,22205,24753,22037,27192,28745,23855,12661,2532,924,321,18
