,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T,delta_t
98,0.0,4.0,8.0,98,367.21317571844673,254.93778201199683,528.5160503294665,9,1
99,0.0,4.0,8.0,99,426.9281531894341,299.7950034963823,610.5471858209455,9,1
100,1.0,5.0,9.0,0,389.78462664727124,287.76152584192783,525.7855627326152,9,1
101,1.0,5.0,9.0,1,392.1582279556674,283.9307176644323,542.1741394973617,9,1
102,1.0,5.0,9.0,2,400.49369999482866,293.65179345736925,538.510320574329,9,1
103,1.0,5.0,9.0,3,454.2195418660313,336.5224340100136,614.2510990435892,9,1
104,1.0,5.0,9.0,4,407.494952766896,296.6216207222759,540.2811447859053,9,1
105,1.0,5.0,9.0,5,443.2579698470974,324.16648148282025,598.6579113471314,9,1
106,1.0,5.0,9.0,6,487.12174746069564,357.8575482350716,666.8337299266019,9,1
107,1.0,5.0,9.0,7,511.017568701974,368.1868721540213,679.1151770697724,9,1
108,1.0,5.0,9.0,8,338.44512399473933,251.98434454372256,458.05536891894286,9,1
109,1.0,5.0,9.0,9,359.2134711342466,262.1976378581233,487.87340660403464,9,1
110,1.0,5.0,9.0,10,304.17369922983903,228.47486829939092,377.9867654683065,9,1
111,1.0,5.0,9.0,11,456.5211239388705,328.3141060337055,640.8573248433293,9,1
112,1.0,5.0,9.0,12,410.3175121842428,312.14418220188736,551.9437041583357,9,1
113,1.0,5.0,9.0,13,477.34596538997147,355.50579215016825,667.4276793611263,9,1
114,1.0,5.0,9.0,14,338.0483734556025,248.29948175083265,460.1149138948279,9,1
115,1.0,5.0,9.0,15,398.2738078886906,295.24234931514655,529.9340352563142,9,1
116,1.0,5.0,9.0,16,493.86477405709206,367.48007526564504,670.7673826976531,9,1
117,1.0,5.0,9.0,17,355.44303771102824,262.72735213185246,479.9952342885727,9,1
118,1.0,5.0,9.0,18,397.80034215225214,288.3319637076478,541.0726422122822,9,1
119,1.0,5.0,9.0,19,349.55665919023903,255.8193979557036,475.3215232817768,9,1
120,1.0,5.0,9.0,20,372.42470159604744,284.85738879935417,496.489165153054,9,1
121,1.0,5.0,9.0,21,392.45121405596143,286.95357453244407,533.6671859765045,9,1
122,1.0,5.0,9.0,22,343.1302104617473,251.83579699171696,463.04674355152105,9,1
123,1.0,5.0,9.0,23,387.12373847332776,281.84764226355446,513.6404633737563,9,1
124,1.0,5.0,9.0,24,456.0031795043425,332.0702957685742,632.243535050233,9,1
125,1.0,5.0,9.0,25,421.6618101447305,315.05884611750713,574.3866029893619,9,1
126,1.0,5.0,9.0,26,406.9585199151518,294.0611949119048,542.9312208481336,9,1
127,1.0,5.0,9.0,27,466.4899229365168,342.20631051954194,635.0951673194571,9,1
128,1.0,5.0,9.0,28,365.774462474444,271.11364533750003,493.2605188023316,9,1
129,1.0,5.0,9.0,29,459.31345359510493,335.6802979733312,627.6770606993845,9,1
130,1.0,5.0,9.0,30,365.73033101437494,269.57160425711845,496.13098457387474,9,1
131,1.0,5.0,9.0,31,379.79848964082987,289.0512440700606,499.7246039475649,9,1
132,1.0,5.0,9.0,32,454.9847030607519,336.2772537809694,610.7144402969116,9,1
133,1.0,5.0,9.0,33,480.22506176123153,367.72181931625016,645.2163983428513,9,1
134,1.0,5.0,9.0,34,391.6786191227756,288.47545296640635,525.6798844107767,9,1
135,1.0,5.0,9.0,35,439.8784358677748,324.0836643429135,607.1974036682915,9,1
136,1.0,5.0,9.0,36,412.85483721147455,314.4423741616544,558.2864492801319,9,1
137,1.0,5.0,9.0,37,538.2833564971598,391.9925167956752,712.176188397789,9,1
138,1.0,5.0,9.0,38,351.0279111513192,271.211080571592,463.2775625372383,9,1
139,1.0,5.0,9.0,39,516.6322266310269,376.5139830672945,722.0068064734953,9,1
140,1.0,5.0,9.0,40,488.6193273640143,357.2820745295098,666.4305398965887,9,1
141,1.0,5.0,9.0,41,358.7272460595269,259.99684380810857,477.21114990682673,9,1
142,1.0,5.0,9.0,42,507.07458209367746,369.6797187001328,699.8341642545355,9,1
143,1.0,5.0,9.0,43,420.13990464804175,310.776116807924,577.5015980358588,9,1
144,1.0,5.0,9.0,44,346.7090585208303,261.2374217939868,456.4638774640551,9,1
145,1.0,5.0,9.0,45,487.5082528543012,349.64357665002774,666.8325045760124,9,1
146,1.0,5.0,9.0,46,419.4564271474032,313.6151090505979,560.9921845739916,9,1
147,1.0,5.0,9.0,47,456.92632266730106,333.6356953292758,628.1885796080796,9,1
148,1.0,5.0,9.0,48,320.32150955865455,243.56976141319169,421.47971384357714,9,1
149,1.0,5.0,9.0,49,399.6586536183423,288.89151402869885,554.5820055576183,9,1
150,1.0,5.0,9.0,50,373.9488943518911,273.8286838943369,512.5523086987636,9,1
151,1.0,5.0,9.0,51,320.35001340002714,239.31423456904943,428.3547319854687,9,1
152,1.0,5.0,9.0,52,481.6086664867922,367.0909309389605,646.8893022567963,9,1
153,1.0,5.0,9.0,53,468.3593350708705,349.2953275001051,644.2057766563994,9,1
154,1.0,5.0,9.0,54,445.9710949478002,325.1620811138934,612.107595441669,9,1
155,1.0,5.0,9.0,55,413.4172885873125,300.5592349007324,568.5745614584251,9,1
156,1.0,5.0,9.0,56,454.576499749149,332.2611646183725,618.2330052756932,9,1
157,1.0,5.0,9.0,57,387.48287581190385,290.00812452577895,517.5272318359466,9,1
158,1.0,5.0,9.0,58,406.20110710318096,297.56343484935235,540.2070384897712,9,1
159,1.0,5.0,9.0,59,404.50719979306405,295.52652645139324,551.9074460893976,9,1
160,1.0,5.0,9.0,60,433.65199425734403,323.7194149283738,598.5142805840444,9,1
161,1.0,5.0,9.0,61,443.61774974909844,322.9558364335044,608.0434826058504,9,1
162,1.0,5.0,9.0,62,458.7409495201623,336.3717474571845,629.1022445468901,9,1
163,1.0,5.0,9.0,63,376.1348795137888,276.9052673189942,486.8706361457467,9,1
164,1.0,5.0,9.0,64,377.74878621390275,280.9421873190525,509.41115888066867,9,1
165,1.0,5.0,9.0,65,503.690502289297,371.07679586043497,677.5687398288727,9,1
166,1.0,5.0,9.0,66,410.55843600951965,304.0080013143387,560.8227315409385,9,1
167,1.0,5.0,9.0,67,521.001916669505,374.2869265242092,720.0921521688765,9,1
168,1.0,5.0,9.0,68,496.76814558769547,375.1288977564181,682.0069231974036,9,1
169,1.0,5.0,9.0,69,492.3181106972965,364.3149995209195,664.1915052050148,9,1
170,1.0,5.0,9.0,70,388.78554841987744,285.9830927614854,528.676481303379,9,1
171,1.0,5.0,9.0,71,440.5187649934923,331.97205961685233,601.0332413300829,9,1
172,1.0,5.0,9.0,72,422.01984744549924,310.15637790442156,577.8466690741142,9,1
173,1.0,5.0,9.0,73,498.5814337840658,359.93421726087087,679.3077411313362,9,1
174,1.0,5.0,9.0,74,376.94130733035377,285.1384200106739,498.870395083024,9,1
175,1.0,5.0,9.0,75,368.0202933643585,276.9118459773054,488.91846288936955,9,1
176,1.0,5.0,9.0,76,378.4995012160627,280.4800524854377,511.880143134584,9,1
177,1.0,5.0,9.0,77,468.60939497603886,349.37966719639815,645.0775040979873,9,1
178,1.0,5.0,9.0,78,450.82242672121987,326.7885020460209,599.5002567976046,9,1
179,1.0,5.0,9.0,79,455.0702351862421,346.02818407040223,618.8408354974575,9,1
180,1.0,5.0,9.0,80,422.98483217361695,308.11576439475806,553.8397267409861,9,1
181,1.0,5.0,9.0,81,343.0593364765497,252.24383299132862,468.1101525140916,9,1
182,1.0,5.0,9.0,82,416.16103669490917,302.5820836294175,570.8729995589734,9,1
183,1.0,5.0,9.0,83,503.9299517164196,375.15917137658914,675.9613293779549,9,1
184,1.0,5.0,9.0,84,471.7922944548074,344.3971987757284,643.5495407540848,9,1
185,1.0,5.0,9.0,85,386.15360055082056,288.9775045002681,514.8613225845486,9,1
186,1.0,5.0,9.0,86,491.47190722901917,357.53853745770806,688.2697074016854,9,1
187,1.0,5.0,9.0,87,324.8182152387965,239.38321849684675,432.744067150553,9,1
188,1.0,5.0,9.0,88,397.04981279879206,299.286043704632,526.5031422288513,9,1
189,1.0,5.0,9.0,89,417.51711887635616,303.6597744891434,568.8428835510432,9,1
190,1.0,5.0,9.0,90,598.0402173301504,433.42914932362635,848.5215318025447,9,1
191,1.0,5.0,9.0,91,442.40234319787635,326.54814098399856,600.3577356379958,9,1
192,1.0,5.0,9.0,92,411.22750035788647,302.719585205816,557.2473495959979,9,1
193,1.0,5.0,9.0,93,402.1569730559172,298.4370791452411,550.7584333258249,9,1
194,1.0,5.0,9.0,94,565.5354987924006,406.0883190369533,785.009305607557,9,1
195,1.0,5.0,9.0,95,383.43680330230865,292.6776279428251,516.7796237747953,9,1
196,1.0,5.0,9.0,96,453.58693047776853,331.72289023652155,622.542548056652,9,1
197,1.0,5.0,9.0,97,436.72730538516913,330.0981805179661,605.767820762117,9,1
198,1.0,5.0,9.0,98,404.1512897168977,300.2379849967772,544.3784418073034,9,1
199,1.0,5.0,9.0,99,449.19867511075824,335.54719318821685,580.5913096663248,9,1
200,2.0,6.0,10.0,0,483.3956587572831,364.8961502327926,630.1929087448987,9,1
201,2.0,6.0,10.0,1,473.7059441369835,356.9845987276817,641.5393006509164,9,1
202,2.0,6.0,10.0,2,547.7949426050616,411.6133341259982,730.5820008609259,9,1
203,2.0,6.0,10.0,3,460.25771623497826,348.6706888167461,607.7080305753929,9,1
204,2.0,6.0,10.0,4,422.72377174013855,322.64656215031397,542.5511906607712,9,1
205,2.0,6.0,10.0,5,454.367712885411,342.79225316766656,580.7950073063095,9,1
206,2.0,6.0,10.0,6,415.1667790990745,314.0004301254193,540.6604918881839,9,1
207,2.0,6.0,10.0,7,491.63440745278035,374.1728824597442,626.9598396581347,9,1
208,2.0,6.0,10.0,8,463.52043767239905,350.1439947741539,614.8656391434671,9,1
209,2.0,6.0,10.0,9,500.33945259959125,367.8167313896233,676.6155448794974,9,1
210,2.0,6.0,10.0,10,439.63271792230876,333.02794292790435,570.4654344806046,9,1
211,2.0,6.0,10.0,11,433.8206524627849,331.0187807467607,556.4060342984903,9,1
212,2.0,6.0,10.0,12,392.6031695780625,305.5109854098845,499.6118275043161,9,1
213,2.0,6.0,10.0,13,429.6348265545246,331.44285731042964,567.9796754460386,9,1
214,2.0,6.0,10.0,14,383.76471619425325,293.8305451773338,501.02311271128366,9,1
215,2.0,6.0,10.0,15,502.8617265753982,382.225617261251,663.818744767137,9,1
216,2.0,6.0,10.0,16,418.03596928388566,316.5008541167981,541.2584714553591,9,1
217,2.0,6.0,10.0,17,440.7482416831772,331.6018573578626,581.1551598926077,9,1
218,2.0,6.0,10.0,18,370.85154256965836,276.9977039169291,497.30675802870877,9,1
219,2.0,6.0,10.0,19,458.7559784749263,342.38349799958837,617.7907603159097,9,1
220,2.0,6.0,10.0,20,367.3232573663919,283.3024562778884,481.5075169570777,9,1
221,2.0,6.0,10.0,21,433.8642602482548,325.22347112674146,581.2844388984062,9,1
222,2.0,6.0,10.0,22,430.60605226125017,325.1758143587123,566.8666468977855,9,1
223,2.0,6.0,10.0,23,407.9964610774202,307.22910676493575,550.7018277166317,9,1
224,2.0,6.0,10.0,24,445.32808496947825,339.07739916826995,587.3051174356744,9,1
225,2.0,6.0,10.0,25,417.3472421233063,319.83204919267826,542.2863027454829,9,1
226,2.0,6.0,10.0,26,467.7819790534548,358.0944937977757,612.9823966700314,9,1
227,2.0,6.0,10.0,27,377.9776064515924,298.5540035197759,477.2301360689689,9,1
228,2.0,6.0,10.0,28,403.16014787865544,309.23167345071835,526.8252108836664,9,1
229,2.0,6.0,10.0,29,500.38557662521794,379.9201965061838,649.236646500208,9,1
230,2.0,6.0,10.0,30,435.2258820126565,326.34903330817946,585.649100432653,9,1
231,2.0,6.0,10.0,31,483.71316122176125,367.14395638266416,638.5861674029433,9,1
232,2.0,6.0,10.0,32,462.8018857724706,355.65398739959835,600.8288248838836,9,1
233,2.0,6.0,10.0,33,490.30474507058585,371.7311482397137,648.7560645750427,9,1
234,2.0,6.0,10.0,34,509.42225736033714,381.31123785664187,687.6787349131209,9,1
235,2.0,6.0,10.0,35,434.32454592504257,330.53134347064685,572.3964910890204,9,1
236,2.0,6.0,10.0,36,376.9098798149599,289.46900097931467,486.5691048411209,9,1
237,2.0,6.0,10.0,37,505.71600442242834,383.16999752931395,645.5872434098054,9,1
238,2.0,6.0,10.0,38,495.7033361655067,368.9853302417771,663.7272193902977,9,1
239,2.0,6.0,10.0,39,394.2809030775686,303.621544182361,521.6288547796482,9,1
240,2.0,6.0,10.0,40,427.8534534787354,318.9400619333002,578.4765206360064,9,1
241,2.0,6.0,10.0,41,525.3008896655888,394.196423136774,702.095681937988,9,1
242,2.0,6.0,10.0,42,345.0637757615011,264.1101090083989,444.7671516866918,9,1
243,2.0,6.0,10.0,43,383.8383322743418,291.54106098538097,504.1453300596514,9,1
244,2.0,6.0,10.0,44,415.18507911986774,314.7129927832374,549.8828089106955,9,1
245,2.0,6.0,10.0,45,445.293940871832,339.4432149561565,584.5204917474362,9,1
246,2.0,6.0,10.0,46,395.7000182047848,303.0785138179624,515.986656211516,9,1
247,2.0,6.0,10.0,47,532.0943757868962,399.2957128970677,700.3522806054763,9,1
248,2.0,6.0,10.0,48,367.3389179849502,278.13590155801904,482.6461163444831,9,1
249,2.0,6.0,10.0,49,497.2141877641177,383.0056225036476,644.8193881033791,9,1
250,2.0,6.0,10.0,50,460.0723974866665,354.89829736895507,608.2152444334332,9,1
251,2.0,6.0,10.0,51,406.8830618175664,309.1936165406792,514.5363933818683,9,1
252,2.0,6.0,10.0,52,392.64951026797945,307.3285509025816,512.3688954666768,9,1
253,2.0,6.0,10.0,53,458.26684634325704,342.3541614481896,612.2416677732571,9,1
254,2.0,6.0,10.0,54,591.0430692538471,436.4733865529797,801.0702473373948,9,1
255,2.0,6.0,10.0,55,450.028805955566,339.22480161797796,598.953708326655,9,1
256,2.0,6.0,10.0,56,425.9078401011026,315.21749007797246,567.7698787207524,9,1
257,2.0,6.0,10.0,57,398.97394420181763,307.6373171293096,518.9918584695338,9,1
258,2.0,6.0,10.0,58,396.45924122880115,304.51088019622114,514.3885856428191,9,1
259,2.0,6.0,10.0,59,428.4794167325389,331.4881653234157,525.4601744595169,9,1
260,2.0,6.0,10.0,60,464.9647320486865,352.33664741188016,614.0858866359105,9,1
261,2.0,6.0,10.0,61,540.8780273593392,405.9149730787974,712.4815554041357,9,1
262,2.0,6.0,10.0,62,383.26857134829777,293.6297056057371,506.82877556549175,9,1
263,2.0,6.0,10.0,63,402.0153872141032,312.2589429834455,513.7815205062877,9,1
264,2.0,6.0,10.0,64,423.8682110309667,322.5343575099605,558.008079874561,9,1
265,2.0,6.0,10.0,65,433.4466520154114,324.35777324289097,569.7589179631611,9,1
266,2.0,6.0,10.0,66,478.3663094286391,358.0949154465197,642.0795210103528,9,1
267,2.0,6.0,10.0,67,405.46532622003025,310.36286684277366,535.6605106741637,9,1
268,2.0,6.0,10.0,68,504.2011082728912,383.53137344783266,672.4681099765712,9,1
269,2.0,6.0,10.0,69,427.199592088933,329.3112750965205,553.4525103315292,9,1
270,2.0,6.0,10.0,70,540.3476672372221,407.8369703149615,722.143121483579,9,1
271,2.0,6.0,10.0,71,426.61223166392375,323.55724264496826,555.37065821753,9,1
272,2.0,6.0,10.0,72,395.15744458035874,298.01550713240294,528.7692173576481,9,1
273,2.0,6.0,10.0,73,500.16981919908176,376.13874944743117,663.7211188483442,9,1
274,2.0,6.0,10.0,74,412.72393301761485,316.05822755485525,527.6806198900985,9,1
275,2.0,6.0,10.0,75,383.74286639103923,292.1026712442604,490.4399787474862,9,1
276,2.0,6.0,10.0,76,416.8862546112769,321.2441883458973,539.1976573399364,9,1
277,2.0,6.0,10.0,77,414.0448449742199,315.2156532352937,538.3468438103711,9,1
278,2.0,6.0,10.0,78,508.1678713384456,379.62131123680643,676.0537591573835,9,1
279,2.0,6.0,10.0,79,356.4308266450218,270.39789632883185,465.64612782538495,9,1
280,2.0,6.0,10.0,80,365.7011160352151,278.4370047872049,462.5943699053071,9,1
281,2.0,6.0,10.0,81,375.1981457137151,283.7561673194453,495.3612292767719,9,1
282,2.0,6.0,10.0,82,502.31411740456866,381.3641846343841,660.6351817369963,9,1
283,2.0,6.0,10.0,83,471.2462157969417,357.1068716704648,624.5247030257254,9,1
284,2.0,6.0,10.0,84,349.9736046108985,267.84274644406395,454.9573135251036,9,1
285,2.0,6.0,10.0,85,483.5392985545633,372.31269385350475,641.4626858422145,9,1
286,2.0,6.0,10.0,86,511.8132352379503,386.0555361312108,677.3222643671111,9,1
287,2.0,6.0,10.0,87,438.79721114471204,333.85829105699133,538.0884513071287,9,1
288,2.0,6.0,10.0,88,417.8571701140839,321.2195329887829,539.2508965049312,9,1
289,2.0,6.0,10.0,89,488.2782651994526,363.7018622339327,656.6000343281419,9,1
290,2.0,6.0,10.0,90,414.53824955899904,318.3000354481037,539.5522215345592,9,1
291,2.0,6.0,10.0,91,450.84449452702506,345.81919192659933,583.5772613791698,9,1
292,2.0,6.0,10.0,92,430.567528588917,325.0288172566424,572.3871318503418,9,1
293,2.0,6.0,10.0,93,389.0753252056953,294.602543494777,504.60455247074884,9,1
294,2.0,6.0,10.0,94,452.2921416056372,339.2816617697914,604.2664407566534,9,1
295,2.0,6.0,10.0,95,502.7108460007417,377.07287244462225,659.4773880123322,9,1
296,2.0,6.0,10.0,96,400.54690379505234,313.34095589725536,526.5283880978491,9,1
297,2.0,6.0,10.0,97,466.6353294189563,351.00057337439296,617.708281772118,9,1
298,2.0,6.0,10.0,98,409.7496885994917,314.5952069403004,536.53490644885,9,1
299,2.0,6.0,10.0,99,402.66633987004974,306.24765779288816,530.8585984184276,9,1
300,3.0,7.0,11.0,0,381.8523318989028,292.2263464253541,498.41407507161904,9,1
301,3.0,7.0,11.0,1,324.8595071539106,254.55126529232777,411.9747921054298,9,1
302,3.0,7.0,11.0,2,389.2038638470973,307.8819897431748,493.09277154776595,9,1
303,3.0,7.0,11.0,3,420.1329903193558,332.26798476079813,542.1949681876074,9,1
304,3.0,7.0,11.0,4,420.4232610548506,321.94744648612715,541.4203991536017,9,1
305,3.0,7.0,11.0,5,394.65689292638496,305.81171235407294,507.9158200157951,9,1
306,3.0,7.0,11.0,6,372.0309510747075,289.97071741110943,463.8580092136904,9,1
307,3.0,7.0,11.0,7,386.601917834224,299.71324470364607,497.60824040253146,9,1
308,3.0,7.0,11.0,8,383.21160160021793,298.33681115294615,490.90187615467266,9,1
309,3.0,7.0,11.0,9,454.377390268136,351.12749092364,595.2240619544717,9,1
310,3.0,7.0,11.0,10,455.05252531809896,365.463618914791,593.3757180543761,9,1
311,3.0,7.0,11.0,11,423.8271596681955,327.87945341852156,541.2658415253376,9,1
312,3.0,7.0,11.0,12,369.78220252642166,289.3743858228122,467.56048399713893,9,1
313,3.0,7.0,11.0,13,396.59145509509443,308.69591455243653,499.5408520471107,9,1
