,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16541353383458646,0.1404494382022472,0.19672131147540983,0.358974358974359,0.27450980392156865,0.42105263157894735,0.6373626373626373,0.6168582375478927,0.6182795698924731,0.6517189835575485,0.6187290969899666,0.6191819464033851,0.502127659574468,0.4644808743169399,0.27977839335180055,0.20434782608695654,0.16971279373368145,0.1565217391304348,0.11627906976744186,0.0711743772241993,0.033622559652928416,0.027522935779816515,0.029646522234891677,0.020913593835993397,0.016359918200409,0.0069767441860465115,0.0056925996204933585,0.0030643513789581204,0.0012919896640826874,0.005889281507656066,0.001968503937007874,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
