,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t
21,39.0,,,,,,,1.0,1.0,4.544157067744335,1.0,1.0,3.6923612251940776,9,1
22,40.0,,,,,,,1.0,1.0,2.361701401672949,1.0,1.0,2.1186481997690403,9,1
23,41.0,,,,,,,1.0,1.0,5.700814171201936,1.0,1.0,4.68403788555761,9,1
24,42.0,,,,,,,1.0,1.0,2.9598170560421186,1.0,1.0,1.8601657244311964,9,1
25,43.0,1349.4578678138196,339.88031626252945,3482.524922894926,49430.75041886841,16598.58511927589,82262.91571846092,1.0,1.0,2.20300255808084,1.0,1.0,1.2269415586978873,9,1
26,44.0,,,,,,,1.0,1.0,3.359603799161286,1.0,1.0,2.5564558329540046,9,1
27,45.0,1740.7639323760304,573.0869070651886,4529.78508333177,,,,1.0,1.0,1.8408239283688395,1.0,1.0,1.0,9,1
28,46.0,2019.001861105827,637.0055012093082,4647.439941539397,,,,1.0,1.0,4.807600137160882,1.0,1.0,3.379738666745297,9,1
29,47.0,3355.186061375324,912.1538759283219,6591.427355537762,2756.3288998076014,2756.3288998076014,2756.3288998076014,1.0,1.0,2.3246277704841196,1.0,1.0,1.0921424264923665,9,1
30,48.0,3496.426661803304,1039.8460252606365,6644.33130699737,,,,1.0,1.0,2.989329184122807,1.0,1.0,2.247156058019256,9,1
31,49.0,3199.3578517558594,819.157166259722,7680.955766446276,,,,1.0,1.0,2.885233289709829,1.0,1.0,2.3662724225158827,9,1
32,50.0,2763.4843224841825,678.368578215882,4939.092565503412,,,,1.0,1.0,2.6226279648849613,1.0,1.0,1.4487515517297043,9,1
33,51.0,1772.4687033945577,534.9470514436916,3620.334431141431,2570.107194591601,1344.282967789567,3795.9314213936345,1.0,1.0,2.4020480208414865,1.0,1.0,1.4631848420313855,9,1
34,52.0,1820.328618275898,448.6804126279506,3534.0824413792325,,,,1.0,1.0,3.2513081163867614,1.0,1.0,2.4935375809361746,9,1
35,53.0,1088.4391481348478,267.67576283910626,2384.0548294120563,1403.5088964455438,1403.5088964455438,1403.5088964455438,1.0,1.0,3.2937110384220003,1.0,1.0,2.570416323500673,9,1
36,54.0,,,,,,,1.0,1.0,2.449928579333656,1.0,1.0,1.7512470417946047,9,1
37,55.0,,,,,,,1.0,1.0,3.601142190711469,1.0,1.0,2.5595698614684648,9,1
38,56.0,,,,,,,1.0,1.0,2.9663476491822416,1.0,1.0,2.0203897265202038,9,1
39,57.0,,,,,,,1.0,1.0,3.0339522625507573,1.0,1.0,1.8670446817027808,9,1
