,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,1,32,2,4,5,28,220,187,86,106,14,48,25,18,5,17,55,115,115,145,146,257,105,377,410,483,157,551,572,397,204,128,389,513,234,464,562,827,876,1297,601,835,906,733,632,653,665,888,536,359,385,361,397,467,508,663,904,1392,1458,1196,1260,1402,1147,1022,1383,1493,1669,1569,1697,1947,1911,2109,2282,2124,2167,2094,1965,2204,1877,2642,2990,2810,3511,3973,3808,4448,2138,3223,2882,350
