,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,72.0,,,,,,,2.677977713150634,1.0,7.579752382257324,3.23076133802187,1.0,8.563207448820565,9,0.5990566037735849,,,,,,
1,73.0,,,,,,,1.9327524239615947,1.0,6.851045386289134,2.0494768484977306,1.0,8.852632863104834,9,0.5750528541226215,,,,,,
2,74.0,,,,,,,1.0,1.0,7.171765510433643,2.241973324958869,1.0,8.20548971540096,9,0.538899430740038,,,,,,
3,75.0,,,,,,,4.364309227615584,1.0,14.576401788987877,5.85548944786091,1.0,13.878480470464789,9,0.5466666666666666,,,,,,
4,76.0,217.28139149522696,114.16300447513323,421.841607505477,259.1207771673547,90.63526989140016,3339.154350192367,1.7030793620546008,1.0,10.549084112258342,2.087358208594428,1.0,10.125779616887232,9,0.4783625730994152,454.2190457907556,238.65371351158657,881.8449252253859,541.6827982349346,189.46981847713235,6980.383788299447
5,77.0,181.1748023719611,100.98801010589318,340.5748979232338,201.2309165282848,114.67513226537554,480.941345745961,1.0,1.0,3.774835587219629,1.0,1.0,3.765004870796999,9,0.4700854700854701,385.4082159548991,214.82903967980914,724.4956919457883,428.07304061471496,243.94528136452615,1023.0934082232261
6,78.0,221.7878158651754,128.13373840157715,416.9845148658197,229.68551033593047,128.60920924259906,524.2531637582098,1.1697157977963224,1.0,4.523740269636228,1.436592818875104,1.0,4.5444512864131,9,0.4722932651321398,469.5976678878172,271.30121867337544,882.8932056635496,486.3196816318528,272.3079466454309,1110.0161752497836
7,79.0,233.2581584936985,125.57422407020746,419.2849116131203,248.3327957253756,156.08555249305866,508.47257758285497,1.185689854540442,1.0,3.937883154207921,1.0,1.0,4.0064828978975005,9,0.4699777613046701,496.31743818296417,267.19184269828054,892.1377693471597,528.3926521033623,332.1126345633062,1081.9077399988507
8,80.0,298.4265306892181,172.70895532275148,547.5950597903443,297.89612650694744,195.184735404449,502.5719080466649,1.0,1.0,4.9287608543359225,1.0,1.0,5.659929464325918,9,0.513909224011713,580.6989186915555,336.0689928360093,1065.5482217572796,579.666821664516,379.80391533116426,977.9390689341086
9,81.0,264.3689288954876,153.21551747826572,489.3027268501145,243.0839070579163,178.770804404162,408.9891613559476,1.0,1.0,3.3736912640047936,1.0,1.0,3.910281072785765,9,0.5071428571428571,521.2908457094122,302.11510488672116,964.8222782960005,479.32038011420116,352.5058115011645,806.4575012652489
10,82.0,303.1931153345221,180.30123346270904,577.5777339686947,259.8995782473314,206.5251298533796,344.49758226465536,1.888449736352132,1.0,10.260631250427677,1.0,1.0,10.80727413837456,9,0.4899497487437186,618.824922580204,367.99944060593947,1178.8509647155922,530.4617032945533,421.52308554689785,703.1283986735017
11,83.0,391.5374609012422,228.92028591876368,736.9796332624729,357.9937109496723,279.9376070062312,473.77233172935206,3.379500512018012,1.0,11.24648011493756,3.386832550304905,1.0,9.644143163615986,9,0.5324508966695133,735.3494253654444,429.93689624839175,1384.126945549889,672.3506584155032,525.7529074647902,889.7953495670749
12,84.0,445.5987472849012,262.3087123870274,843.0505501989344,421.4930351650954,338.43001817827894,603.8728179371512,1.0,1.0,7.790345770086453,1.028238396617891,1.0,8.068313480925102,9,0.5197060788243153,857.40530165231,504.7251188218252,1622.1679609868957,811.02194555546,651.1950349779994,1161.9506535371663
13,85.0,552.013472186504,315.73157893287134,1020.219572591947,549.1488912969955,417.05080178789984,728.2485151101721,1.0,1.0,3.8174430556508994,1.0,1.0,3.261426001176581,9,0.5382262996941896,1025.6159398010616,586.6149222218689,1895.5215922589016,1020.293678716577,774.8614328672912,1353.0526388694675
14,86.0,822.718195191612,453.4308072844245,1476.8302294108787,820.7041598857169,628.9645769644123,1269.66058717426,1.0,1.0,2.0435732594320646,1.0,1.0,2.0635807115214666,9,0.5546082013804303,1483.4223387678921,817.569603471111,2662.83517938433,1479.7908827221968,1134.0700974109427,2289.2928449562246
15,87.0,829.377292846719,422.0132415406844,1376.1205998514731,829.8902414422121,628.9032117383641,1045.6164998401196,1.0,1.0,1.3589328023533795,1.0,1.0,1.2811467895598572,9,0.5929402929027413,1398.7534710898117,711.729741749742,2320.8417716304452,1399.6185642562448,1060.651838416253,1763.443153308574
16,88.0,1212.5501606902476,692.5968430885198,2258.5866080028763,1176.5952528777557,907.163955259495,1509.4332038024872,1.119227335440773,1.0,2.8907834806430848,1.0,1.0,3.038770421502451,9,0.597045191193511,2030.9185612337385,1160.04090361066,3782.9407912789566,1970.697143587585,1519.422597552536,2528.1724500369655
17,89.0,1227.342201319129,712.2769736967339,2320.240805137244,1194.9688716652022,922.256877405534,1629.8279581315142,1.0,1.0,2.466917563304908,1.0,1.0,2.4669298576961696,9,0.5630017452006981,2179.997152374026,1265.1416798767157,4121.196470377064,2122.4958569874793,1638.1066049391536,2894.8897086464895
