,lineage,s
212,212,-1.0854
213,213,-4.3772
214,214,-4.9024
215,215,-0.79864
216,216,-1.8295
217,217,-1.7655
218,218,-0.054938
219,219,-2.5422
220,220,-2.6445
221,221,-2.2634
222,222,-0.45799
223,223,-0.13216
224,224,-1.8735
225,225,-4.0995
226,226,-3.2786
227,227,-1.443
228,228,-1.7914
229,229,-1.8295
230,230,-3.7431
231,231,-2.2417
232,232,-1.2847
233,233,-3.3793
234,234,-2.9282
235,235,-1.8953
236,236,-3.8511
237,237,-4.3772
238,238,-2.2807
239,239,-2.9487
240,240,-1.8295
241,241,-0.97058
242,242,-1.4775
243,243,-1.0665
244,244,-2.9487
245,245,-4.3132
246,246,-0.88743
247,247,-2.9282
248,248,-4.9983
249,249,-3.3793
250,250,-0.71366
251,251,-3.8997
252,252,-1.6114
253,253,-2.6445
254,254,-2.9487
255,255,-3.2786
256,256,-1.3411
257,257,-3.6408
258,258,-2.0463
259,259,-3.8997
260,260,-3.3793
261,261,-0.90614
262,262,-0.30492
263,263,-3.3889
264,264,-2.3361
265,265,-3.8511
266,266,-2.3401
267,267,-1.3452
268,268,-3.6408
269,269,-0.98225
270,270,-2.6445
271,271,-2.2807
272,272,-2.9282
273,273,-1.9437
274,274,-0.36357
275,275,-2.193
276,276,-0.90666
277,277,-0.16766
278,278,-3.6408
279,279,-0.85935
280,280,-2.7525
281,281,-1.3832
282,282,-3.6408
283,283,-5.3529
284,284,-0.32547
285,285,-3.2285
286,286,-0.4454
287,287,-1.9052
288,288,-3.0981
289,289,-0.021567
290,290,-0.35241
291,291,-3.3793
292,292,-1.9538
293,293,-5.9511
294,294,-1.055
295,295,-3.3793
296,296,-1.5985
297,297,-2.5402
298,298,-2.1536
299,299,-0.21126
300,300,-5.9511
301,301,-2.9282
302,302,-0.17719
303,303,-2.5422
304,304,-3.8038
305,305,-1.6606
306,306,-7.0497
307,307,-0.60259
308,308,-1.2663
309,309,-1.2371
310,310,-2.2807
311,311,-1.0759
312,312,-0.33829
313,313,-1.2847
314,314,-3.5627
315,315,-0.50525
316,316,-2.5422
317,317,-2.0463
318,318,-3.7431
319,319,-3.2285
320,320,-2.9282
321,321,-3.293
322,322,-1.0028
323,323,-3.2285
324,324,-1.6692
325,325,-0.4454
326,326,-3.7431
327,327,-0.26767
328,328,-1.6168
329,329,-3.8997
330,330,-2.2508
331,331,-4.9024
332,332,-4.901
333,333,-0.86417
334,334,-6.5105
335,335,-2.5422
336,336,-2.5422
337,337,-3.3793
338,338,-1.3411
339,339,-1.1888
340,340,-3.6408
341,341,-3.3793
342,342,-3.3793
343,343,-2.6445
344,344,-1.4887
345,345,-5.4119
346,346,-0.2939
347,347,-4.3772
348,348,-2.4313
349,349,-0.43961
350,350,-3.3793
351,351,-3.0794
352,352,-2.9282
353,353,-2.9487
354,354,-2.2451
355,355,-0.82486
356,356,-2.2807
357,357,-1.8123
358,358,-2.8011
359,359,-0.027204
360,360,-2.9282
361,361,-0.29575
362,362,-0.59604
363,363,-0.46626
364,364,-3.2285
365,365,-1.0028
366,366,-0.85935
367,367,-3.8038
368,368,-1.2826
369,369,-0.69637
370,370,-0.60662
371,371,-1.0523
372,372,-3.2285
373,373,-2.1336
374,374,-0.46921
375,375,-1.0504
376,376,-3.8511
377,377,-1.7794
378,378,-1.8295
379,379,-0.38653
380,380,-3.3889
381,381,-1.0877
382,382,-3.0009
383,383,-0.22011
384,384,-3.3793
385,385,-2.5422
386,386,-1.4334
387,387,-0.41376
388,388,-4.1505
389,389,-0.53026
390,390,-1.8295
391,391,-1.2713
392,392,-0.044324
393,393,-1.0028
394,394,-2.9282
395,395,-1.0723
396,396,-1.1916
397,397,-0.10043
398,398,-3.7431
399,399,-2.0314
400,400,-2.2807
401,401,-2.18
402,402,-3.3793
403,403,-4.9983
404,404,-0.9316
405,405,-1.1227
406,406,-2.2807
407,407,-2.9282
408,408,-2.9487
409,409,-0.55042
410,410,-0.26635
411,411,-1.9153
412,412,-0.056844
413,413,-6.5105
414,414,-2.2807
415,415,-1.8501
416,416,-4.0995
417,417,-2.2478
418,418,-2.8011
419,419,-3.8038
420,420,-1.8281
421,421,-0.76028
422,422,-4.3132
423,423,-1.3253
424,424,-4.9024
425,425,-2.9282
426,426,-0.21105
427,427,-0.22957
428,428,-3.8038
429,429,-1.0099
430,430,-0.18377
431,431,-1.3187
432,432,-2.6186
433,433,-3.2285
434,434,-0.79361
435,435,-1.2826
436,436,-1.8501
437,437,-2.141
438,438,-0.67851
439,439,-0.26408
440,440,-2.9487
441,441,-2.2807
442,442,-2.9282
443,443,-3.9993
444,444,-0.52377
445,445,-1.0313
446,446,-3.2285
447,447,-1.2826
448,448,-1.9023
449,449,-1.0504
450,450,-0.80215
451,451,-3.3793
452,452,-0.23613
453,453,-3.6773
454,454,-5.1038
455,455,-3.8038
456,456,-0.049541
457,457,-2.9487
458,458,-0.82486
459,459,-1.0957
460,460,-0.30909
461,461,-3.3793
462,462,-0.66354
463,463,-1.3874
464,464,-2.2903
465,465,-2.8155
466,466,-1.6191
467,467,-1.2574
468,468,-0.27944
469,469,-2.7493
470,470,-2.9282
471,471,-2.6603
472,472,-0.45975
473,473,-3.8038
474,474,-1.5706
475,475,-1.7169
476,476,-3.7431
477,477,-2.0692
478,478,-3.8038
479,479,-1.6949
480,480,-2.1299
481,481,-4.3772
482,482,-4.3772
483,483,-2.193
484,484,-1.6507
485,485,-2.149
486,486,-0.75149
487,487,-3.7431
488,488,-2.1299
489,489,-0.53026
490,490,-1.8295
491,491,-2.9487
492,492,-7.0497
493,493,-0.35257
494,494,-0.26635
495,495,-3.3793
496,496,-5.5257
497,497,-1.0028
498,498,-3.3793
499,499,-2.2903
500,500,-3.3793
501,501,-4.0995
502,502,-3.7431
503,503,-2.9565
504,504,-1.1132
505,505,-4.9983
506,506,-2.9487
507,507,-3.7431
508,508,-3.3793
509,509,-3.6408
510,510,-4.1505
511,511,-2.5873
512,512,-4.3416
513,513,-1.8501
514,514,-1.7972
515,515,-2.0692
516,516,-2.9487
517,517,-2.9282
518,518,-1.028
519,519,-2.6445
520,520,-1.3327
521,521,-1.0311
522,522,-0.034303
523,523,-0.1155
524,524,-0.22011
525,525,-3.6408
526,526,-2.3768
527,527,-2.6004
528,528,-0.75149
529,529,-0.090217
530,530,-3.3793
531,531,-1.8123
532,532,-2.4334
533,533,-3.2285
534,534,-2.9267
535,535,-0.23409
536,536,-4.9024
537,537,-3.7431
538,538,-2.5017
539,539,-3.6408
540,540,-4.9024
541,541,-1.3452
542,542,-3.7431
543,543,-3.7431
544,544,-3.2285
545,545,-2.9487
546,546,-4.098
547,547,-2.5422
548,548,-4.9983
549,549,-6.5105
550,550,-0.40052
551,551,-2.0692
552,552,-2.4425
553,553,-2.6445
554,554,-2.1336
555,555,-0.67129
556,556,-2.1651
557,557,-4.9024
558,558,-1.6319
559,559,-0.10905
560,560,-2.1944
561,561,-1.055
562,562,-1.2273
563,563,-0.11238
564,564,-1.1536
565,565,-3.8997
566,566,-0.50525
567,567,-0.73219
568,568,-1.3905
569,569,-0.46074
570,570,-3.2285
571,571,-1.0877
572,572,-1.8295
573,573,-2.9282
574,574,-0.18773
575,575,-4.3132
576,576,-4.6613
577,577,-2.6445
578,578,-3.375
579,579,-3.8511
580,580,-0.9382
581,581,-3.3793
582,582,-1.649
583,583,-1.8295
584,584,-2.1944
585,585,-1.0877
586,586,-2.5422
587,587,-0.0042756
588,588,-1.8735
589,589,-2.8011
590,590,-0.38377
591,591,-1.0759
592,592,-1.8501
593,593,-1.0313
594,594,-0.85935
595,595,-0.10742
596,596,-0.1155
597,597,-1.4334
598,598,-0.81439
599,599,-6.5105
600,600,-1.2388
601,601,-0.096168
602,602,-1.1065
603,603,-0.11469
604,604,-0.77776
605,605,-0.68637
606,606,-2.1948
607,607,-4.1126
608,608,-1.6191
609,609,-2.9282
610,610,-2.9282
611,611,-1.6191
612,612,-1.2273
613,613,-0.55082
614,614,-1.1412
615,615,-3.7431
616,616,-3.7431
617,617,-4.6613
618,618,-2.1536
619,619,-2.0446
620,620,-2.3375
621,621,-0.17253
622,622,-3.8038
623,623,-2.9487
624,624,-2.9282
625,625,-2.2634
626,626,-1.7699
627,627,-1.3294
628,628,-1.3874
629,629,-1.7699
630,630,-3.2285
631,631,-4.9983
632,632,-2.2807
633,633,-6.5105
634,634,-3.6408
635,635,-1.8501
636,636,-4.3416
637,637,-1.8501
638,638,-1.8501
639,639,-4.901
640,640,-0.24455
641,641,-0.83706
642,642,-2.0314
643,643,-2.1299
644,644,-4.901
645,645,-2.9282
646,646,-3.814
647,647,-2.9282
648,648,-0.73094
649,649,-4.9024
650,650,-0.48299
651,651,-1.0106
652,652,-3.8038
653,653,-1.8501
654,654,-0.68081
655,655,-2.5422
656,656,-3.2285
657,657,-1.1821
658,658,-1.7147
659,659,-3.3889
660,660,-0.50764
661,661,-0.55082
662,662,-0.59628
663,663,-0.20251
664,664,-4.901
665,665,-0.91194
666,666,-1.9793
667,667,-2.6445
668,668,-1.1306
669,669,-1.4269
670,670,-0.94773
671,671,-1.3452
672,672,-1.4334
673,673,-1.5345
674,674,-0.24124
675,675,-1.3452
676,676,-0.090657
677,677,-1.2826
678,678,-0.73562
679,679,-6.5642
680,680,-0.1155
681,681,-0.55082
682,682,-3.8997
683,683,-1.4695
684,684,-1.3347
685,685,-2.6004
686,686,-3.3793
687,687,-3.814
688,688,-1.9295
689,689,-5.7599
690,690,-2.9282
691,691,-1.3173
692,692,-3.8038
693,693,-0.7704
694,694,-2.6139
695,695,-0.18612
696,696,-2.5422
697,697,-1.9563
698,698,-0.81439
699,699,-2.9487
700,700,-3.6408
701,701,-1.544
702,702,-0.7156
703,703,-3.8997
704,704,-3.2786
705,705,-1.1389
706,706,-2.8011
707,707,-2.6244
708,708,-2.9487
709,709,-2.9487
710,710,-4.367
711,711,-1.8501
712,712,-3.3793
713,713,-1.3874
714,714,-0.71284
715,715,-2.6004
716,716,-0.094947
717,717,-2.9487
718,718,-4.9024
719,719,-1.4436
720,720,-2.0463
721,721,-3.2786
722,722,-5.1038
723,723,-0.48691
724,724,-1.4059
725,725,-2.1299
726,726,-3.6408
727,727,-4.9983
728,728,-2.5256
729,729,-2.9282
730,730,-2.22
731,731,-2.9487
732,732,-0.15411
733,733,-1.1681
734,734,-3.7431
735,735,-0.35826
736,736,-1.8628
737,737,-1.9529
738,738,-4.9024
739,739,-0.66616
740,740,-1.1584
741,741,-0.92076
742,742,-4.3772
743,743,-1.0759
744,744,-1.8295
745,745,-0.88061
746,746,-2.1336
747,747,-0.24784
748,748,-2.9487
749,749,-4.6613
750,750,-3.6408
751,751,-3.6408
752,752,-2.9282
753,753,-1.7699
754,754,-4.3772
755,755,-3.2285
756,756,-2.9282
757,757,-1.2172
758,758,-2.5422
759,759,-4.0995
760,760,-1.2273
761,761,-3.6824
762,762,-1.1536
763,763,-2.2807
764,764,-1.4532
765,765,-6.5105
766,766,-0.39862
767,767,-4.3772
768,768,-3.2285
769,769,-0.39154
770,770,-3.6408
771,771,-0.63408
772,772,-2.0314
773,773,-0.98145
774,774,-3.814
775,775,-2.7525
776,776,-0.53295
777,777,-1.1191
778,778,-0.99097
779,779,-0.1292
780,780,-0.66354
781,781,-1.8501
782,782,-0.26635
783,783,-0.58992
784,784,-4.9983
785,785,-4.1968
786,786,-0.4207
787,787,-2.1536
788,788,-0.29133
789,789,-0.52421
790,790,-2.9487
791,791,-4.3132
792,792,-3.6582
793,793,-0.98225
794,794,-0.22011
795,795,-1.4334
796,796,-1.7169
797,797,-0.4349
798,798,-1.0175
799,799,-3.0765
800,800,-2.9282
801,801,-3.9455
802,802,-3.5627
803,803,-0.45167
804,804,-1.0313
805,805,-3.8038
806,806,-2.1299
807,807,-0.68148
808,808,-1.8486
809,809,-0.36175
810,810,-3.3793
811,811,-0.85517
812,812,-0.27091
813,813,-1.6692
814,814,-7.0497
815,815,-0.54414
816,816,-1.2371
817,817,-0.38442
818,818,-2.7059
819,819,-4.9024
820,820,-5.4119
821,821,-1.7699
822,822,-1.2371
823,823,-2.4674
824,824,-1.4436
825,825,-1.7972
826,826,-4.3772
827,827,-1.4318
828,828,-1.6168
829,829,-2.9487
830,830,-4.1968
831,831,-0.64836
832,832,-3.814
833,833,-3.8511
834,834,-3.7431
835,835,-1.4334
836,836,-1.0598
837,837,-2.9282
838,838,-0.57282
839,839,-1.5552
840,840,-1.2713
841,841,-2.1299
842,842,-1.2648
843,843,-0.93276
844,844,-0.86956
845,845,-3.7431
846,846,-2.4329
847,847,-1.2417
848,848,-2.3375
849,849,-0.36321
850,850,-2.9487
851,851,-6.5105
852,852,-0.3698
853,853,-0.73094
854,854,-0.094947
855,855,-2.9282
856,856,-0.19266
857,857,-2.2807
858,858,-4.3772
859,859,-1.8501
860,860,-0.75149
861,861,-0.22652
862,862,-1.4213
863,863,-2.8469
864,864,-1.9023
865,865,-0.51226
866,866,-3.014
867,867,-6.4041
868,868,-0.066703
869,869,-1.544
870,870,-4.9024
871,871,-0.40937
872,872,-2.2807
873,873,-1.3187
874,874,-0.98225
875,875,-1.2216
876,876,-4.9983
877,877,-2.2807
878,878,-2.2807
879,879,-2.2903
880,880,-1.3411
881,881,-2.6244
882,882,-0.75149
883,883,-1.4059
884,884,-7.0497
885,885,-3.2285
886,886,-2.1944
887,887,-1.2826
888,888,-3.6408
889,889,-4.1967
890,890,-0.72947
891,891,-1.4424
892,892,-1.8295
893,893,-1.3452
894,894,-3.3793
895,895,-0.82443
896,896,-2.9487
897,897,-2.6445
898,898,-1.7025
899,899,-1.8628
900,900,-2.5422
901,901,-0.98145
902,902,-3.7431
903,903,-0.47518
904,904,-1.8295
905,905,-2.9282
906,906,-1.1852
907,907,-0.27641
908,908,-2.2807
909,909,-2.4313
910,910,-2.9282
911,911,-0.98502
912,912,-2.0539
913,913,-3.2786
914,914,-0.010373
915,915,-1.3359
916,916,-4.6613
917,917,-2.0314
918,918,-4.9024
919,919,-1.8501
920,920,-0.38318
921,921,-0.30695
922,922,-1.5643
923,923,-1.8501
924,924,-3.8997
925,925,-0.79361
926,926,-3.3793
927,927,-1.5345
928,928,-3.7431
929,929,-2.9487
930,930,-1.3187
931,931,-3.7431
932,932,-1.1065
933,933,-0.40693
934,934,-4.6613
935,935,-2.4623
936,936,-0.094947
937,937,-0.021567
938,938,-0.38001
939,939,-0.6545
940,940,-4.9983
941,941,-0.67129
942,942,-0.1817
943,943,-1.2826
944,944,-0.87911
945,945,-0.91615
946,946,-2.9282
947,947,-5.7599
948,948,-0.24066
949,949,-2.2807
950,950,-3.8511
951,951,-3.293
952,952,-1.6949
953,953,-3.7431
954,954,-3.7431
955,955,-0.50966
956,956,-1.7025
957,957,-1.3187
958,958,-3.5444
959,959,-1.1443
960,960,-0.7579
961,961,-0.50966
962,962,-0.98225
963,963,-2.9282
964,964,-7.0497
965,965,-3.7431
966,966,-3.3793
967,967,-2.1944
968,968,-1.0028
969,969,-1.0759
970,970,-1.8849
971,971,-5.4119
972,972,-0.57412
973,973,-4.9024
974,974,-2.1336
975,975,-2.7038
976,976,-1.631
977,977,-2.0446
978,978,-1.1781
979,979,-2.4313
980,980,-0.29185
981,981,-2.6603
982,982,-2.6445
983,983,-0.58491
984,984,-1.2826
985,985,-0.75149
986,986,-0.57946
987,987,-2.9267
988,988,-0.38377
989,989,-0.22957
990,990,-3.3793
991,991,-1.3393
992,992,-0.059738
993,993,-0.99774
994,994,-2.9565
995,995,-2.0692
996,996,-6.4515
997,997,-4.6613
998,998,-0.53026
999,999,-2.9282
1000,1000,-3.3793
1001,1001,-1.2826
1002,1002,-3.3793
1003,1003,-1.5459
1004,1004,-1.0179
1005,1005,-2.1299
1006,1006,-3.3793
1007,1007,-2.5045
1008,1008,-0.83059
1009,1009,-0.67129
1010,1010,-3.0009
1011,1011,-0.98225
1012,1012,-0.83706
1013,1013,-4.643
1014,1014,-1.09
1015,1015,-3.8997
1016,1016,-0.40432
1017,1017,-0.4657
1018,1018,-2.5422
1019,1019,-2.2807
1020,1020,-2.7525
1021,1021,-1.4972
1022,1022,-1.752
1023,1023,-0.28877
1024,1024,-1.8295
1025,1025,-0.042589
1026,1026,-5.9511
1027,1027,-2.9565
1028,1028,-1.3874
1029,1029,-3.8511
1030,1030,-0.69101
1031,1031,-2.6445
1032,1032,-1.8123
1033,1033,-2.2807
1034,1034,-0.094947
1035,1035,-2.1336
1036,1036,-1.3763
1037,1037,-3.7431
1038,1038,-0.3214
1039,1039,-2.5422
1040,1040,-1.0759
1041,1041,-3.6408
1042,1042,-0.0092162
1043,1043,-3.7431
1044,1044,-1.3187
1045,1045,-0.59512
1046,1046,-1.0028
1047,1047,-3.3793
1048,1048,-1.2263
1049,1049,-0.5713
1050,1050,-0.41711
1051,1051,-6.5105
1052,1052,-0.54623
1053,1053,-0.75149
1054,1054,-3.6408
1055,1055,-0.39862
1056,1056,-0.43593
1057,1057,-1.1916
1058,1058,-2.0314
1059,1059,-0.55082
1060,1060,-0.21987
1061,1061,-0.73219
1062,1062,-1.6066
1063,1063,-0.48707
1064,1064,-1.4542
1065,1065,-2.7678
1066,1066,-0.36989
1067,1067,-2.5031
1068,1068,-3.2285
1069,1069,-2.5422
1070,1070,-0.86417
1071,1071,-0.5586
1072,1072,-2.2508
1073,1073,-2.9282
1074,1074,-0.48011
1075,1075,-2.6244
1076,1076,-3.7431
1077,1077,-2.2807
1078,1078,-2.0314
1079,1079,-1.2371
1080,1080,-3.6408
1081,1081,-3.3889
1082,1082,-2.5031
1083,1083,-1.3347
1084,1084,-3.3793
1085,1085,-1.3902
1086,1086,-2.0692
1087,1087,-3.8997
1088,1088,-1.8295
1089,1089,-0.96399
1090,1090,-2.0756
1091,1091,-1.8295
1092,1092,-0.41748
1093,1093,-1.4774
1094,1094,-0.0042756
1095,1095,-0.66829
1096,1096,-1.8295
1097,1097,-1.0106
1098,1098,-0.1277
1099,1099,-1.8186
1100,1100,-2.1742
1101,1101,-2.6445
1102,1102,-0.38318
1103,1103,-0.43084
1104,1104,-0.24858
1105,1105,-0.95159
1106,1106,-2.6445
1107,1107,-1.8501
1108,1108,-0.16899
1109,1109,-2.9282
1110,1110,-2.1536
1111,1111,-1.2826
1112,1112,-2.9994
1113,1113,-1.6949
1114,1114,-0.68081
1115,1115,-5.4119
1116,1116,-0.71366
1117,1117,-0.38377
1118,1118,-0.45975
1119,1119,-0.54414
1120,1120,-3.6408
1121,1121,-2.6445
1122,1122,-0.75149
1123,1123,-0.54613
1124,1124,-2.5422
1125,1125,-1.7073
1126,1126,-3.2285
1127,1127,-0.79361
1128,1128,-2.3768
1129,1129,-0.072299
1130,1130,-5.7599
1131,1131,-0.93392
1132,1132,-2.5422
1133,1133,-0.19333
1134,1134,-3.3889
1135,1135,-4.9024
1136,1136,-6.5105
1137,1137,-6.5642
1138,1138,-1.9996
1139,1139,-5.4402
1140,1140,-0.45522
1141,1141,-0.76631
1142,1142,-7.0497
1143,1143,-1.7016
1144,1144,-1.3393
1145,1145,-3.8038
1146,1146,-1.0957
1147,1147,-3.3793
1148,1148,-0.46921
1149,1149,-3.7431
1150,1150,-2.6445
1151,1151,-0.27091
1152,1152,-3.7431
1153,1153,-0.1155
1154,1154,-0.97708
1155,1155,-1.0313
1156,1156,-4.5646
1157,1157,-2.9282
1158,1158,-0.53295
1159,1159,-4.9024
1160,1160,-2.9487
1161,1161,-0.37579
1162,1162,-2.0756
1163,1163,-2.0539
1164,1164,-2.2807
1165,1165,-2.0539
1166,1166,-1.0313
1167,1167,-1.4334
1168,1168,-3.3793
1169,1169,-1.4334
1170,1170,-3.7431
1171,1171,-0.07832
1172,1172,-0.26522
1173,1173,-1.0028
1174,1174,-0.75927
1175,1175,-0.30695
1176,1176,-3.8511
1177,1177,-2.1336
1178,1178,-3.6408
1179,1179,-3.0524
1180,1180,-1.0313
1181,1181,-2.9282
1182,1182,-1.2826
1183,1183,-0.044324
1184,1184,-6.5105
1185,1185,-3.2285
1186,1186,-0.18612
1187,1187,-2.1299
1188,1188,-2.9282
1189,1189,-0.55082
1190,1190,-0.99758
1191,1191,-1.0028
1192,1192,-0.30874
1193,1193,-5.0935
1194,1194,-3.014
1195,1195,-2.9282
1196,1196,-1.5409
1197,1197,-3.7431
1198,1198,-0.59628
1199,1199,-2.5422
1200,1200,-2.9282
1201,1201,-3.2285
1202,1202,-3.3793
1203,1203,-0.93276
1204,1204,-3.3793
1205,1205,-0.40318
1206,1206,-2.18
1207,1207,-4.643
1208,1208,-2.4313
1209,1209,-0.71366
1210,1210,-1.6949
1211,1211,-0.76631
1212,1212,-3.2285
1213,1213,-0.29133
1214,1214,-3.3793
1215,1215,-3.3793
1216,1216,-3.7431
1217,1217,-3.3793
1218,1218,-1.935
1219,1219,-1.7365
1220,1220,-1.1584
1221,1221,-0.29922
1222,1222,-2.6445
1223,1223,-1.5018
1224,1224,-5.4119
1225,1225,-1.028
1226,1226,-3.8038
1227,1227,-3.2285
1228,1228,-3.8038
1229,1229,-3.6408
1230,1230,-2.1944
1231,1231,-3.3793
1232,1232,-2.5422
1233,1233,-3.8511
1234,1234,-1.3393
1235,1235,-1.483
1236,1236,-0.30887
1237,1237,-2.5422
1238,1238,-0.82391
1239,1239,-4.3772
1240,1240,-2.9487
1241,1241,-1.6824
1242,1242,-0.4369
1243,1243,-0.068317
1244,1244,-3.6408
1245,1245,-1.7669
1246,1246,-6.5105
1247,1247,-0.69637
1248,1248,-2.9282
1249,1249,-1.4436
1250,1250,-2.1708
1251,1251,-0.35026
1252,1252,-1.4329
1253,1253,-1.935
1254,1254,-0.60385
1255,1255,-1.8501
1256,1256,-0.31575
1257,1257,-2.2807
1258,1258,-3.3889
1259,1259,-2.2807
1260,1260,-2.7052
1261,1261,-3.7431
1262,1262,-0.68081
1263,1263,-2.9282
1264,1264,-2.0539
1265,1265,-2.6445
1266,1266,-4.3772
1267,1267,-1.544
1268,1268,-0.40318
1269,1269,-0.71987
1270,1270,-2.1336
1271,1271,-1.3393
1272,1272,-1.6191
1273,1273,-4.6613
1274,1274,-2.3375
1275,1275,-6.5105
1276,1276,-0.90987
1277,1277,-2.9282
1278,1278,-0.033421
1279,1279,-0.75149
1280,1280,-0.94773
1281,1281,-1.8501
1282,1282,-0.60759
1283,1283,-1.4059
1284,1284,-3.3793
1285,1285,-4.5646
1286,1286,-1.1059
1287,1287,-0.53495
1288,1288,-3.2285
1289,1289,-2.7969
1290,1290,-0.66354
1291,1291,-0.75995
1292,1292,-0.69101
1293,1293,-2.9487
1294,1294,-2.9051
1295,1295,-0.73069
1296,1296,-1.8295
1297,1297,-7.0497
1298,1298,-3.3793
1299,1299,-1.0523
1300,1300,-2.9282
1301,1301,-3.6408
1302,1302,-4.3772
1303,1303,-2.9282
1304,1304,-1.8295
1305,1305,-0.62189
1306,1306,-1.5643
1307,1307,-3.3793
1308,1308,-2.9282
1309,1309,-0.29856
1310,1310,-0.093026
1311,1311,-4.9024
1312,1312,-3.3793
1313,1313,-1.7699
1314,1314,-3.6408
1315,1315,-1.6949
1316,1316,-2.0314
1317,1317,-2.3996
1318,1318,-3.3793
1319,1319,-0.072935
1320,1320,-1.1781
1321,1321,-4.3772
1322,1322,-0.7579
1323,1323,-2.9282
1324,1324,-7.0497
1325,1325,-2.9487
1326,1326,-6.4515
1327,1327,-0.92076
1328,1328,-3.3793
1329,1329,-1.5552
1330,1330,-3.6408
1331,1331,-0.3663
1332,1332,-1.1571
1333,1333,-3.6408
1334,1334,-0.91572
