,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0
0,503.0,509.0,991.0,1357.0,1410.0,1719.0,1474.0,2380.0,1251.0,2151.0,2079.0,1731.0,3133.0,3124.0,2595.0,3218.0,3810.0,3539.0,3950.0,4422.0,4873.0,3771.0,4925.0,6212.0,5448.0,4646.0,4346.0,8675.0,4822.0,4953.0,4545.0,5538.0,7685.0,6046.0,7446.0,6536.0,6146.0,6897.0,7402.0,9596.0,10348.0,7569.0,11011.0,9587.0,9449.0,10517.0,7110.0,9600.0,9789.0,8736.0,8917.0,9057.0,8268.0,11009.0,12754.0,12767.0,12056.0,13025.0,8179.0,11413.0,9680.0,12352.0,13181.0,9441.0,18540.0,11042.0,15428.0,15871.0,14582.0,12734.0,15610.0,14886.0,11957.0,14854.0,16202.0,15241.0,12216.0,17863.0,16339.0,17636.0,17810.0,18045.0,19804.0,19465.0,18698.0,17952.0,16407.0,18242.0,21124.0,18870.0,16199.0,10816.0,21051.0,16386.0,15965.0,20890.0,13281.0,16529.0,18656.0,19351.0
