,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,500.03719219574504,500.0610137316264,500.09909697810394,500.1593493477191,500.2536864225587,500.3998537868742,500.6239679141837,500.96400737738475,501.4745364489325,502.23299485434734,503.3479347677369,504.9696214414631,507.30342684251514,510.62642335315167,515.307511696739,521.8312770470766,530.825543123944,543.0922716293782,559.6410245399861,581.7236691909308,610.8683729618261,648.9102340696896,698.015174864554,760.693051798461,839.7953988843091,938.4929212093957,1060.2279018265951,1208.6371855092902,1387.4424449515514,1600.306073245831,1850.6532840404677,2141.463775032815,2475.039482921102,2852.7583116897913,3274.826962797968,3740.048793800203,4245.624615232209,4787.005152505,5357.813256850556,5949.851657545467,6553.208060900377,7156.463846089806,7747.005793098834,8311.432685750344,8836.04088396813,9307.36575950774,9712.749956851192,10040.905427557973,10282.43459836878,10430.277164552974,10480.052885979929,10430.277164552974,10282.43459836878,10040.905427557973,9712.749956851192,9307.36575950774,8836.04088396813,8311.432685750344,7747.005793098834,7156.463846089806,6553.208060900377,5949.851657545467,5357.813256850556,4787.005152505,4245.624615232209,3740.048793800203,3274.826962797968,2852.7583116897913,2475.039482921102,2141.463775032815,1850.6532840404677,1600.306073245831,1387.4424449515514,1208.6371855092902,1060.2279018265951,938.4929212093957,839.7953988843091,760.693051798461,698.015174864554,648.9102340696896,610.8683729618261,581.7236691909308,559.6410245399861,543.0922716293782,530.825543123944,521.8312770470766,515.307511696739,510.62642335315167,507.30342684251514,504.9696214414631,503.3479347677369,502.23299485434734,501.4745364489325,500.96400737738475,500.6239679141837,500.3998537868742,500.2536864225587,500.1593493477191,500.09909697810394,500.0610137316264
