,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014962593516209476,0.02034428794992175,0.04918032786885246,0.03076923076923077,0.1048951048951049,0.2803738317757009,0.42857142857142855,0.5915492957746479,0.753731343283582,0.7993311036789298,0.8753462603878116,0.9053254437869822,0.9510204081632653,0.9658634538152611,0.9728629579375848,0.988562091503268,0.9747048903878583,0.9794594594594594,0.9890016920473773,0.9958133971291866,0.991106719367589,0.975609756097561,0.944043321299639,0.8715083798882681,0.8603773584905661,0.8076923076923077,0.6921875,0.4841549295774648,0.33003300330033003,0.16835016835016836,0.0811088295687885,0.027285129604365622,0.020293122886133032,0.009433962264150943,0.0048449612403100775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
