,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,72.0,,,,,,,1.0,1.0,4.205885058451851,1.0,1.0,3.95300528297858,9,1,0.358974358974359,,,,,,
1,73.0,,,,,,,1.0,1.0,4.118405928472043,1.0,1.0,4.082630049010122,9,1,0.3380952380952381,,,,,,
2,74.0,,,,,,,1.0,1.0,4.0730148913165705,1.281222018090749,1.0,4.922871949802532,9,1,0.38513513513513514,,,,,,
3,75.0,,,,,,,1.3888557340651717,1.0,6.791932563514482,2.02791697008462,1.0,6.752565649255687,9,1,0.42663656884875845,,,,,,
4,76.0,813.8743463764174,226.69786721080777,2257.953725130093,600.395123861953,135.05464743074356,20482.950844355757,1.0,1.0,6.087194211608527,1.2867734135543625,1.0,6.010466468302135,9,1,0.37910447761194027,2146.833905796062,597.982563115123,5956.019668650246,1583.7194212106635,356.24651093936296,54029.83096739511
5,77.0,417.9653007094515,227.14032753284025,802.9711082582907,578.4455648639585,231.5358763387728,4060.5925416875975,1.00000958852124,1.0,2.788790388665309,1.0,1.0,2.865114855111932,9,1,0.38488576449912126,1085.9463749026388,590.1499834072424,2086.2582675751937,1502.9019470666317,601.5703819030216,10550.124001005675
6,78.0,431.6545676896339,239.50257317312816,783.9407046790254,574.4612308261796,360.8691366181058,1111.4029424351688,1.0,1.0,2.585849435842297,1.0,1.0,2.66247347642834,9,1,0.4449576597382602,970.1025664858728,538.2592431693658,1761.8321373322735,1291.0469530159298,811.0190457905181,2497.772356787689
7,79.0,725.4259393182169,363.842212376098,1277.7057244973862,887.296711410733,574.6289193932283,1414.7255572404663,1.0,1.0,2.728777368736201,1.0,1.0,2.7592364633987523,9,1,0.44787644787644787,1619.7010196846395,812.3718362535292,2852.8084710760604,1981.1193815118952,1283.0076734728116,3158.7406838386273
8,80.0,1309.1594422073815,696.5638668821744,2356.75615973767,1644.161677483194,821.7180386634396,7684.522571643572,1.0,1.0,2.267964633597517,1.0,1.0,2.406209982654762,9,1,0.46648301193755737,2806.44612709417,1493.224509910803,5052.1800353431545,3524.590682636217,1761.5176065048934,16473.3170876375
9,81.0,1615.0486658485845,815.0858749675854,2754.325910582126,2051.8483004428417,1099.6813301000643,23282.107872475648,1.0,1.0,1.435911898415671,1.0,1.0,1.4996927644252596,9,1,0.47960199004975124,3367.4769899954927,1699.5047807934093,5742.940954637006,4278.231414823767,2292.9040181546984,48544.644007962714
10,82.0,1798.1959956328342,931.4079325728064,3274.519400138696,2404.77596792468,1287.5013460801324,16677.92544262682,1.0,1.0,1.3212114208072645,1.0,1.0,1.3731144779626838,9,1,0.4829416224412434,3723.4231055568416,1928.6139137575065,6780.362776739308,4979.434068591292,2665.956476420243,34534.04028072963
11,83.0,1783.0088542075482,951.1081450405036,3185.6699639738536,2263.0640948422447,1319.871957317103,6942.566575736288,1.1798969958980308,1.0,2.3771374753433845,1.1996843330696891,1.0,2.4749064816180804,9,1,0.4829302987197724,3692.0625169599602,1969.4522119689957,6596.541928346448,4686.109156624737,2733.0485596286403,14375.918417504006
12,84.0,1609.6021168772447,911.9393954564562,2983.055999511754,1993.562291264604,1113.801704913973,3738.95100605846,1.0,1.0,1.69715643981116,1.0,1.0,1.8215726777724075,9,1,0.533816425120773,3015.2727438333905,1708.338958004402,5588.168252479032,3734.5465546766786,2086.488261694049,7004.188762480553
