,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,70.0,,,,,,,2.0094910385164657,1.0,10.13105282805409,1.595105942594946,1.0,8.4400316662009,9,1,0.30491803278688523,,,,,,
1,71.0,,,,,,,4.3180466330317016,1.0,12.757011037491962,6.291010980989451,1.0,13.046438021065194,9,1,0.42190669371196754,,,,,,
2,72.0,,,,,,,1.8913910707952295,1.0,8.193977527463986,3.3987334461099845,1.0,9.236476879095235,9,1,0.4075993091537133,,,,,,
3,73.0,,,,,,,3.315506033366449,1.0,12.970904353566212,4.883408717926624,1.0,14.237478841275664,9,1,0.35602350636630753,,,,,,
4,74.0,329.0274616099943,160.3095569644749,623.1782465856982,324.0719837065345,117.09710697472516,3541.891720272541,7.671244024677726,1.0,20.036812098363708,10.32763948424858,1.0,22.62526311954095,9,1,0.387143803843605,849.8843539361202,414.08271389830986,1609.6815715471046,837.0842578109562,302.4641123328659,9148.775429461253
5,75.0,259.06873081017386,138.4889943975521,461.8695798025759,233.8006400461797,124.9988699913483,737.2101780178642,8.764094740001214,1.0,52.78404278754335,10.50485991340006,1.0,53.37386010977852,9,1,0.42385728504708675,611.2168882065897,326.73496311893564,1089.6818247473707,551.6022687216678,294.907919248013,1739.2886804716989
6,76.0,357.7526448572211,218.59665243647197,641.4217886365643,287.14438641659865,241.9618291776141,408.8015648934039,1.0,1.0,23.80411944569953,6.3380133074567935,1.0,24.45545059297293,9,1,0.3891844617739232,919.2367116265789,561.6787767941632,1648.1176707644754,737.8105104910393,621.7150296153638,1050.4056688955795
7,77.0,547.8057604189107,357.3162568548957,795.053843377987,526.1424095637974,428.49833597037366,694.3549580010211,2.4977372462271505,1.0,7.794042421341739,3.2202725065457862,1.0,8.052430425435016,9,1,0.39720042796005706,1379.1670951422004,899.5867871794636,2001.6439747087547,1324.6269956605054,1078.7962595384313,1748.1223813556574
8,78.0,732.589088153068,476.4575761028607,830.269187183235,777.227288170973,613.3221386693589,981.1337211057177,1.0,1.0,8.235277369235968,1.0,1.0,16.007755038972377,9,1,0.42505034232782923,1723.5348738715822,1120.943871009478,1953.3431796247608,1828.553493015469,1442.9399946143815,2308.2765108068
9,79.0,1028.038923293909,607.4751978863492,1182.3696731186465,1071.8367882288762,872.1483223901772,1241.6512935785447,1.0,1.0,2.9363102303709865,1.0,1.0,3.012716857412749,9,1,0.44319492502883506,2319.608969410069,1370.672730169069,2667.832157693862,2418.4319984240356,1967.8662212421175,2801.591858250093
