,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,70.0,,,,,,,1.9256756549508085,0.0,8.45323225311355,2.051941941611906,1.0,6.877867695925961,9,1,0.30491803278688523,,,,,,
1,71.0,,,,,,,4.489535757442651,0.0,10.667349450985505,4.753471691866547,1.0,11.072984947996568,9,1,0.42190669371196754,,,,,,
2,72.0,,,,,,,1.904599234994916,0.0,7.874817008779837,2.450455944890261,1.0,7.331277307539907,9,1,0.4075993091537133,,,,,,
3,73.0,,,,,,,3.758463102362496,0.0,14.045670462227315,4.543697825022489,1.0,14.213408607128844,9,1,0.35602350636630753,,,,,,
4,74.0,474.16906283720846,203.63762569045048,853.89429282261,462.78827188226586,157.28346103674048,8369.450587817746,8.29282794870053,0.0,19.29872179237272,9.52433117145712,1.0,19.788815216031978,9,1,0.387143803843605,1224.7879421796433,525.9999609155936,2205.625621138854,1195.3911370598069,406.2662490661441,21618.454188663094
5,75.0,276.5254173443793,171.74167122614153,476.5386430413056,261.6921304223468,155.67764498895016,599.9749101167187,9.472510131017106,0.0,43.73318080332843,10.304783084138592,1.0,43.72899919719484,9,1,0.42385728504708675,652.402181346629,405.187494198814,1124.290320946982,617.4062347265664,367.28788316486236,1415.511615071254
6,76.0,379.99489470490295,249.51143799196467,618.0474511945908,302.71344223805096,252.92937778014576,377.25285150840136,1.9397616639333544,0.0,23.98785807121372,4.77636273910637,1.0,24.29702514398287,9,1,0.3891844617739232,976.3876311322048,641.1135656718628,1588.057879745502,777.8148204023029,649.895878749322,969.3420178926546
7,77.0,538.1584164541562,384.37894572201054,785.7260932196168,482.3083422144957,396.5161943691916,595.8933764896233,2.30794126996173,0.0,10.026337906282736,3.500369398672806,1.0,10.297338657642175,9,1,0.39720042796005706,1354.878742749678,967.7203715416543,1978.1602382831027,1214.2694424865958,998.2773593815608,1500.233470416973
8,78.0,675.994276820822,482.95031869576405,911.2501674728528,691.9081514884708,571.0007606358743,822.7297292849051,0.2928833694543978,0.0,8.308330245944807,1.0,1.0,11.121469081982664,9,1,0.42505034232782923,1590.3863836896921,1136.2191030145748,2143.8640949735586,1627.826359812273,1343.372075666928,1935.6053797748905
9,79.0,841.8308980083466,596.8547585054964,1262.72355978838,935.5310205463302,814.3134478468813,1130.2203215613608,0.3764336298341197,0.0,2.568974816253526,1.0,1.0,2.757751343759005,9,1,0.44319492502883506,1899.4596970025673,1346.7093705250888,2849.1381296981795,2110.8793619093512,1837.3708764690855,2550.1653059042287
10,80.0,1063.6673474353024,884.5121124871383,1672.768309214022,1162.977790196423,987.345459533856,1491.7426264753583,0.100422303144302,0.0,1.7849693913172724,1.0,1.0,1.909070684050779,9,1,0.46112980343545246,2306.6549581287068,1918.14128234058,3627.543257346998,2522.0182723652847,2141.1443202717683,3234.973353189842
11,81.0,1264.2135528633346,1140.4239258968692,1956.3979909521763,1358.456342163569,1125.446824674112,1678.0623660594122,0.2728211765079491,0.0,2.0574613844048986,1.0,1.0,2.750678527500831,9,1,0.46812182741116753,2700.6080016707538,2436.16908915293,4179.249666206666,2901.929076189797,2404.1750646367386,3584.6702029245735
12,82.0,1417.2281520758263,1328.800056185269,2192.0246032731707,1303.9027548595864,1091.7237648413068,1575.960198199312,0.2708600398679291,0.0,3.392079495730109,1.0,1.0,4.171662019012671,9,1,0.48611519247722595,2915.4162922859527,2733.5085937424637,4509.269895686021,2682.2917181726903,2245.812889076601,3241.948045623248
13,83.0,1570.8651339475346,1532.193632668591,2415.483894681739,1354.6669081626176,1142.721758443745,1554.8022788055805,0.8312639798372004,0.0,5.466447544939719,1.3260546636488768,1.0,6.362360240383484,9,1,0.49552033080634045,3170.132558216791,3092.0903490989226,4874.64135074159,2733.827098392153,2306.104689154206,3137.7164207884525
14,84.0,1754.1749798679675,1739.9263381463445,2694.919982208747,1454.064980675928,1190.920063875219,1789.52458566092,0.084276828217259,0.0,5.476153387992427,1.0,1.0,6.051823003536106,9,1,0.5198334965719883,3374.493932068195,3347.083921332864,5184.198401950317,2797.1744611778095,2290.9644563666484,3442.495717305321
15,85.0,1928.6601802379923,1908.765262683688,2980.641909569966,1560.6207462994232,1335.926780830284,1865.9559887015648,0.0612782388716917,0.0,2.877658640142398,1.0,1.0,3.567685960650405,9,1,0.5279072865325696,3653.407008086452,3615.720622499734,5646.146559460443,2956.2402075371615,2530.6087165513354,3534.6282127637264
16,86.0,2024.887299240735,2148.62117115175,3109.911021775602,1710.3436310858146,1479.4007744120258,1984.3638140683636,0.204163847564054,0.0,3.3611175563168505,1.0,1.0,3.960980976641826,9,1,0.5392425071432914,3755.0587581973905,3984.5174345293276,5767.184486717799,3171.752242134224,2743.4795195381525,3679.909850914376
17,87.0,2254.303020509903,2389.882005948106,3435.7141364723334,1871.2572682853256,1662.5596617148342,2182.0623415218706,0.1936683469173709,0.0,0.8059937493588616,1.0,1.0,1.105638403131171,9,1,0.5645843914000338,3992.8539556677656,4232.99340603762,6085.386328078584,3314.397806225313,2944.749601723996,3864.900225298258
18,88.0,2700.412129728058,2778.1227026044016,4131.609427545744,2339.862825621126,1977.0911818152172,2848.033267443374,0.2255238873674326,0.0,1.2720755299423672,1.0,1.0,1.936989700240971,9,1,0.5777482033537397,4674.029471753577,4808.535425082805,7151.228517133218,4049.969886602124,3422.0637473877136,4929.540673447322
19,89.0,3174.729549388589,3049.274187989284,4833.977099522137,2789.872780160495,2349.0995787436614,3188.64222591361,0.3382499652590487,0.0,2.4966806349832105,1.0,1.0,2.7481930972337905,9,1,0.5846848187273719,5429.813546893047,5215.244333906858,8267.663097604958,4771.584092490972,4017.719467826656,5453.608720086193
20,90.0,3408.5837033433427,3317.967942074505,5231.131073705521,3049.449032727949,2577.705646547298,3480.0683945680125,0.4100699671427317,0.0,1.153788279834678,1.0,1.0,1.0,9,1,0.6169942631430453,5524.498211668281,5377.631754908652,8478.411204437283,4942.426882858971,4177.843783208203,5640.357783620406
21,91.0,3459.900741591903,3300.0505717429264,5350.905721414102,3219.2192492518234,2746.157150679547,3809.417573340108,0.4517975359867109,0.0,1.3757319641046155,1.0,1.0,1.1290995625323148,9,1,0.6284116899618806,5505.786726853825,5251.414995069725,8514.968462376451,5122.787021112069,4369.996921677458,6061.977576469316
22,92.0,3463.2758474607745,3075.431930848124,5382.472647721843,3086.0219977909373,2604.2092868611103,3645.407177024399,0.6485153624078432,0.1115144977778005,2.490712573864905,1.0,1.0,3.0995814659643504,9,1,0.6557296041903444,5281.560913719946,4690.091634105011,8208.37219080233,4706.241685704235,3971.468224431672,5559.314622565393
23,93.0,3949.047121377042,3881.046482947492,6069.261389453672,3348.9684422529954,2786.6050537885235,3998.236911120456,0.8474547388115412,0.2314562334678493,3.807072044242984,1.0,1.0,4.243007435636899,9,1,0.6706596476149549,5888.302860356829,5786.909197160634,9049.689229160556,4993.543974447878,4155.021199946107,5961.648244887338
24,94.0,4081.711390595231,4115.554276724131,6298.127159090325,3333.367115369424,2942.192229139888,3788.6047036240575,0.7354699166890403,0.123302908694566,3.691217958351667,1.0,1.0,3.886446615478377,9,1,0.7075749010740532,5768.59267393382,5816.422078393375,8901.004189846437,4710.974216736047,4158.135378563922,5354.35145858509
25,95.0,3972.365019591277,4111.485857959748,6071.07001895565,3320.7843269066207,2867.630197300026,3757.15072650211,1.8275027010476603,0.4604291195116959,6.970980658486375,1.0,1.0,7.2258099346231,9,1,0.7689334214943289,5166.071481028184,5346.998508621948,7895.443024387289,4318.68902310564,3729.360848598744,4886.184709204788
26,96.0,4177.691037671327,4262.283002146167,6418.871216920143,3566.827195173171,3126.19580394982,3992.6932191855863,0.3977768187710729,0.0,1.4251300459061642,1.0,1.0,2.24943471277572,9,1,0.7744925780066646,5394.1008039400185,5503.3232379271285,8287.840838243523,4605.372984145599,4036.443850754266,5155.237548514285
27,97.0,4724.054991361451,4803.970766039477,7226.992113806755,3805.501623392756,3442.0940347801825,4184.693799572273,0.3926677894584384,0.0,3.2702258149103227,1.0,1.0,3.712197840931693,9,1,0.7950698217412779,5941.685701282593,6042.199860533416,9089.757800112398,4786.374126310502,4329.297805872787,5263.3035302577555
28,98.0,5800.467703796997,5588.743823021705,8874.635523092289,4234.562343743687,3766.099183908929,4922.78505193069,0.4659705379002661,0.0,6.733300167714675,1.0,1.0,6.792555425569189,9,1,0.8274445026388945,7010.098786441974,6754.221951077113,10725.354383030173,5117.639104784403,4551.482512601204,5949.38396017001
29,99.0,5909.042607277233,5812.148518899199,8997.304647571134,4699.888782357832,4267.524684371835,5337.071051166624,0.5712429311982272,0.0728040303703046,2.342690838134805,1.0,1.0,2.6335779956291403,9,1,0.8519726412103094,6935.71873256736,6821.9896247401575,10560.555835208035,5516.478528795462,5008.992634211123,6264.369057185685
30,100.0,5957.172907720024,5547.052550369661,9138.112694905927,4969.468036497219,4456.411573247306,5748.586223000354,0.4529498256893194,0.0,0.7911429985163319,1.0,1.0,1.0,9,1,0.8681891614040241,6861.607092728689,6389.221147841837,10525.485805567869,5723.946182950108,5132.9960927414195,6621.352210506539
31,101.0,6003.165079046479,4791.473960890358,9319.49282542486,4918.743882539064,3988.60064280183,6209.071347140701,0.511745957938576,0.0,1.1691070716567578,1.0,1.0,1.3285113689311867,9,1,0.8929985413627839,6722.480274027314,5365.60110566161,10436.179225111167,5508.120847580205,4466.525372723366,6953.058778422173
32,102.0,7114.635416055566,5509.849026000393,13026.98051776155,5043.489941541946,3394.27708748735,9573.625664224295,0.5237103307250446,0.0,0.9853434793759674,1.0,1.0,1.0,9,1,0.8942432489009838,7956.040400416086,6161.465611031386,14567.602868427111,5639.953052751973,3795.6977496434924,10705.840581955958
33,103.0,,,,,,,0.5731483956251031,0.0,1.1673563173598618,1.0,1.0,1.0,9,1,0.8766853268154222,,,,,,
34,104.0,,,,,,,0.6449372792518102,0.2860597904034339,1.8311011524268,1.0,1.0,1.478661277466889,9,1,0.893843725335438,,,,,,
35,105.0,,,,,,,0.967748359917715,0.4350906583580925,1.9241172133252469,1.0730023488995035,1.0,1.9114501186594528,9,1,0.9145021645021645,,,,,,
36,106.0,,,,,,,1.3502594924475453,0.6038191128759983,2.2356324493692976,1.403982404773997,1.0,2.37182009690488,9,1,0.9190031152647975,,,,,,
