,19,23,24,25,26,27,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,5,2,35,17,6,4,2,10,6,50,42,57,16,154,76,62,14,24,52,32,23,9,15,26,18,23,42,50,28,36,24,10,15,32,14,29,24,33,11,25,120,120,157,149,238,211,104,189,265,457,856,810,1610,920,544,356,605,548,706,749,694,894,813,1198,537,697,1223,805,470,1058,1244,379,123,1845,1226,1157,453,610,2154,21
