,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0
0,627.0,782.0,1026.0,857.0,1327.0,808.0,2013.0,1740.0,2972.0,3118.0,2502.0,2960.0,3460.0,4101.0,4028.0,4541.0,3304.0,5037.0,3506.0,3278.0,3226.0,4185.0,2774.0,5690.0,6778.0,6528.0,4294.0,2772.0,7390.0,6342.0,5886.0,8364.0,5124.0,6826.0,6461.0,6834.0,5721.0,2583.0,9153.0,11935.0,6823.0,9004.0,7402.0,10400.0,10162.0,7918.0,10535.0,10085.0,10113.0,9413.0,11631.0,7547.0,6833.0,11384.0,12285.0,11886.0,10770.0,10717.0,11113.0,11515.0,10644.0,11865.0,11725.0,13304.0,10541.0,8849.0,13943.0,11352.0,11260.0,14226.0,13297.0,14621.0,20455.0,14720.0,13057.0,18431.0,13838.0,16619.0,20603.0,18141.0,11132.0,18433.0,17643.0,15962.0,16922.0,16712.0,19489.0,14482.0,25732.0,21564.0,16375.0,18736.0,15533.0,22069.0,20444.0,14863.0,18831.0,13111.0,17813.0,19420.0
