,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997737556561086,0.9852941176470589,0.9655172413793104,0.879862700228833,0.8235294117647058,0.7634961439588689,0.6,0.4096989966555184,0.2682926829268293,0.21361058601134217,0.09043478260869565,0.08012820512820513,0.08,0.047872340425531915,0.009259259259259259
