,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.6542056074766355,0.7967914438502673,0.8081180811808119,0.7357142857142858,0.6875,0.6555555555555556,0.6336633663366337,0.452914798206278,0.5,0.4072398190045249,0.44485294117647056,0.33374384236453203,0.2997711670480549,0.23333333333333334,0.2416452442159383,0.22608695652173913,0.1254180602006689,0.07317073170731707,0.06049149338374291,0.02608695652173913,0.028846153846153848,0.021666666666666667,0.02304964539007092,0.0
