,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,6,26,2,2,13,83,62,21,38,31,98,29,18,16,15,70,149,219,103,44,118,128,101,161,180,121,271,262,119,94,26,75,90,32,15,18,13,13,0
