,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,500.0,500.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,502.0,503.0,505.0,507.0,511.0,515.0,522.0,531.0,543.0,560.0,582.0,611.0,649.0,698.0,761.0,840.0,938.0,1060.0,1209.0,1387.0,1600.0,1851.0,2141.0,2475.0,2853.0,3275.0,3740.0,4246.0,4787.0,5358.0,5950.0,6553.0,7156.0,7747.0,8311.0,8836.0,9307.0,9713.0,10041.0,10282.0,10430.0,10480.0,10430.0,10282.0,10041.0,9713.0,9307.0,8836.0,8311.0,7747.0,7156.0,6553.0,5950.0,5358.0,4787.0,4246.0,3740.0,3275.0,2853.0,2475.0,2141.0,1851.0,1600.0,1387.0,1209.0,1060.0,938.0,840.0,761.0,698.0,649.0,611.0,582.0,560.0,543.0,531.0,522.0,515.0,511.0,507.0,505.0,503.0,502.0,501.0,501.0,501.0,500.0,500.0,500.0,500.0,500.0
