,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,1,17,121,11,28,16,130,996,778,417,496,60,203,144,74,31,76,351,548,618,746,734,1103,554,1777,2053,2489,727,2742,2966,1803,1056,516,2011,2698,1201,2263,2665,4148,4317,6543,3108,4266,4403,3626,3148,3318,3542,4434,2864,1862,1787,1862,2132,2347,2621,3410,4739,7222,7259,5692,6244,7045,5796,5092,7113,7416,8350,7771,8530,9349,9809,10649,11242,10616,11200,10343,9931,11263,9533,13126,15039,13689,17606,19817,18822,21686,10867,16095,14381,1777
