,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0026109660574412533,0.006726457399103139,0.008130081300813009,0.061224489795918366,0.15517241379310345,0.32792207792207795,0.4375,0.6035242290748899,0.6872586872586872,0.8057228915662651,0.8812375249500998,0.9330042313117066,0.9507735583684951,0.9660468876313663,0.972972972972973,0.9712092130518234,0.9693053311793215,0.9750812567713976,0.9885823025689819,0.9847844463229078,0.9899216125419933,0.9795158286778398,0.9672447013487476,0.9331797235023042,0.8718535469107551,0.8450363196125908,0.743073047858942,0.49206349206349204,0.20215633423180593,0.08256107834877843,0.04343891402714932,0.01065891472868217,0.008522727272727272,0.009361702127659575,0.004389815627743635,0.0007434944237918215,0.0005162622612287042,0.0,0.0,0.0,0.0,0.00034211426616489907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
