,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
0,520.0,1033.0,786.0,1784.0,2072.0,2193.0,2268.0,2030.0,2954.0,3600.0,4619.0,5195.0,4053.0,7606.0,7465.0,5573.0,5267.0,7552.0,9631.0,8943.0,7163.0,8603.0,8425.0,10756.0,12150.0,10006.0,12575.0,14075.0,12462.0,11118.0,9062.0,14290.0,12973.0,14000.0,11974.0,13321.0,14642.0,17257.0,16286.0,20334.0,20783.0,16441.0,13986.0,18062.0,13257.0,22591.0,17695.0,26024.0,17422.0,19552.0
