,lineage,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
0,0,2.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,12.0,18.0,33.0,17.0,64.0,60.0,87.0,65.0,80.0,131.0,133.0,98.0,99.0,131.0,191.0,152.0,170.0,237.0,255.0,439.0,476.0,489.0,499.0,625.0,676.0,528.0,594.0,596.0,503.0,495.0,396.0,635.0,825.0,1249.0,1183.0,1357.0,1556.0,1523.0,1299.0,1619.0,1507.0,1275.0,1204.0,1628.0,1072.0,1901.0,1246.0,1359.0,926.0,973.0
2,2,33.0,42.0,30.0,77.0,66.0,95.0,54.0,42.0,21.0,18.0,17.0,18.0,17.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,7.0,10.0,8.0,27.0,45.0,51.0,64.0,29.0,31.0,51.0,61.0,52.0,35.0,40.0,16.0,27.0,18.0,41.0,58.0,80.0,45.0,46.0,35.0,74.0,67.0,57.0,71.0,80.0,66.0,68.0,56.0,80.0,55.0,49.0,18.0,28.0,48.0,136.0,67.0,54.0,172.0,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,5.0,8.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.0,6.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,10.0,9.0,16.0,45.0,48.0,29.0,19.0,12.0,13.0,20.0,34.0,29.0,11.0,33.0,13.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,8.0,24.0,9.0,25.0,15.0,25.0,33.0,30.0,39.0,63.0,75.0,112.0,81.0,80.0,107.0,132.0,97.0,233.0,162.0,147.0,77.0,117.0,99.0,142.0,211.0,176.0,185.0,236.0,244.0,214.0,161.0,259.0,208.0,259.0,130.0,155.0,177.0,270.0,337.0,395.0,625.0,405.0,412.0,510.0,351.0,726.0,710.0,1226.0,1030.0,796.0
8,8,117.0,234.0,199.0,421.0,453.0,516.0,568.0,559.0,937.0,974.0,1265.0,1209.0,867.0,1721.0,1673.0,1195.0,944.0,1514.0,1899.0,1875.0,1613.0,1826.0,1784.0,2217.0,2476.0,2060.0,2359.0,2751.0,2595.0,2305.0,1831.0,2756.0,2369.0,2267.0,2161.0,2314.0,2405.0,2903.0,2854.0,3245.0,3224.0,2374.0,1765.0,1860.0,1165.0,1702.0,1089.0,1536.0,881.0,1065.0
