,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0058823529411764705,0.019851116625310174,0.036939313984168866,0.0695364238410596,0.13095238095238096,0.23529411764705882,0.37583892617449666,0.6575342465753424,0.8202247191011236,0.9363317757009346,0.9523169912693082,0.9746568109820486,0.9895522388059701,0.990606936416185,0.9919408999328408,0.9801255230125523,0.9816597890875745,0.9778947368421053,0.9756363636363636,0.972231744943435,0.9598765432098766,0.9511533242876526,0.9489701813710422,0.9420680363758841,0.9090379008746355,0.8947163947163947,0.8734027449124467,0.8555211558307534,0.8654416123295792,0.8551696921862668,0.8414872798434442,0.8188249164865395,0.7892886683209264,0.7777454545454545,0.744943820224719,0.7243616144975288,0.6422823701536211,0.29807234650166586,0.1337290502793296,0.02764353373284361,0.013393665158371041,0.007425742574257425
