,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,2,38,4,33,42,71,581,451,273,255,41,93,45,24,33,55,46,68,96,176,87,155,67,100,86,95,48,90,147,158,24,19,58,42,7,4,13,5,5,0
