,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,2,38,4,33,42,71,581,451,273,255,41,93,47,24,33,57,53,76,111,205,122,250,158,325,235,269,202,332,648,672,106,76,339,182,43,26,61,47,44,6
