,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962962962962963,1.0,1.0,0.9893129770992366,0.9781659388646288,0.9814814814814815,0.9382716049382716,0.9064171122994652,0.7338709677419355,0.5512820512820513,0.3561643835616438,0.25,0.1910569105691057,0.1414790996784566,0.08823529411764706
