,19,23,24,25,26,27,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3333333333333333,0.16,0.09523809523809523,0.3333333333333333,0.1875,0.3116883116883117,0.32894736842105265,0.46774193548387094,0.35714285714285715,0.5833333333333334,0.4807692307692308,0.65625,0.7391304347826086,0.7777777777777778,0.3333333333333333,0.5769230769230769,0.7777777777777778,0.2608695652173913,0.21428571428571427,0.28,0.03571428571428571,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
